source,target,stratum,aligned_n,aligned_rho,opposed_n,opposed_rho,aligned_minus_opposed
Aotizhongxin,Nongzhanguan,split:test,872,0.20096879960860117,936,0.2591770264053697,-0.05820822679676854
Aotizhongxin,Nongzhanguan,season:winter,1960,0.33235956429129404,721,0.23995195530720625,0.09240760898408779
Aotizhongxin,Nongzhanguan,season:spring,1538,0.31935436485453433,1482,0.24133436808367134,0.07801999677086299
Aotizhongxin,Nongzhanguan,season:summer,896,0.3146530668064783,1609,0.23445393986763308,0.08019912693884523
Aotizhongxin,Nongzhanguan,season:autumn,1050,0.2350170143833305,1118,0.26654866450855313,-0.03153165012522263
Aotizhongxin,Nongzhanguan,speed:moderate,3103,0.3175269674905514,4657,0.24953356440837626,0.06799340308217516
Aotizhongxin,Nongzhanguan,speed:strong,2341,0.2837615991706067,273,0.1429748284327242,0.14078677073788254
Guanyuan,Nongzhanguan,split:train,4924,0.36359447282135593,6195,0.22706500230442453,0.1365294705169314
Guanyuan,Nongzhanguan,split:val,1235,0.34220822093621645,1565,0.23470496705338462,0.10750325388283183
Guanyuan,Nongzhanguan,split:test,949,0.3874703872914232,1793,0.22009928620153404,0.16737110108988915
Guanyuan,Nongzhanguan,season:winter,1857,0.41678379178471286,2627,0.2145643168082903,0.20221947497642256
Guanyuan,Nongzhanguan,season:spring,2180,0.33291245405665854,2016,0.1872547363421332,0.14565771771452535
Guanyuan,Nongzhanguan,season:summer,1766,0.32057821841936557,2501,0.21531933139671225,0.10525888702265332
Guanyuan,Nongzhanguan,season:autumn,1305,0.3827684954849032,2409,0.2888357288447547,0.09393276664014849
Guanyuan,Nongzhanguan,speed:moderate,4877,0.3725727377583289,8978,0.22743990015722002,0.14513283760110887
Guanyuan,Nongzhanguan,speed:strong,2231,0.3267191193996945,575,0.1570648010539141,0.1696543183457804
Huairou,Shunyi,split:train,4500,0.23895032591888798,3900,0.13524372051406933,0.10370660540481866
Huairou,Shunyi,split:val,1355,0.2779674538883633,1057,0.1344577025401153,0.143509751348248
Huairou,Shunyi,split:test,1640,0.21154489524765638,772,0.2250499356273809,-0.013505040379724526
Huairou,Shunyi,season:winter,2351,0.2618314551292475,972,0.17193644796999444,0.08989500715925305
Huairou,Shunyi,season:spring,1942,0.26765691583206597,2112,0.13635809894850381,0.13129881688356215
Huairou,Shunyi,season:summer,1460,0.12995710368473878,1607,0.12215683655678566,0.00780026712795312
Huairou,Shunyi,season:autumn,1742,0.25940606068920347,1038,0.17334409118255067,0.08606196950665279
Huairou,Shunyi,speed:moderate,5907,0.22003407154257204,4985,0.1463961464247378,0.07363792511783424
Huairou,Shunyi,speed:strong,1588,0.2896636014202725,744,0.14496846630384097,0.1446951351164315
Nongzhanguan,Shunyi,split:train,4889,0.3468006860228379,6878,0.17032248958955581,0.1764781964332821
Nongzhanguan,Shunyi,split:val,1136,0.3430447545018952,1495,0.15815553693318996,0.18488921756870524
Nongzhanguan,Shunyi,split:test,791,0.34478281853761567,1741,0.17461359600999168,0.17016922252762398
Nongzhanguan,Shunyi,season:winter,1137,0.2503954179584482,2922,0.16776312297847149,0.08263229497997673
Nongzhanguan,Shunyi,season:spring,2426,0.3646295991684411,2037,0.14105556329172944,0.22357403587671168
Nongzhanguan,Shunyi,season:summer,1963,0.38293033180524266,2699,0.17837577072896893,0.20455456107627373
Nongzhanguan,Shunyi,season:autumn,1290,0.3090135211709794,2456,0.18730675396140162,0.12170676720957779
Nongzhanguan,Shunyi,speed:moderate,5359,0.3204227332764103,9139,0.1644139983116109,0.1560087349647994
Nongzhanguan,Shunyi,speed:strong,1457,0.4327948545831116,975,0.20089576224644382,0.2318990923366678
Aotizhongxin,Shunyi,split:train,5926,0.30968723543822785,8047,0.1632742540739176,0.14641298136431025
Aotizhongxin,Shunyi,split:val,1327,0.2777132414733219,1750,0.1934809476746294,0.08423229379869249
Aotizhongxin,Shunyi,split:test,886,0.28199356698327616,1930,0.18867106395386446,0.0933225030294117
Aotizhongxin,Shunyi,season:winter,1457,0.25495828612811844,3375,0.17101631328893444,0.083941972839184
Aotizhongxin,Shunyi,season:spring,2863,0.2961188673271206,2584,0.1541635083182756,0.141955359008845
Aotizhongxin,Shunyi,season:summer,2305,0.30473729269876415,2829,0.11921560182426423,0.18552169087449993
Aotizhongxin,Shunyi,season:autumn,1514,0.32991452786793274,2939,0.23579035679939442,0.09412417106853832
Aotizhongxin,Shunyi,speed:moderate,6411,0.27820105607246226,10400,0.1650458358174388,0.11315522025502345
Aotizhongxin,Shunyi,speed:strong,1728,0.3662157249046234,1327,0.20143411489982238,0.16478161000480102
Dongsi,Shunyi,split:train,4934,0.33253120290338384,6914,0.18768530425030183,0.144845898653082
Dongsi,Shunyi,split:val,1093,0.33237219938394286,1463,0.19135045773802153,0.14102174164592132
Dongsi,Shunyi,split:test,778,0.30601792946942297,1709,0.17789759010155115,0.12812033936787182
Dongsi,Shunyi,season:winter,1129,0.22539837649464411,2931,0.1866061155517825,0.03879226094286162
Dongsi,Shunyi,season:spring,2458,0.33721554947165594,2045,0.14936862024864023,0.1878469292230157
Dongsi,Shunyi,season:summer,1914,0.38602017085588847,2637,0.18615040829888124,0.19986976255700722
Dongsi,Shunyi,season:autumn,1304,0.28115025670441424,2473,0.2219384386533663,0.05921181805104794
Dongsi,Shunyi,speed:moderate,5327,0.2954252019781633,9109,0.18332130865125074,0.11210389332691256
Dongsi,Shunyi,speed:strong,1478,0.43841040656113506,977,0.19797164368263254,0.24043876287850252
Wanshouxigong,Tiantan,split:train,8447,0.34729484127091426,6085,0.2953433419349246,0.05195149933598964
Wanshouxigong,Tiantan,split:val,1560,0.3129433234617686,1756,0.3077945681152704,0.005148755346498224
Wanshouxigong,Tiantan,split:test,1109,0.4158870618789608,2006,0.35179532390522394,0.06409173797373685
Wanshouxigong,Tiantan,season:winter,2781,0.4471165187625527,2351,0.3951320725077702,0.05198444625478249
Wanshouxigong,Tiantan,season:spring,3567,0.2854090882922849,2178,0.23929710509648164,0.04611198319580326
Wanshouxigong,Tiantan,season:summer,2524,0.3101359704624948,2863,0.24026050087461912,0.06987546958787569
Wanshouxigong,Tiantan,season:autumn,2244,0.37103045824235303,2455,0.36142692345040184,0.009603534791951196
Wanshouxigong,Tiantan,speed:moderate,8096,0.36471937782847436,8996,0.3164062760209116,0.048313101807562764
Wanshouxigong,Tiantan,speed:strong,3020,0.2747695496190985,851,0.18719391535068045,0.08757563426841805
Dongsi,Tiantan,split:train,7413,0.3667666080455794,6082,0.24293912148161348,0.12382748656396594
Dongsi,Tiantan,split:val,1873,0.3576323352632369,1367,0.26705148055057215,0.09058085471266475
Dongsi,Tiantan,split:test,2024,0.3688729286439705,1054,0.29361859237968313,0.07525433626428735
Dongsi,Tiantan,season:winter,3763,0.35904822220367616,1259,0.26711720786477455,0.0919310143389016
Dongsi,Tiantan,season:spring,2440,0.33977540833910214,3007,0.2146729485729817,0.12510245976612044
Dongsi,Tiantan,season:summer,2354,0.3921715290626966,2566,0.2575085376079019,0.1346629914547947
Dongsi,Tiantan,season:autumn,2753,0.3728243006785458,1671,0.2773250481680413,0.09549925251050445
Dongsi,Tiantan,speed:moderate,8486,0.39502444636684464,6979,0.2636548982566076,0.13136954811023704
Dongsi,Tiantan,speed:strong,2824,0.2361068848462618,1524,0.20327148633879846,0.03283539850746334
Nongzhanguan,Tiantan,split:train,6837,0.36630137984648337,4863,0.2189208567073828,0.14738052313910058
Nongzhanguan,Tiantan,split:val,1539,0.3587266991965151,1155,0.24746821810280767,0.11125848109370745
Nongzhanguan,Tiantan,split:test,1783,0.3452725217008049,823,0.2181801470825271,0.12709237461827783
Nongzhanguan,Tiantan,season:winter,2885,0.3713519034807818,1113,0.2435025509430244,0.1278493525377574
Nongzhanguan,Tiantan,season:spring,2038,0.32953147765430735,2401,0.1959100980636795,0.13362137959062784
Nongzhanguan,Tiantan,season:summer,2714,0.3953177868692785,2000,0.20766932830875331,0.18764845856052517
Nongzhanguan,Tiantan,season:autumn,2522,0.34275745498366195,1327,0.22829569173375008,0.11446176324991186
Nongzhanguan,Tiantan,speed:moderate,9173,0.3631948448443964,5376,0.22815176457481798,0.13504308026957842
Nongzhanguan,Tiantan,speed:strong,986,0.28469695692603053,1465,0.20857025823765205,0.07612669868837849
Guanyuan,Tiantan,split:train,3427,0.30915889859786183,2831,0.1982525770198718,0.11090632157799002
Guanyuan,Tiantan,split:val,1215,0.26537251241517124,1160,0.21372431937472416,0.05164819304044707
Guanyuan,Tiantan,split:test,878,0.27941334900099135,935,0.24453028464357335,0.034883064357418
Guanyuan,Tiantan,season:winter,1970,0.31083245318170044,725,0.20694780366659957,0.10388464951510087
Guanyuan,Tiantan,season:spring,1543,0.3097439477701309,1485,0.1830136025495959,0.12673034522053503
Guanyuan,Tiantan,season:summer,890,0.26789633389859197,1597,0.2005337322237597,0.06736260167483227
Guanyuan,Tiantan,season:autumn,1117,0.25185308352467534,1119,0.25999796043759466,-0.008144876912919319
Guanyuan,Tiantan,speed:moderate,3121,0.311674851036605,4651,0.21897953076454146,0.09269532027206356
Guanyuan,Tiantan,speed:strong,2399,0.25837867243660234,275,0.06794739291071895,0.1904312795258834
Guanyuan,Wanliu,split:train,3980,0.36996890982056585,4924,0.25180624627668996,0.11816266354387589
Guanyuan,Wanliu,split:val,1513,0.4050933844047387,1436,0.1456555975158476,0.2594377868888911
Guanyuan,Wanliu,split:test,1091,0.4432770259576778,1096,0.19605531858788067,0.24722170736979715
Guanyuan,Wanliu,season:winter,889,0.40880002899978757,2535,0.27410668362781915,0.13469334537196842
Guanyuan,Wanliu,season:spring,2245,0.3315228535671692,2025,0.17780554686285702,0.1537173067043122
Guanyuan,Wanliu,season:summer,2091,0.3942623588696572,1310,0.23812348446536125,0.15613887440429597
Guanyuan,Wanliu,season:autumn,1359,0.46269768616804313,1586,0.20297996412319144,0.25971772204485166
Guanyuan,Wanliu,speed:moderate,6053,0.3817081205132594,4709,0.24312425576182783,0.13858386475143158
Guanyuan,Wanliu,speed:strong,531,0.4635834194774418,2747,0.17296375311333478,0.290619666364107
Aotizhongxin,Wanliu,split:train,6169,0.31414635473642316,4950,0.28321239315771585,0.030933961578707314
Aotizhongxin,Wanliu,split:val,1583,0.3903575048429327,1215,0.24875652245701607,0.14160098238591662
Aotizhongxin,Wanliu,split:test,1793,0.3600429724791307,963,0.22362284479275363,0.13642012768637707
Aotizhongxin,Wanliu,season:winter,2588,0.31750628556963073,1809,0.2936613950315556,0.023844890538075147
Aotizhongxin,Wanliu,season:spring,2022,0.32987207827913884,2172,0.2426005316536087,0.08727154662553013
Aotizhongxin,Wanliu,season:summer,2507,0.3375215556729585,1768,0.27537937832635945,0.06214217734659905
Aotizhongxin,Wanliu,season:autumn,2428,0.36109219964032274,1379,0.2848179650086776,0.07627423463164512
Aotizhongxin,Wanliu,speed:moderate,8973,0.32874589759863754,4871,0.2717371947725869,0.05700870282605064
Aotizhongxin,Wanliu,speed:strong,572,0.41231104554249054,2257,0.2565406770221189,0.15577036852037163
Gucheng,Wanliu,split:train,4720,0.37109285695165023,2909,0.23690357120670974,0.1341892857449405
Gucheng,Wanliu,split:val,1203,0.36708169713957545,1434,0.2407242910545677,0.12635740608500776
Gucheng,Wanliu,split:test,981,0.4909858023750974,1475,0.2281326126522538,0.26285318972284366
Gucheng,Wanliu,season:winter,1459,0.45908306611366595,1803,0.23934002738099477,0.21974303873267118
Gucheng,Wanliu,season:spring,2360,0.32438562269536997,1619,0.2215103554754848,0.10287526721988516
Gucheng,Wanliu,season:summer,1796,0.3503738103204683,1201,0.21554210579348274,0.1348317045269856
Gucheng,Wanliu,season:autumn,1289,0.4560268412149999,1195,0.27684598498662844,0.1791808562283715
Gucheng,Wanliu,speed:moderate,6108,0.39431318190925563,5072,0.24066727320779516,0.15364590870146047
Gucheng,Wanliu,speed:strong,796,0.31312775834698453,746,0.17185322071126033,0.1412745376357242
Dongsi,Wanliu,split:train,7680,0.34067396726191895,5719,0.24150218329193768,0.09917178396998128
Dongsi,Wanliu,split:val,1549,0.3792504098869968,1370,0.2434678842402225,0.13578252564677432
Dongsi,Wanliu,split:test,1319,0.35126642434145566,1011,0.17827640770359962,0.17299001663785604
Dongsi,Wanliu,season:winter,2083,0.3198747414521217,2693,0.25345085024075636,0.06642389121136533
Dongsi,Wanliu,season:spring,2762,0.34827469962458923,2196,0.23498648359707616,0.11328821602751307
Dongsi,Wanliu,season:summer,3280,0.3770942195950374,1421,0.2016644638889588,0.1754297557060786
Dongsi,Wanliu,season:autumn,2423,0.3375095953699279,1790,0.22680095825522673,0.11070863711470119
Dongsi,Wanliu,speed:moderate,9793,0.340098492897775,4657,0.24818253722780662,0.09191595566996838
Dongsi,Wanliu,speed:strong,755,0.42466078701703824,3443,0.1975936991465254,0.22706708787051286
Tiantan,Wanshouxigong,split:train,8307,0.3125040630885536,6120,0.2574415958759449,0.05506246721260871
Tiantan,Wanshouxigong,split:val,1753,0.3628484668307508,1558,0.26809860899036275,0.09474985784038803
Tiantan,Wanshouxigong,split:test,2010,0.3474631095494945,1107,0.2791892131783537,0.06827389637114079
Tiantan,Wanshouxigong,season:winter,2976,0.31935745932668846,2115,0.30891514903453143,0.010442310292157031
Tiantan,Wanshouxigong,season:spring,2688,0.2956641889091055,2878,0.24808946291703451,0.04757472599207099
Tiantan,Wanshouxigong,season:summer,3439,0.3271914711134751,1991,0.2445017509950941,0.08268972011838097
Tiantan,Wanshouxigong,season:autumn,2967,0.35809937509836215,1801,0.23551234462982185,0.1225870304685403
Tiantan,Wanshouxigong,speed:moderate,11147,0.3223476890308883,5544,0.26668889797648454,0.055658791054403745
Tiantan,Wanshouxigong,speed:strong,923,0.33790353870337075,3241,0.23075592556390745,0.1071476131394633
Guanyuan,Wanshouxigong,split:train,6955,0.3022746633830271,5112,0.1950778741583211,0.10719678922470602
Guanyuan,Wanshouxigong,split:val,1674,0.2787658481133546,1465,0.28178163894664515,-0.003015790833290566
Guanyuan,Wanshouxigong,split:test,1717,0.3353663125833288,1131,0.2648981158970506,0.07046819668627818
Guanyuan,Wanshouxigong,season:winter,3594,0.3227861028004103,1091,0.19996747444915433,0.12281862835125598
Guanyuan,Wanshouxigong,season:spring,2583,0.29253553927527237,2865,0.21092200624479054,0.08161353303048183
Guanyuan,Wanshouxigong,season:summer,1846,0.24811388217198482,2301,0.2169353356029597,0.031178546569025134
Guanyuan,Wanshouxigong,season:autumn,2323,0.32506145021403626,1451,0.24690085042189905,0.07816059979213721
Guanyuan,Wanshouxigong,speed:moderate,7437,0.3148457829355959,6497,0.22359075170814438,0.09125503122745152
Guanyuan,Wanshouxigong,speed:strong,2909,0.24678832164719575,1211,0.21050412875586305,0.036284192891332695
Dongsi,Wanshouxigong,split:train,6947,0.39264458492069365,4931,0.21464320595314865,0.178001378967545
Dongsi,Wanshouxigong,split:val,1463,0.40925205326350383,1088,0.2346617118296584,0.17459034143384544
Dongsi,Wanshouxigong,split:test,1754,0.43024128125043504,807,0.2696857878447844,0.16055549340565062
Dongsi,Wanshouxigong,season:winter,2928,0.4014824048765235,1131,0.1849639134833184,0.2165184913932051
Dongsi,Wanshouxigong,season:spring,2071,0.38953570507681895,2446,0.21357481584350824,0.1759608892333107
Dongsi,Wanshouxigong,season:summer,2635,0.37574017284578337,1929,0.20714049358769338,0.16859967925809
Dongsi,Wanshouxigong,season:autumn,2530,0.43944202660460857,1320,0.25569931789419603,0.18374270871041254
Dongsi,Wanshouxigong,speed:moderate,9182,0.4058627627353276,5358,0.2372432123173139,0.16861955041801371
Dongsi,Wanshouxigong,speed:strong,982,0.3012635081577341,1468,0.17255982467596542,0.1287036834817687
Nongzhanguan,Wanshouxigong,split:train,8338,0.3208043884634874,5646,0.2137660616988767,0.1070383267646107
Nongzhanguan,Wanshouxigong,split:val,1756,0.3521747565532731,1340,0.2491958515685347,0.10297890498473844
Nongzhanguan,Wanshouxigong,split:test,1994,0.3789472984316835,898,0.2136712638806892,0.16527603455099432
Nongzhanguan,Wanshouxigong,season:winter,3221,0.3502483964548866,1464,0.22346855718262157,0.12677983927226502
Nongzhanguan,Wanshouxigong,season:spring,2594,0.34052235957562665,2708,0.23019048914673693,0.11033187042888973
Nongzhanguan,Wanshouxigong,season:summer,3329,0.30583492586014976,2133,0.187912513421894,0.11792241243825577
Nongzhanguan,Wanshouxigong,season:autumn,2944,0.34446590420817047,1579,0.20789857988440524,0.13656732432376523
Nongzhanguan,Wanshouxigong,speed:moderate,10881,0.3344525941958148,5849,0.21312385934785757,0.12132873484795723
Nongzhanguan,Wanshouxigong,speed:strong,1207,0.28560606618398904,2035,0.22541897286992424,0.0601870933140648
