source,target,distance_km,lag_h,wind_regime,n,rho
Aotizhongxin,Guanyuan,7.6922956,1,calm,8953,0.35518471224966297
Aotizhongxin,Guanyuan,7.6922956,1,cross,5901,0.332583277876596
Aotizhongxin,Guanyuan,7.6922956,1,aligned,10867,0.3875878068519518
Aotizhongxin,Guanyuan,7.6922956,1,opposed,7545,0.24656489447641566
Aotizhongxin,Guanyuan,7.6922956,3,calm,8948,0.009202241173336827
Aotizhongxin,Guanyuan,7.6922956,3,cross,5890,0.02412599708529903
Aotizhongxin,Guanyuan,7.6922956,3,aligned,10821,0.048552722317775514
Aotizhongxin,Guanyuan,7.6922956,3,opposed,7552,-0.0024113055973167424
Aotizhongxin,Guanyuan,7.6922956,6,calm,8908,-0.04061741841068298
Aotizhongxin,Guanyuan,7.6922956,6,cross,5922,-0.015221044071354526
Aotizhongxin,Guanyuan,7.6922956,6,aligned,10770,-0.04726277496821384
Aotizhongxin,Guanyuan,7.6922956,6,opposed,7580,-0.03233754462678518
Aotizhongxin,Guanyuan,7.6922956,12,calm,8853,-0.03966508125967066
Aotizhongxin,Guanyuan,7.6922956,12,cross,5924,-0.01075717554529244
Aotizhongxin,Guanyuan,7.6922956,12,aligned,10837,-0.02163025004740863
Aotizhongxin,Guanyuan,7.6922956,12,opposed,7558,-0.031020584997905463
Wanliu,Gucheng,11.95705,0,calm,11550,0.30530962403314105
Wanliu,Gucheng,11.95705,0,cross,2944,0.38487171646944324
Wanliu,Gucheng,11.95705,0,aligned,11319,0.32328061267605845
Wanliu,Gucheng,11.95705,0,opposed,8001,0.4790695228664333
Wanliu,Gucheng,11.95705,1,calm,11533,0.20935677698432975
Wanliu,Gucheng,11.95705,1,cross,2938,0.3056936617663071
Wanliu,Gucheng,11.95705,1,aligned,11297,0.27167267364355924
Wanliu,Gucheng,11.95705,1,opposed,8008,0.2735305660182953
Wanliu,Gucheng,11.95705,3,calm,11512,-0.008866066743902333
Wanliu,Gucheng,11.95705,3,cross,2939,0.06404454031357751
Wanliu,Gucheng,11.95705,3,aligned,11255,0.05387609847610989
Wanliu,Gucheng,11.95705,3,opposed,8024,0.0007939990757059841
Wanliu,Gucheng,11.95705,6,calm,11453,-0.04147651707537019
Wanliu,Gucheng,11.95705,6,cross,2951,0.00205645026900162
Wanliu,Gucheng,11.95705,6,aligned,11231,-0.01984162550982694
Wanliu,Gucheng,11.95705,6,opposed,8053,-0.0620604321871062
Wanliu,Gucheng,11.95705,12,calm,11373,-0.025232700326853517
Wanliu,Gucheng,11.95705,12,cross,2960,-0.008982066506272339
Wanliu,Gucheng,11.95705,12,aligned,11279,-0.011587561290029852
Wanliu,Gucheng,11.95705,12,opposed,8043,0.0032630170112876657
Guanyuan,Gucheng,13.322119,0,calm,9020,0.2759510160651484
Guanyuan,Gucheng,13.322119,0,cross,7828,0.38120676947519044
Guanyuan,Gucheng,13.322119,0,aligned,9536,0.29003895988995193
Guanyuan,Gucheng,13.322119,0,opposed,7166,0.3849465243016763
Guanyuan,Gucheng,13.322119,1,calm,9011,0.20523319829272355
Guanyuan,Gucheng,13.322119,1,cross,7829,0.2766235011771527
Guanyuan,Gucheng,13.322119,1,aligned,9511,0.268225551345092
Guanyuan,Gucheng,13.322119,1,opposed,7163,0.2689486070104213
Guanyuan,Gucheng,13.322119,3,calm,8986,-0.004699919062665256
Guanyuan,Gucheng,13.322119,3,cross,7824,0.0584300511922721
Guanyuan,Gucheng,13.322119,3,aligned,9485,0.06768835089379992
Guanyuan,Gucheng,13.322119,3,opposed,7173,0.01979449962613065
Guanyuan,Gucheng,13.322119,6,calm,8944,-0.021069086944121258
Guanyuan,Gucheng,13.322119,6,cross,7834,0.00823758131030951
Guanyuan,Gucheng,13.322119,6,aligned,9445,0.015013249790598314
Guanyuan,Gucheng,13.322119,6,opposed,7207,-0.053900949237661505
Guanyuan,Gucheng,13.322119,12,calm,8885,-0.04468810683300682
Guanyuan,Gucheng,13.322119,12,cross,7858,-0.010960045476260333
Guanyuan,Gucheng,13.322119,12,aligned,9485,-0.028042895086877788
Guanyuan,Gucheng,13.322119,12,opposed,7188,-0.007549122846211505
Wanshouxigong,Gucheng,14.880261,0,calm,8745,0.21535170902858675
Wanshouxigong,Gucheng,14.880261,0,cross,10090,0.35349451196925324
Wanshouxigong,Gucheng,14.880261,0,aligned,6796,0.2628211357983076
Wanshouxigong,Gucheng,14.880261,0,opposed,7813,0.3021995180395552
Wanshouxigong,Gucheng,14.880261,1,calm,8735,0.16066366407781807
Wanshouxigong,Gucheng,14.880261,1,cross,10085,0.27599829454590963
Wanshouxigong,Gucheng,14.880261,1,aligned,6775,0.28520330150188705
Wanshouxigong,Gucheng,14.880261,1,opposed,7805,0.19010124977086315
Wanshouxigong,Gucheng,14.880261,3,calm,8718,-0.008424553192115042
Wanshouxigong,Gucheng,14.880261,3,cross,10079,0.08313963292986225
Wanshouxigong,Gucheng,14.880261,3,aligned,6750,0.11355089873320018
Wanshouxigong,Gucheng,14.880261,3,opposed,7801,-0.009804611410726664
Wanshouxigong,Gucheng,14.880261,6,calm,8673,-0.021557766825874448
Wanshouxigong,Gucheng,14.880261,6,cross,10094,-0.02977566783050015
Wanshouxigong,Gucheng,14.880261,6,aligned,6736,0.009622658358377391
Wanshouxigong,Gucheng,14.880261,6,opposed,7804,-0.012316987455423489
Wanshouxigong,Gucheng,14.880261,12,calm,8610,-0.0545714547528281
Wanshouxigong,Gucheng,14.880261,12,cross,10116,-0.006275196015679203
Wanshouxigong,Gucheng,14.880261,12,aligned,6758,-0.06362002532065009
Wanshouxigong,Gucheng,14.880261,12,opposed,7807,-0.025868571438922745
Tiantan,Gucheng,19.275356,0,calm,7470,0.1527938658588899
Tiantan,Gucheng,19.275356,0,cross,5527,0.3040969653011028
Tiantan,Gucheng,19.275356,0,aligned,11727,0.21367113191783116
Tiantan,Gucheng,19.275356,0,opposed,8621,0.3218141235687811
Tiantan,Gucheng,19.275356,1,calm,7463,0.09577093990986597
Tiantan,Gucheng,19.275356,1,cross,5526,0.237114596488033
Tiantan,Gucheng,19.275356,1,aligned,11696,0.2262618387303292
Tiantan,Gucheng,19.275356,1,opposed,8627,0.21982929126123268
Tiantan,Gucheng,19.275356,3,calm,7445,-0.0206267895900946
Tiantan,Gucheng,19.275356,3,cross,5531,0.05071443663421471
Tiantan,Gucheng,19.275356,3,aligned,11674,0.09048950054924577
Tiantan,Gucheng,19.275356,3,opposed,8610,0.01367398711853334
Tiantan,Gucheng,19.275356,6,calm,7397,-0.021873415262266258
Tiantan,Gucheng,19.275356,6,cross,5543,-0.0023478320977057448
Tiantan,Gucheng,19.275356,6,aligned,11639,0.021030898685144954
Tiantan,Gucheng,19.275356,6,opposed,8645,-0.04443304509773016
Tiantan,Gucheng,19.275356,12,calm,7375,-0.0604413929913813
Tiantan,Gucheng,19.275356,12,cross,5553,0.011322969878355328
Tiantan,Gucheng,19.275356,12,aligned,11642,-0.04293359117517393
Tiantan,Gucheng,19.275356,12,opposed,8621,-0.007967783707114123
Shunyi,Huairou,22.467339,0,calm,7401,0.19683310454393813
Shunyi,Huairou,22.467339,0,cross,5576,0.25097125083132305
Shunyi,Huairou,22.467339,0,aligned,8376,0.2605639425928769
Shunyi,Huairou,22.467339,0,opposed,11491,0.17934215235465448
Shunyi,Huairou,22.467339,1,calm,7398,0.10396888791784922
Shunyi,Huairou,22.467339,1,cross,5567,0.2184943410442243
Shunyi,Huairou,22.467339,1,aligned,8370,0.34971759886107573
Shunyi,Huairou,22.467339,1,opposed,11469,0.12542859872297352
Shunyi,Huairou,22.467339,3,calm,7389,0.018066617807686213
Shunyi,Huairou,22.467339,3,cross,5567,0.07756708301469896
Shunyi,Huairou,22.467339,3,aligned,8377,0.12533841588197367
Shunyi,Huairou,22.467339,3,opposed,11418,0.02140092683567184
Shunyi,Huairou,22.467339,6,calm,7355,-0.032646126246943935
Shunyi,Huairou,22.467339,6,cross,5579,0.009663364241299583
Shunyi,Huairou,22.467339,6,aligned,8392,-0.04082158529572187
Shunyi,Huairou,22.467339,6,opposed,11384,0.002405457271649932
Shunyi,Huairou,22.467339,12,calm,7303,-0.04112690864551641
Shunyi,Huairou,22.467339,12,cross,5577,-0.005836363848165902
Shunyi,Huairou,22.467339,12,aligned,8402,-0.014049086535157096
Shunyi,Huairou,22.467339,12,opposed,11409,-0.03463042582259097
Dingling,Huairou,34.825573,0,calm,7541,0.14879250745619066
Dingling,Huairou,34.825573,0,cross,11102,0.17695996188921745
Dingling,Huairou,34.825573,0,aligned,7141,0.11388364879618998
Dingling,Huairou,34.825573,0,opposed,7257,0.21571172590130358
Dingling,Huairou,34.825573,1,calm,7529,0.12203793143025611
Dingling,Huairou,34.825573,1,cross,11096,0.1485195009939807
Dingling,Huairou,34.825573,1,aligned,7124,0.15112156443743563
Dingling,Huairou,34.825573,1,opposed,7260,0.1535208642396537
Dingling,Huairou,34.825573,3,calm,7532,0.08413451152487665
Dingling,Huairou,34.825573,3,cross,11061,0.05704727741237338
Dingling,Huairou,34.825573,3,aligned,7104,0.10201691870764659
Dingling,Huairou,34.825573,3,opposed,7257,0.05976664868139236
Dingling,Huairou,34.825573,6,calm,7496,0.05771263408311152
Dingling,Huairou,34.825573,6,cross,11042,0.029325310696153472
Dingling,Huairou,34.825573,6,aligned,7124,0.02145338577115501
Dingling,Huairou,34.825573,6,opposed,7260,-0.014287427475643573
Dingling,Huairou,34.825573,12,calm,7453,-0.017160157418290887
Dingling,Huairou,34.825573,12,cross,11028,-0.020120285680405
Dingling,Huairou,34.825573,12,aligned,7156,0.005261718832345221
Dingling,Huairou,34.825573,12,opposed,7266,-0.045131611359575594
Changping,Huairou,35.950787,0,calm,7583,0.17317650259708828
Changping,Huairou,35.950787,0,cross,13506,0.19579167420838178
Changping,Huairou,35.950787,0,aligned,5103,0.147316800126221
Changping,Huairou,35.950787,0,opposed,6842,0.2576257119745794
Changping,Huairou,35.950787,1,calm,7571,0.15180677439887819
Changping,Huairou,35.950787,1,cross,13505,0.1822603704643875
Changping,Huairou,35.950787,1,aligned,5084,0.13540378436571965
Changping,Huairou,35.950787,1,opposed,6838,0.17723563951900584
Changping,Huairou,35.950787,3,calm,7571,0.002610036443611132
Changping,Huairou,35.950787,3,cross,13470,0.058914472828889834
Changping,Huairou,35.950787,3,aligned,5053,0.04508466257530051
Changping,Huairou,35.950787,3,opposed,6847,0.02871384118857714
Changping,Huairou,35.950787,6,calm,7536,0.002404036715846016
Changping,Huairou,35.950787,6,cross,13456,-0.02646952883949286
Changping,Huairou,35.950787,6,aligned,5090,0.0026074082712711005
Changping,Huairou,35.950787,6,opposed,6833,-0.03312247594948677
Changping,Huairou,35.950787,12,calm,7498,-0.019243095008688507
Changping,Huairou,35.950787,12,cross,13442,-0.009775652834068158
Changping,Huairou,35.950787,12,aligned,5119,-0.0035087189422712078
Changping,Huairou,35.950787,12,opposed,6849,-0.026941610248521406
Aotizhongxin,Huairou,43.192665,0,calm,8841,0.11523442411372924
Aotizhongxin,Huairou,43.192665,0,cross,6054,0.19446899746611726
Aotizhongxin,Huairou,43.192665,0,aligned,7467,0.1383713255691732
Aotizhongxin,Huairou,43.192665,0,opposed,10529,0.15496127325622505
Aotizhongxin,Huairou,43.192665,1,calm,8845,0.08424873302276017
Aotizhongxin,Huairou,43.192665,1,cross,6040,0.2176007821751961
Aotizhongxin,Huairou,43.192665,1,aligned,7468,0.19167657092553936
Aotizhongxin,Huairou,43.192665,1,opposed,10502,0.12547366039317095
Aotizhongxin,Huairou,43.192665,3,calm,8825,0.01790839444552774
Aotizhongxin,Huairou,43.192665,3,cross,6036,0.09445487171200524
Aotizhongxin,Huairou,43.192665,3,aligned,7471,0.12663362900485522
Aotizhongxin,Huairou,43.192665,3,opposed,10474,0.056408560059509116
Aotizhongxin,Huairou,43.192665,6,calm,8815,0.008376381271344966
Aotizhongxin,Huairou,43.192665,6,cross,6042,-0.002276345837504526
Aotizhongxin,Huairou,43.192665,6,aligned,7492,-0.04743530195684458
Aotizhongxin,Huairou,43.192665,6,opposed,10433,0.021283557553312422
Aotizhongxin,Huairou,43.192665,12,calm,8756,-0.03320988149944286
Aotizhongxin,Huairou,43.192665,12,cross,6046,-0.016929917648738815
Aotizhongxin,Huairou,43.192665,12,aligned,7482,0.023165369231555683
Aotizhongxin,Huairou,43.192665,12,opposed,10482,-0.047583643837421086
Dongsi,Nongzhanguan,3.8556743,0,calm,7537,0.49509381091797877
Dongsi,Nongzhanguan,3.8556743,0,cross,4981,0.5575465383877904
Dongsi,Nongzhanguan,3.8556743,0,aligned,8796,0.5875681701389895
Dongsi,Nongzhanguan,3.8556743,0,opposed,12109,0.5724933869269154
Dongsi,Nongzhanguan,3.8556743,1,calm,7530,0.3465003286135258
Dongsi,Nongzhanguan,3.8556743,1,cross,4988,0.33604742733043463
Dongsi,Nongzhanguan,3.8556743,1,aligned,8790,0.389520583804301
Dongsi,Nongzhanguan,3.8556743,1,opposed,12085,0.3327133998084076
Dongsi,Nongzhanguan,3.8556743,3,calm,7497,0.062495146618437344
Dongsi,Nongzhanguan,3.8556743,3,cross,4965,0.04074045368959681
Dongsi,Nongzhanguan,3.8556743,3,aligned,8804,0.027467718554494893
Dongsi,Nongzhanguan,3.8556743,3,opposed,12041,0.04228777810998344
Dongsi,Nongzhanguan,3.8556743,6,calm,7465,-0.028484874886357266
Dongsi,Nongzhanguan,3.8556743,6,cross,4960,-0.016783648601369702
Dongsi,Nongzhanguan,3.8556743,6,aligned,8847,0.005181730658066523
Dongsi,Nongzhanguan,3.8556743,6,opposed,11993,-0.04050049335498255
Dongsi,Nongzhanguan,3.8556743,12,calm,7419,-0.020106901024217454
Dongsi,Nongzhanguan,3.8556743,12,cross,4979,-0.006823234681851241
Dongsi,Nongzhanguan,3.8556743,12,aligned,8816,-0.02705938182038653
Dongsi,Nongzhanguan,3.8556743,12,opposed,12036,-0.014718031362727342
Tiantan,Nongzhanguan,7.3053765,0,calm,7525,0.3928174274150325
Tiantan,Nongzhanguan,7.3053765,0,cross,8791,0.46988440632878814
Tiantan,Nongzhanguan,7.3053765,0,aligned,6838,0.5372963757468296
Tiantan,Nongzhanguan,7.3053765,0,opposed,10189,0.4317847938921143
Tiantan,Nongzhanguan,7.3053765,1,calm,7516,0.2628199075345059
Tiantan,Nongzhanguan,7.3053765,1,cross,8772,0.3091207388441378
Tiantan,Nongzhanguan,7.3053765,1,aligned,6843,0.4094626642529313
Tiantan,Nongzhanguan,7.3053765,1,opposed,10174,0.2545339975697891
Tiantan,Nongzhanguan,7.3053765,3,calm,7483,0.05128936779626676
Tiantan,Nongzhanguan,7.3053765,3,cross,8767,0.01526121605849058
Tiantan,Nongzhanguan,7.3053765,3,aligned,6868,0.014382291840121332
Tiantan,Nongzhanguan,7.3053765,3,opposed,10136,0.05601397157241848
Tiantan,Nongzhanguan,7.3053765,6,calm,7446,-0.04280037688818581
Tiantan,Nongzhanguan,7.3053765,6,cross,8796,-0.03077314800069628
Tiantan,Nongzhanguan,7.3053765,6,aligned,6896,-0.015834008764495883
Tiantan,Nongzhanguan,7.3053765,6,opposed,10076,-0.039407623203272825
Tiantan,Nongzhanguan,7.3053765,12,calm,7403,-0.02904727180522108
Tiantan,Nongzhanguan,7.3053765,12,cross,8793,-0.016657360056189088
Tiantan,Nongzhanguan,7.3053765,12,aligned,6866,-0.02223514161978681
Tiantan,Nongzhanguan,7.3053765,12,opposed,10124,-0.0035901220787109317
Aotizhongxin,Nongzhanguan,7.4019027,0,calm,9001,0.41470430458627844
Aotizhongxin,Nongzhanguan,7.4019027,0,cross,13845,0.4777038249293937
Aotizhongxin,Nongzhanguan,7.4019027,0,aligned,5453,0.4164669724974615
Aotizhongxin,Nongzhanguan,7.4019027,0,opposed,4939,0.5300624445982105
Aotizhongxin,Nongzhanguan,7.4019027,1,calm,8999,0.3316083291604729
Aotizhongxin,Nongzhanguan,7.4019027,1,cross,13825,0.30288088336662466
Aotizhongxin,Nongzhanguan,7.4019027,1,aligned,5444,0.3103796607930122
Aotizhongxin,Nongzhanguan,7.4019027,1,opposed,4930,0.24470532876392315
Aotizhongxin,Nongzhanguan,7.4019027,3,calm,8990,0.06826820560059668
Aotizhongxin,Nongzhanguan,7.4019027,3,cross,13793,0.039534046147049764
Aotizhongxin,Nongzhanguan,7.4019027,3,aligned,5440,0.050478704703948545
Aotizhongxin,Nongzhanguan,7.4019027,3,opposed,4919,0.016925477278682873
Aotizhongxin,Nongzhanguan,7.4019027,6,calm,8952,-0.023092328861759284
Aotizhongxin,Nongzhanguan,7.4019027,6,cross,13780,-0.03503509912364672
Aotizhongxin,Nongzhanguan,7.4019027,6,aligned,5467,0.01633186544226123
Aotizhongxin,Nongzhanguan,7.4019027,6,opposed,4927,-0.048069667023210035
Aotizhongxin,Nongzhanguan,7.4019027,12,calm,8875,-0.031067132859516858
Aotizhongxin,Nongzhanguan,7.4019027,12,cross,13827,-0.02834313759516767
Aotizhongxin,Nongzhanguan,7.4019027,12,aligned,5470,-0.004720917295047867
Aotizhongxin,Nongzhanguan,7.4019027,12,opposed,4942,-0.04546008756630273
Guanyuan,Nongzhanguan,10.440232,0,calm,9068,0.37817409561101495
Guanyuan,Nongzhanguan,10.440232,0,cross,7804,0.43383661310364835
Guanyuan,Nongzhanguan,10.440232,0,aligned,7106,0.4579169942984898
Guanyuan,Nongzhanguan,10.440232,0,opposed,9583,0.3702464922738349
Guanyuan,Nongzhanguan,10.440232,1,calm,9064,0.2825211021092949
Guanyuan,Nongzhanguan,10.440232,1,cross,7802,0.2732820509453143
Guanyuan,Nongzhanguan,10.440232,1,aligned,7108,0.36458731750663464
Guanyuan,Nongzhanguan,10.440232,1,opposed,9553,0.22719159975273145
Guanyuan,Nongzhanguan,10.440232,3,calm,9050,0.05705043439848848
Guanyuan,Nongzhanguan,10.440232,3,cross,7801,0.021837665732865344
Guanyuan,Nongzhanguan,10.440232,3,aligned,7109,0.04949383544812635
Guanyuan,Nongzhanguan,10.440232,3,opposed,9505,0.056158005701204404
Guanyuan,Nongzhanguan,10.440232,6,calm,9009,-0.024453857955183147
Guanyuan,Nongzhanguan,10.440232,6,cross,7800,0.002336132117479051
Guanyuan,Nongzhanguan,10.440232,6,aligned,7150,-0.01072859737237619
Guanyuan,Nongzhanguan,10.440232,6,opposed,9475,-0.034976243697038514
Guanyuan,Nongzhanguan,10.440232,12,calm,8938,-0.026497685268928293
Guanyuan,Nongzhanguan,10.440232,12,cross,7827,-0.02095948069782102
Guanyuan,Nongzhanguan,10.440232,12,aligned,7129,-0.02104297303815295
Guanyuan,Nongzhanguan,10.440232,12,opposed,9529,-0.02271249004693434
Huairou,Shunyi,22.467339,0,calm,9821,0.18826123340772807
Huairou,Shunyi,22.467339,0,cross,9790,0.22596513234078253
Huairou,Shunyi,22.467339,0,aligned,7502,0.24640942566771323
Huairou,Shunyi,22.467339,0,opposed,5731,0.2757778408479116
Huairou,Shunyi,22.467339,1,calm,9813,0.1772841034449983
Huairou,Shunyi,22.467339,1,cross,9782,0.17037981186809806
Huairou,Shunyi,22.467339,1,aligned,7495,0.24015687454970194
Huairou,Shunyi,22.467339,1,opposed,5729,0.14741496679971977
Huairou,Shunyi,22.467339,3,calm,9786,0.1004032656680756
Huairou,Shunyi,22.467339,3,cross,9766,0.06945607971408459
Huairou,Shunyi,22.467339,3,aligned,7494,0.12715612315675118
Huairou,Shunyi,22.467339,3,opposed,5728,0.005831185956265503
Huairou,Shunyi,22.467339,6,calm,9768,0.025585528856434475
Huairou,Shunyi,22.467339,6,cross,9744,-0.008880591797370226
Huairou,Shunyi,22.467339,6,aligned,7464,-0.02075760687295071
Huairou,Shunyi,22.467339,6,opposed,5741,-0.014986385636417824
Huairou,Shunyi,22.467339,12,calm,9718,-0.018856225534821146
Huairou,Shunyi,22.467339,12,cross,9749,-0.020225089960948392
Huairou,Shunyi,22.467339,12,aligned,7457,-0.02813873952600138
Huairou,Shunyi,22.467339,12,opposed,5769,-0.042326345309899246
Nongzhanguan,Shunyi,26.817474,0,calm,7428,0.20152453761285163
Nongzhanguan,Shunyi,26.817474,0,cross,8792,0.32151410743323416
Nongzhanguan,Shunyi,26.817474,0,aligned,6827,0.26652424799018654
Nongzhanguan,Shunyi,26.817474,0,opposed,10122,0.23476211260448396
Nongzhanguan,Shunyi,26.817474,1,calm,7422,0.13833530742113465
Nongzhanguan,Shunyi,26.817474,1,cross,8783,0.251794681561599
Nongzhanguan,Shunyi,26.817474,1,aligned,6816,0.3472505548072368
Nongzhanguan,Shunyi,26.817474,1,opposed,10114,0.1704461784549053
Nongzhanguan,Shunyi,26.817474,3,calm,7406,0.005385663451579343
Nongzhanguan,Shunyi,26.817474,3,cross,8740,0.07172249495943372
Nongzhanguan,Shunyi,26.817474,3,aligned,6836,0.11534333738616633
Nongzhanguan,Shunyi,26.817474,3,opposed,10100,0.05865811206243181
Nongzhanguan,Shunyi,26.817474,6,calm,7377,-0.06562013578524577
Nongzhanguan,Shunyi,26.817474,6,cross,8749,-0.016503812970288127
Nongzhanguan,Shunyi,26.817474,6,aligned,6850,-0.052276670905496245
Nongzhanguan,Shunyi,26.817474,6,opposed,10071,-0.011533515556117778
Nongzhanguan,Shunyi,26.817474,12,calm,7348,-0.031504887272772265
Nongzhanguan,Shunyi,26.817474,12,cross,8790,-0.02118832256853138
Nongzhanguan,Shunyi,26.817474,12,aligned,6816,-0.01669107611398694
Nongzhanguan,Shunyi,26.817474,12,opposed,10080,-0.035826818726310126
Aotizhongxin,Shunyi,27.242853,0,calm,8874,0.23472026591890421
Aotizhongxin,Shunyi,27.242853,0,cross,4137,0.2990598799208403
Aotizhongxin,Shunyi,27.242853,0,aligned,8137,0.2843812633679524
Aotizhongxin,Shunyi,27.242853,0,opposed,11748,0.23630667016868043
Aotizhongxin,Shunyi,27.242853,1,calm,8872,0.18907652754311002
Aotizhongxin,Shunyi,27.242853,1,cross,4125,0.23281687403825202
Aotizhongxin,Shunyi,27.242853,1,aligned,8139,0.30228859683904263
Aotizhongxin,Shunyi,27.242853,1,opposed,11727,0.17210527557284377
Aotizhongxin,Shunyi,27.242853,3,calm,8849,0.03731572187103418
Aotizhongxin,Shunyi,27.242853,3,cross,4108,0.0915448385583366
Aotizhongxin,Shunyi,27.242853,3,aligned,8157,0.09315827593632
Aotizhongxin,Shunyi,27.242853,3,opposed,11707,0.04890955684644802
Aotizhongxin,Shunyi,27.242853,6,calm,8819,-0.07109988440068198
Aotizhongxin,Shunyi,27.242853,6,cross,4123,-0.00388848262109568
Aotizhongxin,Shunyi,27.242853,6,aligned,8175,-0.049569140749752036
Aotizhongxin,Shunyi,27.242853,6,opposed,11668,-0.0227768373973493
Aotizhongxin,Shunyi,27.242853,12,calm,8783,-0.039802781898663486
Aotizhongxin,Shunyi,27.242853,12,cross,4141,-0.01747926914982678
Aotizhongxin,Shunyi,27.242853,12,aligned,8165,-0.028975113616882
Aotizhongxin,Shunyi,27.242853,12,opposed,11689,-0.017675063012921124
Dongsi,Shunyi,29.923244,0,calm,7424,0.2025738559645702
Dongsi,Shunyi,29.923244,0,cross,8747,0.2949365082849421
Dongsi,Shunyi,29.923244,0,aligned,6812,0.2593598733360832
Dongsi,Shunyi,29.923244,0,opposed,10100,0.22473075915517257
Dongsi,Shunyi,29.923244,1,calm,7418,0.17923216381219378
Dongsi,Shunyi,29.923244,1,cross,8742,0.24071473439428992
Dongsi,Shunyi,29.923244,1,aligned,6805,0.3306331744917385
Dongsi,Shunyi,29.923244,1,opposed,10086,0.18724608474359072
Dongsi,Shunyi,29.923244,3,calm,7399,0.05286617395054237
Dongsi,Shunyi,29.923244,3,cross,8705,0.08779762856674891
Dongsi,Shunyi,29.923244,3,aligned,6819,0.11362726448774745
Dongsi,Shunyi,29.923244,3,opposed,10074,0.08029767845699656
Dongsi,Shunyi,29.923244,6,calm,7370,-0.04549650500388841
Dongsi,Shunyi,29.923244,6,cross,8710,0.009281140976021717
Dongsi,Shunyi,29.923244,6,aligned,6841,-0.05085236697944854
Dongsi,Shunyi,29.923244,6,opposed,10046,-0.003023785181922643
Dongsi,Shunyi,29.923244,12,calm,7346,-0.04714931953080841
Dongsi,Shunyi,29.923244,12,cross,8749,-0.01841517181741354
Dongsi,Shunyi,29.923244,12,aligned,6807,-0.03580148217835356
Dongsi,Shunyi,29.923244,12,opposed,10057,-0.027998832988362723
Wanshouxigong,Tiantan,4.776389,0,calm,8783,0.4558249303004841
Wanshouxigong,Tiantan,4.776389,0,cross,3559,0.5094320292902741
Wanshouxigong,Tiantan,4.776389,0,aligned,11131,0.5529161284120804
Wanshouxigong,Tiantan,4.776389,0,opposed,9882,0.5488268014636835
Wanshouxigong,Tiantan,4.776389,1,calm,8783,0.3782701541884208
Wanshouxigong,Tiantan,4.776389,1,cross,3561,0.29578524152083024
Wanshouxigong,Tiantan,4.776389,1,aligned,11116,0.3495081854588671
Wanshouxigong,Tiantan,4.776389,1,opposed,9847,0.3096715550733423
Wanshouxigong,Tiantan,4.776389,3,calm,8754,0.061993962198284625
Wanshouxigong,Tiantan,4.776389,3,cross,3556,0.04564627357362333
Wanshouxigong,Tiantan,4.776389,3,aligned,11123,0.04473964499060301
Wanshouxigong,Tiantan,4.776389,3,opposed,9808,0.0172001556191179
Wanshouxigong,Tiantan,4.776389,6,calm,8698,-0.04893441220907506
Wanshouxigong,Tiantan,4.776389,6,cross,3558,-0.020615162171119458
Wanshouxigong,Tiantan,4.776389,6,aligned,11123,-0.01960983489506199
Wanshouxigong,Tiantan,4.776389,6,opposed,9801,-0.045873738911930216
Wanshouxigong,Tiantan,4.776389,12,calm,8663,-0.02478581170473401
Wanshouxigong,Tiantan,4.776389,12,cross,3567,0.0026029928932339162
Wanshouxigong,Tiantan,4.776389,12,aligned,11097,-0.03693341730483164
Wanshouxigong,Tiantan,4.776389,12,opposed,9819,-0.02947704229854281
Dongsi,Tiantan,4.8564234,0,calm,7514,0.40301438246941507
Dongsi,Tiantan,4.8564234,0,cross,5902,0.5427123926511735
Dongsi,Tiantan,4.8564234,0,aligned,11337,0.43113294301280053
Dongsi,Tiantan,4.8564234,0,opposed,8505,0.6106865344450703
Dongsi,Tiantan,4.8564234,1,calm,7513,0.37673892092277944
Dongsi,Tiantan,4.8564234,1,cross,5894,0.34628546885592865
Dongsi,Tiantan,4.8564234,1,aligned,11310,0.366166442390327
Dongsi,Tiantan,4.8564234,1,opposed,8503,0.2538749319115642
Dongsi,Tiantan,4.8564234,3,calm,7497,0.07764200945866177
Dongsi,Tiantan,4.8564234,3,cross,5888,0.03619699224393186
Dongsi,Tiantan,4.8564234,3,aligned,11260,0.04932151032509665
Dongsi,Tiantan,4.8564234,3,opposed,8511,0.0038408743415967095
Dongsi,Tiantan,4.8564234,6,calm,7443,-0.03989758774583662
Dongsi,Tiantan,4.8564234,6,cross,5868,-0.07345518673653732
Dongsi,Tiantan,4.8564234,6,aligned,11261,-0.02931575358857409
Dongsi,Tiantan,4.8564234,6,opposed,8542,-0.023845429422406205
Dongsi,Tiantan,4.8564234,12,calm,7404,-0.003911553537231877
Dongsi,Tiantan,4.8564234,12,cross,5880,-0.03829825204182704
Dongsi,Tiantan,4.8564234,12,aligned,11295,0.009958566896675009
Dongsi,Tiantan,4.8564234,12,opposed,8518,-0.019492635180869394
Nongzhanguan,Tiantan,7.3053765,0,calm,7525,0.3928174274150325
Nongzhanguan,Tiantan,7.3053765,0,cross,8791,0.46988440632878814
Nongzhanguan,Tiantan,7.3053765,0,aligned,10189,0.4317847938921143
Nongzhanguan,Tiantan,7.3053765,0,opposed,6838,0.5372963757468296
Nongzhanguan,Tiantan,7.3053765,1,calm,7518,0.3208708943355857
Nongzhanguan,Tiantan,7.3053765,1,cross,8788,0.2942741941951195
