feature,timing,lead_hour,median_r,q25_r,q75_r,stations
wind_speed,past_last,63,-0.048880031504603,-0.07938935779145861,-0.026159145973652934,184
wind_speed,past_72h_mean,63,0.0009412246485107977,-0.04077046134972476,0.028701433472066894,184
wind_speed,future_same_time,63,-0.23093923529238083,-0.28295832837104906,-0.1595916292086268,184
wind_speed,past_last,66,-0.042003361436289494,-0.07391592141765052,-0.01850555355273401,184
wind_speed,past_72h_mean,66,0.005316214398024412,-0.034439690428626525,0.032288535085644436,184
wind_speed,future_same_time,66,-0.2310788365552856,-0.2829019995308838,-0.15957128553892902,184
wind_speed,past_last,69,-0.03592429847217943,-0.06734707332946215,-0.013279188787198325,184
wind_speed,past_72h_mean,69,0.009948716394650801,-0.028642637362989526,0.035448948816394744,184
wind_speed,future_same_time,69,-0.23121857439470908,-0.2828412524209586,-0.15957690473440228,184
wind_speed,past_last,72,-0.03280106254273714,-0.06343635033273931,-0.008812186199445156,184
wind_speed,past_72h_mean,72,0.014893430018325254,-0.023438860619607836,0.038226468517050256,184
wind_speed,future_same_time,72,-0.23133703111463788,-0.28279885669483307,-0.1595589074477105,184
wind_u,past_last,3,0.002050251673050202,-0.08937389153768394,0.12376036976680571,184
wind_u,past_72h_mean,3,0.06436003962669638,-0.10343827838173686,0.18988220504060355,184
wind_u,future_same_time,3,-0.009759509434472412,-0.09065140091871733,0.096002924730673,184
wind_u,past_last,6,0.0075863777330813,-0.09219415409021095,0.14485619197927896,184
wind_u,past_72h_mean,6,0.0697461594740118,-0.09243147455961609,0.1887782632681129,184
wind_u,future_same_time,6,-0.0096053594464459,-0.09058603713635363,0.09584913051102381,184
wind_u,past_last,9,0.01649234224157637,-0.10007407596703691,0.1549202953310198,184
wind_u,past_72h_mean,9,0.07035690507511878,-0.08233881253727512,0.18354673482021597,184
wind_u,future_same_time,9,-0.009536220614621699,-0.09050216982735078,0.09578240818358796,184
wind_u,past_last,12,0.02148405750095997,-0.09844286067354314,0.1536350513833097,184
wind_u,past_72h_mean,12,0.07106501383617998,-0.06915866183666974,0.17803169369272873,184
wind_u,future_same_time,12,-0.009487667263293503,-0.09039381993258341,0.095845528141019,184
wind_u,past_last,15,0.036330024768464794,-0.10118306283145276,0.15032358875557453,184
wind_u,past_72h_mean,15,0.06768403450080546,-0.05796314037412391,0.17287486395809043,184
wind_u,future_same_time,15,-0.009456144101084281,-0.09025592498852211,0.0960071958950289,184
wind_u,past_last,18,0.04412956446551911,-0.09608214213587973,0.14537684616734087,184
wind_u,past_72h_mean,18,0.06959541520525334,-0.046290280539041384,0.163856084250042,184
wind_u,future_same_time,18,-0.009464389338655562,-0.0902169870300131,0.09635848677860782,184
wind_u,past_last,21,0.04634739118903555,-0.0888974623183212,0.1420304118802856,184
wind_u,past_72h_mean,21,0.06826233122090478,-0.039478706382913765,0.15563721084918714,184
wind_u,future_same_time,21,-0.009453421490750043,-0.09019777438721384,0.0965699522850561,184
wind_u,past_last,24,0.042298192100609575,-0.08437396689245569,0.1394343974011651,184
wind_u,past_72h_mean,24,0.0636422478411415,-0.03312047033115528,0.14976931463736481,184
wind_u,future_same_time,24,-0.009476290764551528,-0.09015961802419051,0.09683417543804665,184
wind_u,past_last,27,0.04393152062715753,-0.07530915597005648,0.13608778936598964,184
wind_u,past_72h_mean,27,0.06194727149795938,-0.02430493338752588,0.14518195471624115,184
wind_u,future_same_time,27,-0.009506461574588076,-0.09011864020674244,0.09699702919562765,184
wind_u,past_last,30,0.04119686733715788,-0.06938501268083566,0.1366823366789185,184
wind_u,past_72h_mean,30,0.06047434725222087,-0.01841323132135969,0.13683760679280216,184
wind_u,future_same_time,30,-0.009452425301967528,-0.09008257094514463,0.09706531701919713,184
wind_u,past_last,33,0.03726467840022585,-0.06570361050969999,0.13100113772543368,184
wind_u,past_72h_mean,33,0.061483678614754386,-0.010555673084106933,0.12827627840706837,184
wind_u,future_same_time,33,-0.009499047623524319,-0.09005770707271712,0.09702891825355259,184
wind_u,past_last,36,0.036698768758795096,-0.0638227751552582,0.1251083451538463,184
wind_u,past_72h_mean,36,0.057919465750915625,-0.003177736733018249,0.11812757862795766,184
wind_u,future_same_time,36,-0.009588557219534732,-0.09003693404794386,0.09693361684049859,184
wind_u,past_last,39,0.038697277058468926,-0.052876062472321364,0.11712611620888805,184
wind_u,past_72h_mean,39,0.05445685679726235,0.00010633864293920831,0.10964964857066523,184
wind_u,future_same_time,39,-0.00969682197272542,-0.0899964240629326,0.0967222275864024,184
wind_u,past_last,42,0.04495227994785919,-0.04449663237316785,0.1125405471703274,184
wind_u,past_72h_mean,42,0.052786539893203505,-1.6170026225594273e-05,0.10121543122482557,184
wind_u,future_same_time,42,-0.009779263226780965,-0.08997538406540184,0.09658210129857166,184
wind_u,past_last,45,0.04660337980956805,-0.03739760366000141,0.10936648420004758,184
wind_u,past_72h_mean,45,0.05394388072752082,0.007958203256176464,0.0930160029512445,184
wind_u,future_same_time,45,-0.009834490264344232,-0.09023934428699107,0.09638677574430236,184
wind_u,past_last,48,0.048184241165637534,-0.031037900687090846,0.11026123572397209,184
wind_u,past_72h_mean,48,0.053687236217809554,0.010514591435858263,0.08756603208788771,184
wind_u,future_same_time,48,-0.009891235470680222,-0.09041097146999753,0.0962511133011736,184
wind_u,past_last,51,0.04763237403198102,-0.022510415141022453,0.10790539943770795,184
wind_u,past_72h_mean,51,0.05331065462624537,0.014917567772413187,0.08410480550536187,184
wind_u,future_same_time,51,-0.009906625620416894,-0.09043975251375931,0.09620337228841175,184
wind_u,past_last,54,0.04820730942527373,-0.017822290267557835,0.10527929011849267,184
wind_u,past_72h_mean,54,0.05220539628616465,0.014695281967873943,0.08118256053889225,184
wind_u,future_same_time,54,-0.009887343289952725,-0.09042420165485834,0.09621960114483541,184
wind_u,past_last,57,0.047858469801516625,-0.013160858781056158,0.1021859023373928,184
wind_u,past_72h_mean,57,0.048814739019856335,0.01286120333437203,0.0780071742293011,184
wind_u,future_same_time,57,-0.009867127110768953,-0.09032228292851777,0.09624916084047015,184
wind_u,past_last,60,0.045428514791245836,-0.007990180168852183,0.09547466830043826,184
wind_u,past_72h_mean,60,0.046586607630047336,0.0150446908669086,0.07587488962306527,184
wind_u,future_same_time,60,-0.009894609246817777,-0.09026973472022719,0.09621257787380164,184
wind_u,past_last,63,0.042928288344145304,-0.005387374102531916,0.08575296172166229,184
wind_u,past_72h_mean,63,0.04638903885013373,0.014962158263087479,0.07662795804798232,184
wind_u,future_same_time,63,-0.009893317817107885,-0.09032951234114521,0.09617197541706327,184
wind_u,past_last,66,0.039852310298031504,-0.0010973293322832168,0.08286524128719361,184
wind_u,past_72h_mean,66,0.04299730159247214,0.013977876283725404,0.07388238438583403,184
wind_u,future_same_time,66,-0.009847415341553954,-0.09039783020016706,0.09618267200096145,184
wind_u,past_last,69,0.04147841457558202,-0.0011015335151654156,0.07951854517035073,184
wind_u,past_72h_mean,69,0.03964655221072987,0.011569851297564767,0.07005199832132326,184
wind_u,future_same_time,69,-0.009779183666215153,-0.09041773009802742,0.0962123483429061,184
wind_u,past_last,72,0.03893043811865131,0.0009572998861401617,0.07757851025913233,184
wind_u,past_72h_mean,72,0.03796937471762113,0.011974812955713527,0.06855054457328841,184
wind_u,future_same_time,72,-0.009720238072921768,-0.09042028897157728,0.0962380288143784,184
wind_v,past_last,3,0.2040557740994518,0.12381039265054034,0.2993605246159969,184
wind_v,past_72h_mean,3,0.19116959486088914,0.1276475978818474,0.32229756899980655,184
wind_v,future_same_time,3,0.17788305275272948,0.09397306417363693,0.2594429658861779,184
wind_v,past_last,6,0.22084946789128607,0.13660852194252177,0.3339202254732884,184
wind_v,past_72h_mean,6,0.17433893684533613,0.11492481526110399,0.30000645093656053,184
wind_v,future_same_time,6,0.1778775677063066,0.09395454357395508,0.25946160158215886,184
wind_v,past_last,9,0.22554697028352177,0.1405793752064327,0.3460437067634408,184
wind_v,past_72h_mean,9,0.15946259450335254,0.09906448476535828,0.2769113002289507,184
wind_v,future_same_time,9,0.1778709297359436,0.09393760312005267,0.2594694816972025,184
wind_v,past_last,12,0.2202783192259814,0.14244767125753588,0.34336866230047874,184
wind_v,past_72h_mean,12,0.14194119491706736,0.08769156291624083,0.24495026351402643,184
wind_v,future_same_time,12,0.17785291900988376,0.09386058188811094,0.25945826516444004,184
wind_v,past_last,15,0.2160667270034184,0.14022209680403577,0.3242973329588248,184
wind_v,past_72h_mean,15,0.12823402181999485,0.06885046097783594,0.2135737747743202,184
wind_v,future_same_time,15,0.17779338538278877,0.09380280965124795,0.2593904011143549,184
wind_v,past_last,18,0.2076918705961304,0.13683026236800966,0.3043235418465243,184
wind_v,past_72h_mean,18,0.11121127591921165,0.05698713873459897,0.18931940742824524,184
wind_v,future_same_time,18,0.17765828686441243,0.0937539337542919,0.2592302254392715,184
wind_v,past_last,21,0.19684152261419852,0.1323471632231115,0.2890660874652487,184
wind_v,past_72h_mean,21,0.09868338223826105,0.04526378646906819,0.16715757666883868,184
wind_v,future_same_time,21,0.17748027532753452,0.09360826663671155,0.25904440814643537,184
wind_v,past_last,24,0.18153160305921262,0.1257148794261508,0.2612277072058693,184
wind_v,past_72h_mean,24,0.08373675797518926,0.031394990329062414,0.14437762755841133,184
wind_v,future_same_time,24,0.17725692403562082,0.09351953871119537,0.25882673075839124,184
wind_v,past_last,27,0.16918749084410717,0.11950410365014341,0.23778990163977787,184
wind_v,past_72h_mean,27,0.07153523541862,0.015807693312273222,0.12766863092564476,184
wind_v,future_same_time,27,0.1771591174022694,0.09350396260010072,0.25866895747853047,184
wind_v,past_last,30,0.1456650653271677,0.10376917224293736,0.20744318985851787,184
wind_v,past_72h_mean,30,0.05900482811667515,0.005235657906708715,0.11030634624539411,184
wind_v,future_same_time,30,0.17723582626690196,0.09358390454365387,0.2586049802059055,184
wind_v,past_last,33,0.12792667326864635,0.09068104118942491,0.18009998878782718,184
wind_v,past_72h_mean,33,0.04553587999648945,-0.008048841938673952,0.09325304597110579,184
wind_v,future_same_time,33,0.17731868791009406,0.09367586368620935,0.2585281238159343,184
wind_v,past_last,36,0.1138205571304384,0.07880090185297015,0.15736507236614056,184
wind_v,past_72h_mean,36,0.030588371878056082,-0.02024908821850292,0.08432371938026423,184
wind_v,future_same_time,36,0.17735989170508062,0.09378028942604057,0.25847310446523986,184
wind_v,past_last,39,0.09770316645336202,0.06306291140143166,0.14076697400211263,184
wind_v,past_72h_mean,39,0.02457087681562812,-0.02699959706023649,0.07421280098617956,184
wind_v,future_same_time,39,0.17739135802115158,0.09387179066250653,0.2585391707369125,184
wind_v,past_last,42,0.08527459444272464,0.04929270851698718,0.12651319219528373,184
wind_v,past_72h_mean,42,0.015845201702156662,-0.033099678180392084,0.06322364610817632,184
wind_v,future_same_time,42,0.17755243884331437,0.0938986483827446,0.2589148165635966,184
wind_v,past_last,45,0.07071896843156522,0.033536881604951774,0.11145083790276497,184
wind_v,past_72h_mean,45,0.0053918238958228035,-0.03877529186679542,0.05316350921120506,184
wind_v,future_same_time,45,0.17779351810544725,0.09394090899256295,0.25934134125644365,184
wind_v,past_last,48,0.06094007981221963,0.023103094799884795,0.10054305306823907,184
wind_v,past_72h_mean,48,-0.0033433340151372884,-0.04302138500017499,0.04538114708334729,184
wind_v,future_same_time,48,0.17810820575481184,0.09401702015900272,0.25968873184400143,184
wind_v,past_last,51,0.052223837037553955,0.010296471608833895,0.08862779675957275,184
wind_v,past_72h_mean,51,-0.010827724824902938,-0.04781586708152846,0.038533673405772975,184
wind_v,future_same_time,51,0.17824401782033544,0.09414075897129048,0.2597664099579239,184
wind_v,past_last,54,0.03893650252950573,0.0034397090612017004,0.0737291251993599,184
wind_v,past_72h_mean,54,-0.016582858486308524,-0.05230284736312297,0.03306233945418176,184
wind_v,future_same_time,54,0.178579428747872,0.0942359030728873,0.25963248553706075,184
wind_v,past_last,57,0.029721629875718886,-0.004132861558573153,0.061543714324151615,184
wind_v,past_72h_mean,57,-0.02156652322176185,-0.056582354330653895,0.02822044794787775,184
wind_v,future_same_time,57,0.17876062764304512,0.0942644152712903,0.25951984883023604,184
wind_v,past_last,60,0.023325559813771803,-0.010356433023639424,0.05622688428097564,184
wind_v,past_72h_mean,60,-0.026284523352936934,-0.06101540389360199,0.021341935074277764,184
wind_v,future_same_time,60,0.1787531272419398,0.09426575951894482,0.25952541481281366,184
wind_v,past_last,63,0.017746456477166467,-0.01755578844832262,0.04861464971659611,184
wind_v,past_72h_mean,63,-0.03145330986423826,-0.06322692769161078,0.016772959710340957,184
wind_v,future_same_time,63,0.17879710116922148,0.09428911844728351,0.2594894345688103,184
wind_v,past_last,66,0.011392169561234093,-0.023511368466718835,0.042818799240623984,184
wind_v,past_72h_mean,66,-0.0342479604953316,-0.06587382533724613,0.012285475400310624,184
wind_v,future_same_time,66,0.17881962486739322,0.09430712820106277,0.25945553024580514,184
wind_v,past_last,69,0.007654205126596252,-0.02808870268352151,0.03798954666891878,184
wind_v,past_72h_mean,69,-0.03552667880287698,-0.0682974040743704,0.007435792863218337,184
wind_v,future_same_time,69,0.17883108289973323,0.09432844441593677,0.2594528906501492,184
wind_v,past_last,72,0.00447445747477312,-0.028687887406114904,0.03476150877348748,184
wind_v,past_72h_mean,72,-0.03827516650427297,-0.0692743694465085,0.004126338267509884,184
wind_v,future_same_time,72,0.1788528846940199,0.09433681888758683,0.2594518092234606,184
pbl,past_last,3,-0.25328058980712753,-0.3165070039629417,-0.1791589023000445,184
pbl,past_72h_mean,3,-0.22683324648209452,-0.28677216939763095,-0.14280929491000827,184
pbl,future_same_time,3,-0.2113463387534501,-0.2796311294906141,-0.15813492255630396,184
pbl,past_last,6,-0.23164813363194786,-0.2930701909538107,-0.1420831677247561,184
pbl,past_72h_mean,6,-0.20397246537365468,-0.25865762214039156,-0.12221756758704745,184
pbl,future_same_time,6,-0.21132921511311864,-0.2795800458402089,-0.15815134502868858,184
pbl,past_last,9,-0.20107727381472607,-0.2576006590235884,-0.10772456974930097,184
pbl,past_72h_mean,9,-0.1817322208186509,-0.2318199529408157,-0.11046009143476251,184
pbl,future_same_time,9,-0.21130434673776075,-0.2795369507786671,-0.1581751810429911,184
pbl,past_last,12,-0.17666068991926573,-0.22899721281716903,-0.09835261281191307,184
pbl,past_72h_mean,12,-0.15795133064405004,-0.20682084295038117,-0.10105291847677914,184
pbl,future_same_time,12,-0.21123314268958834,-0.2793153612682615,-0.15817473052032952,184
pbl,past_last,15,-0.15761024728504447,-0.20755579399269314,-0.09156226761017468,184
pbl,past_72h_mean,15,-0.13799412599508667,-0.18584398854473266,-0.08954165046813736,184
pbl,future_same_time,15,-0.2111252231165156,-0.27912662184763015,-0.15816520331760567,184
pbl,past_last,18,-0.1491991036076722,-0.19546054700477783,-0.08610274927769979,184
pbl,past_72h_mean,18,-0.11949468322654896,-0.16591468326272835,-0.07473258393163038,184
pbl,future_same_time,18,-0.2111044571062064,-0.27904065755328467,-0.15811433096885133,184
pbl,past_last,21,-0.15659962062846966,-0.1996262548156268,-0.08572392113276567,184
pbl,past_72h_mean,21,-0.10413045476992433,-0.1467080120735791,-0.06645243880658327,184
pbl,future_same_time,21,-0.21111889743201806,-0.27898587649966816,-0.15796246421446458,184
pbl,past_last,24,-0.17204170861531637,-0.2092195780023303,-0.10206645419278117,184
pbl,past_72h_mean,24,-0.0875220335616674,-0.12699527349443657,-0.052048866087083305,184
pbl,future_same_time,24,-0.21117279920211113,-0.2789495694532107,-0.15770601117447675,184
pbl,past_last,27,-0.16004702013712652,-0.19943817787733487,-0.10464232438055694,184
pbl,past_72h_mean,27,-0.07161122483293156,-0.10972822223263996,-0.038316471392200985,184
pbl,future_same_time,27,-0.21119504197634653,-0.2789036144611128,-0.15738959422733934,184
pbl,past_last,30,-0.13544926573088045,-0.1690108897227282,-0.08252507914533361,184
pbl,past_72h_mean,30,-0.05734951821869626,-0.09149900247997851,-0.0214804585570854,184
pbl,future_same_time,30,-0.21121691963770048,-0.2788702566441266,-0.15703103877046315,184
pbl,past_last,33,-0.10851463387465508,-0.13677645829835436,-0.060482262081099296,184
pbl,past_72h_mean,33,-0.04434478592117082,-0.07447566495559167,-0.008176177362827861,184
pbl,future_same_time,33,-0.21115817602367457,-0.27891099998788327,-0.15684828120743607,184
pbl,past_last,36,-0.08410627775862956,-0.11277056393395696,-0.05274068038224555,184
pbl,past_72h_mean,36,-0.033424001296527985,-0.061223731944700946,0.005394906085681586,184
pbl,future_same_time,36,-0.21100181507687638,-0.2785099721463137,-0.15687505853014594,184
pbl,past_last,39,-0.06731155623892143,-0.09292438013808578,-0.042565013846664175,184
pbl,past_72h_mean,39,-0.023499457243542375,-0.053139329701757984,0.01495380368394211,184
pbl,future_same_time,39,-0.2109885209093827,-0.27853527886878293,-0.1568652314098046,184
pbl,past_last,42,-0.058011588230248656,-0.07886834620831239,-0.0348684621457681,184
pbl,past_72h_mean,42,-0.01428009867159655,-0.04366167465974124,0.023339630261495287,184
pbl,future_same_time,42,-0.21112400739662984,-0.2786831723794414,-0.15685489804349612,184
pbl,past_last,45,-0.05449290179958692,-0.07246083801686967,-0.03320528186388008,184
pbl,past_72h_mean,45,-0.006272731614836735,-0.03732619262549329,0.02998625074731151,184
pbl,future_same_time,45,-0.21132252620718914,-0.27870240721300105,-0.15683218732533993,184
pbl,past_last,48,-0.0565796672391227,-0.07353073543231206,-0.03469949958581059,184
pbl,past_72h_mean,48,0.002416108282598739,-0.02794438050631027,0.03647679756158882,184
pbl,future_same_time,48,-0.21164856805416335,-0.2786205510139803,-0.15682404660798105,184
pbl,past_last,51,-0.052272160162758916,-0.06981831136538917,-0.030540363333475096,184
pbl,past_72h_mean,51,0.012186765841636039,-0.01863578369906716,0.044511534170367587,184
pbl,future_same_time,51,-0.21199140358937762,-0.2785616744291915,-0.1568212401138777,184
pbl,past_last,54,-0.041831708912945215,-0.057332700041343845,-0.02138223560202297,184
pbl,past_72h_mean,54,0.021555628941214662,-0.011791951884911745,0.05170685978847467,184
pbl,future_same_time,54,-0.21223611786952273,-0.27855058290392165,-0.15678017212229525,184
pbl,past_last,57,-0.028720642517622096,-0.045345519117288347,-0.01303588767721473,184
pbl,past_72h_mean,57,0.029213689056461864,-0.006290083572864277,0.05662761922795271,184
pbl,future_same_time,57,-0.21230317988422448,-0.27855441223440425,-0.15677548332212976,184
pbl,past_last,60,-0.01910225784967133,-0.03656641186257778,-0.00482808851381278,184
pbl,past_72h_mean,60,0.03337212949130393,-0.0017694094263747727,0.060964014959399376,184
pbl,future_same_time,60,-0.2123767475035933,-0.2785783566874891,-0.15675855755161794,184
pbl,past_last,63,-0.010939978825895782,-0.03051472484629169,0.005046545577182573,184
pbl,past_72h_mean,63,0.0390373942202914,0.0027653356812388057,0.0639326190960057,184
pbl,future_same_time,63,-0.21228529549409186,-0.2785671399123586,-0.15677784672788295,184
pbl,past_last,66,-0.007695656726815476,-0.025465593590373137,0.010220729952150856,184
pbl,past_72h_mean,66,0.041450641032862126,0.006588315222277864,0.06610773363473288,184
pbl,future_same_time,66,-0.2121926183502879,-0.278593145962503,-0.1568627694460114,184
pbl,past_last,69,-0.0067214579252657305,-0.023636044775916243,0.0124006688648394,184
pbl,past_72h_mean,69,0.0444958685844102,0.009843286417213421,0.06775420627902369,184
pbl,future_same_time,69,-0.21219261104932607,-0.2786154085361031,-0.15685544551854708,184
pbl,past_last,72,-0.006840094042969927,-0.025620501107893066,0.010813414363625996,184
pbl,past_72h_mean,72,0.04529264695174142,0.014304136397526656,0.06931125267290031,184
pbl,future_same_time,72,-0.2122650745836019,-0.27863884809824074,-0.15685904321104868,184
ventilation,past_last,3,-0.29888255182362033,-0.3455644006744232,-0.24228423155941342,184
ventilation,past_72h_mean,3,-0.2879740127591731,-0.332814127336114,-0.23542897506287724,184
ventilation,future_same_time,3,-0.25724822958769955,-0.3002676188872886,-0.20133222271207238,184
ventilation,past_last,6,-0.30201506160317104,-0.34482927899862764,-0.23170252579803174,184
ventilation,past_72h_mean,6,-0.26600867944955864,-0.31028345015788206,-0.21534394268420667,184
ventilation,future_same_time,6,-0.2571820783203458,-0.30024160916094267,-0.2012804528142828,184
ventilation,past_last,9,-0.2839144379170893,-0.3311027883345961,-0.21765215613286573,184
ventilation,past_72h_mean,9,-0.2406188585783658,-0.28201992419148303,-0.19077960410992872,184
ventilation,future_same_time,9,-0.25706691479902966,-0.3001720594995597,-0.20118782127665286,184
ventilation,past_last,12,-0.262070922733349,-0.31207918848687033,-0.20768881750623275,184
ventilation,past_72h_mean,12,-0.21879244117546073,-0.258196838911341,-0.17273477667421033,184
ventilation,future_same_time,12,-0.25684533472445764,-0.3000311569677859,-0.20105353545737958,184
ventilation,past_last,15,-0.24421176016003887,-0.29290067115037066,-0.1984894629261238,184
ventilation,past_72h_mean,15,-0.19651056084274482,-0.23505968258608398,-0.15331298670126692,184
ventilation,future_same_time,15,-0.2567320041636207,-0.29990300325646074,-0.2009316783345299,184
ventilation,past_last,18,-0.23313676741419748,-0.27672519062126066,-0.18688117477991972,184
ventilation,past_72h_mean,18,-0.17653847242978177,-0.2132745533748,-0.13627478774872703,184
ventilation,future_same_time,18,-0.25670735621297275,-0.2998413973745562,-0.20090331229637126,184
ventilation,past_last,21,-0.22816913166658503,-0.265141284347275,-0.1845682291001706,184
ventilation,past_72h_mean,21,-0.15533499082604493,-0.19030312326436008,-0.11569532572429568,184
ventilation,future_same_time,21,-0.25670521792682544,-0.2998071704671982,-0.20088267728503922,184
ventilation,past_last,24,-0.2274537524727307,-0.2576645596128628,-0.18192991996566915,184
ventilation,past_72h_mean,24,-0.13596185803629962,-0.17196645043485076,-0.09449377597072908,184
ventilation,future_same_time,24,-0.25671501449600836,-0.2997838816859189,-0.20087531608300702,184
ventilation,past_last,27,-0.20948067770732037,-0.23991681473954535,-0.17218403045524105,184
ventilation,past_72h_mean,27,-0.11649678101939648,-0.1510851366262954,-0.07468282524308856,184
ventilation,future_same_time,27,-0.25671077229900213,-0.29974588408714165,-0.2008775093406382,184
ventilation,past_last,30,-0.18084622368990924,-0.2119616367298321,-0.1467645620051638,184
ventilation,past_72h_mean,30,-0.10015044830310108,-0.1370032216218375,-0.05971224752257152,184
ventilation,future_same_time,30,-0.25672615431215995,-0.2996953236776926,-0.20088201761856342,184
ventilation,past_last,33,-0.15374365461381984,-0.1829624538207096,-0.12288260440863277,184
ventilation,past_72h_mean,33,-0.08418228484108257,-0.12025282840006052,-0.04290145681446335,184
ventilation,future_same_time,33,-0.256827575690336,-0.29959218552322026,-0.2010452230173846,184
ventilation,past_last,36,-0.13644354627755656,-0.16490360895176964,-0.10174168359576632,184
ventilation,past_72h_mean,36,-0.06847183574554255,-0.10514128030505443,-0.030317310429627986,184
ventilation,future_same_time,36,-0.25685836724578504,-0.2994506547384212,-0.2010942370517471,184
ventilation,past_last,39,-0.12034121547102498,-0.1476781826194815,-0.08769515579245027,184
ventilation,past_72h_mean,39,-0.053511066267336815,-0.0919857844812178,-0.018930859228880274,184
ventilation,future_same_time,39,-0.2567749540747085,-0.29940061120032013,-0.2009944491564462,184
ventilation,past_last,42,-0.10497378928330908,-0.13381874616781148,-0.07751124334146992,184
ventilation,past_72h_mean,42,-0.04278709274530651,-0.07877692627183255,-0.0052913467638063625,184
ventilation,future_same_time,42,-0.2566990680740239,-0.2994942623009658,-0.20102784030192267,184
ventilation,past_last,45,-0.09683511992029711,-0.12420228278483872,-0.07022891553809905,184
ventilation,past_72h_mean,45,-0.03053754646829074,-0.06743582555481825,0.005174384075749355,184
ventilation,future_same_time,45,-0.2566878308604897,-0.2996480677614646,-0.2010708411358185,184
ventilation,past_last,48,-0.0908734632437404,-0.11851835659813637,-0.06488208616546773,184
ventilation,past_72h_mean,48,-0.02083595068565003,-0.056814340839504714,0.015091918214758238,184
ventilation,future_same_time,48,-0.25669478743212687,-0.2997050705742911,-0.2011184338902377,184
ventilation,past_last,51,-0.08135932832678783,-0.1071266589049722,-0.05655688052677552,184
ventilation,past_72h_mean,51,-0.010514823538006372,-0.04661346643577255,0.025945677922059013,184
ventilation,future_same_time,51,-0.25673285983296806,-0.2997873323925543,-0.2011726417320411,184
ventilation,past_last,54,-0.06485719472620868,-0.09131166810544593,-0.04246633705677691,184
ventilation,past_72h_mean,54,-0.0022327030902576893,-0.03775477131401098,0.035315559858498026,184
ventilation,future_same_time,54,-0.2567447833328502,-0.29957073771375387,-0.20120723593508988,184
ventilation,past_last,57,-0.052015620448602445,-0.07736148533164554,-0.031005984984941212,184
ventilation,past_72h_mean,57,0.005669576129503412,-0.029015651815038526,0.041180279357925745,184
ventilation,future_same_time,57,-0.25680705289593597,-0.29937308402108176,-0.20121603984112105,184
ventilation,past_last,60,-0.04316525323928929,-0.06652368788981557,-0.020991421676831698,184
ventilation,past_72h_mean,60,0.011654631108468151,-0.02102197276731147,0.04571188668212384,184
ventilation,future_same_time,60,-0.2568502185974247,-0.29933411477734095,-0.20126607758858667,184
ventilation,past_last,63,-0.034840794759758396,-0.0573811278065705,-0.01159662967591516,184
ventilation,past_72h_mean,63,0.017162508923684698,-0.013749520292592445,0.04964305093257364,184
ventilation,future_same_time,63,-0.2569507014595064,-0.2993648996855294,-0.20131271569192627,184
ventilation,past_last,66,-0.026942448800842143,-0.05043444647979746,-0.003934006960288848,184
ventilation,past_72h_mean,66,0.01917036850979218,-0.008207593656283634,0.05253959584549357,184
ventilation,future_same_time,66,-0.256942701069332,-0.2994250343141456,-0.20134612889181214,184
ventilation,past_last,69,-0.02457969159701675,-0.04821214606766032,-0.00014046188558905384,184
ventilation,past_72h_mean,69,0.024044586487057075,-0.0022164408489651812,0.05471245516875867,184
ventilation,future_same_time,69,-0.2569267142680003,-0.2994981453738426,-0.2013916366658384,184
ventilation,past_last,72,-0.022236839635182665,-0.04383121440649777,0.001119459559644808,184
ventilation,past_72h_mean,72,0.028451637727690986,0.004039922101232354,0.05672144389978874,184
ventilation,future_same_time,72,-0.25691109599971307,-0.299544180615938,-0.20144978148910192,184
dewpoint_deficit,past_last,3,-0.07589783018995422,-0.23361415264328947,0.05788472068471823,184
dewpoint_deficit,past_72h_mean,3,0.05160417629421868,-0.03438310594548112,0.14817048549347794,184
dewpoint_deficit,future_same_time,3,-0.08086900413171358,-0.2344396514234419,0.056347639273267594,184
dewpoint_deficit,past_last,6,-0.04238510482723992,-0.1905198169962099,0.09527543002261596,184
dewpoint_deficit,past_72h_mean,6,0.060525529916027915,-0.01676518386570725,0.14873352260682726,184
dewpoint_deficit,future_same_time,6,-0.080911724562425,-0.23454434498775026,0.05613626704772102,184
dewpoint_deficit,past_last,9,-0.005389025951124811,-0.1443516415266936,0.12582934200281912,184
dewpoint_deficit,past_72h_mean,9,0.06719921952025662,-0.005614797523927205,0.14965896993634087,184
dewpoint_deficit,future_same_time,9,-0.08097536585442823,-0.23473812404622674,0.0559398839586636,184
dewpoint_deficit,past_last,12,0.013154641452029256,-0.11744200040912339,0.13798660667976584,184
dewpoint_deficit,past_72h_mean,12,0.06867294827533704,0.0023295329824863454,0.15017996075925055,184
dewpoint_deficit,future_same_time,12,-0.08122597463219715,-0.234935002506886,0.05612573608478838,184
dewpoint_deficit,past_last,15,0.02697904786985464,-0.0855243591426017,0.14265652321490663,184
dewpoint_deficit,past_72h_mean,15,0.07092183664327276,0.010631758605892376,0.14864980891491172,184
dewpoint_deficit,future_same_time,15,-0.08124973795362853,-0.2351578443732884,0.05624257941601725,184
dewpoint_deficit,past_last,18,0.03358401046783635,-0.07240939628685425,0.13196048066384083,184
dewpoint_deficit,past_72h_mean,18,0.0739133859612307,0.018098809801577583,0.15011962236449589,184
dewpoint_deficit,future_same_time,18,-0.08129905479175312,-0.23533804785458434,0.05624329549725613,184
