source,target,distance_km,lead_hour,wind_regime,n,partial_r_source_to_target_given_target_now
40,53,76.5809562328,3,downwind,1808,0.3260106212940415
40,53,76.5809562328,3,crosswind,5560,0.21396530739551042
40,53,76.5809562328,3,upwind,4125,0.10228710032869717
40,53,76.5809562328,6,downwind,1807,0.3147613202154372
40,53,76.5809562328,6,crosswind,5557,0.21069749167061966
40,53,76.5809562328,6,upwind,4121,0.09699161227894455
40,53,76.5809562328,12,downwind,1809,0.234569024201856
40,53,76.5809562328,12,crosswind,5547,0.14651072274689367
40,53,76.5809562328,12,upwind,4115,0.07574139233919963
40,53,76.5809562328,24,downwind,1801,0.1557689024930265
40,53,76.5809562328,24,crosswind,5542,0.08226897220996747
40,53,76.5809562328,24,upwind,4112,0.007689153713462188
56,53,130.876545571489,3,downwind,3358,0.3284483544895259
56,53,130.876545571489,3,crosswind,3295,0.19136827693724837
56,53,130.876545571489,3,upwind,4830,0.08517073688445766
56,53,130.876545571489,6,downwind,3356,0.38451451904899087
56,53,130.876545571489,6,crosswind,3292,0.1648622545610054
56,53,130.876545571489,6,upwind,4827,0.09601994530423617
56,53,130.876545571489,12,downwind,3348,0.2927027098962416
56,53,130.876545571489,12,crosswind,3294,0.14446099629904627
56,53,130.876545571489,12,upwind,4819,0.05381196711162654
56,53,130.876545571489,24,downwind,3329,0.15256276419223191
56,53,130.876545571489,24,crosswind,3290,0.062066782408250185
56,53,130.876545571489,24,upwind,4826,0.016345398839885516
58,54,79.01536293996028,3,downwind,2660,0.17635505177929456
58,54,79.01536293996028,3,crosswind,3819,0.132728828594305
58,54,79.01536293996028,3,upwind,5181,0.009944886164380305
58,54,79.01536293996028,6,downwind,2661,0.20830036271459187
58,54,79.01536293996028,6,crosswind,3818,0.13597678054812448
58,54,79.01536293996028,6,upwind,5180,0.05288589717130533
58,54,79.01536293996028,12,downwind,2660,0.19728671072702478
58,54,79.01536293996028,12,crosswind,3817,0.13755290311090723
58,54,79.01536293996028,12,upwind,5177,0.08339821110390529
58,54,79.01536293996028,24,downwind,2661,0.1347341511877553
58,54,79.01536293996028,24,crosswind,3813,0.07303273258589008
58,54,79.01536293996028,24,upwind,5172,0.0714727035239577
20,54,92.68873435974501,3,downwind,4847,0.26332058369437883
20,54,92.68873435974501,3,crosswind,4393,0.04413793698430694
20,54,92.68873435974501,3,upwind,2343,-0.033702431780667716
20,54,92.68873435974501,6,downwind,4847,0.2644032291650708
20,54,92.68873435974501,6,crosswind,4391,0.039321639555644196
20,54,92.68873435974501,6,upwind,2344,-0.015015608541537866
20,54,92.68873435974501,12,downwind,4845,0.18130452762766866
20,54,92.68873435974501,12,crosswind,4389,0.04340585384552661
20,54,92.68873435974501,12,upwind,2343,-0.013847687784381127
20,54,92.68873435974501,24,downwind,4840,0.08920424019290647
20,54,92.68873435974501,24,crosswind,4385,-0.003201026791537993
20,54,92.68873435974501,24,upwind,2344,0.025418209870090885
63,54,113.50409292674597,3,downwind,3811,0.2393555739522184
63,54,113.50409292674597,3,crosswind,4719,0.12219942863089976
63,54,113.50409292674597,3,upwind,3127,0.03246572618523113
63,54,113.50409292674597,6,downwind,3810,0.2347732302098993
63,54,113.50409292674597,6,crosswind,4718,0.13520199794061666
63,54,113.50409292674597,6,upwind,3128,0.043217212286978196
63,54,113.50409292674597,12,downwind,3811,0.1609393355991589
63,54,113.50409292674597,12,crosswind,4715,0.08301458467745124
63,54,113.50409292674597,12,upwind,3125,0.029465722642551505
63,54,113.50409292674597,24,downwind,3807,0.06256482869529635
63,54,113.50409292674597,24,crosswind,4709,0.029169433878007866
63,54,113.50409292674597,24,upwind,3127,-0.012622168677509073
29,54,121.88541580248506,3,downwind,4192,0.14961121060190896
29,54,121.88541580248506,3,crosswind,3948,0.12719994168443832
29,54,121.88541580248506,3,upwind,3518,-0.04129323127216141
29,54,121.88541580248506,6,downwind,4192,0.15931910825940176
29,54,121.88541580248506,6,crosswind,3948,0.14953108461939835
29,54,121.88541580248506,6,upwind,3517,-0.036285095609569724
29,54,121.88541580248506,12,downwind,4192,0.09786037351662953
29,54,121.88541580248506,12,crosswind,3947,0.1468134545148809
29,54,121.88541580248506,12,upwind,3513,-0.053900765770821715
29,54,121.88541580248506,24,downwind,4191,0.017149425548564714
29,54,121.88541580248506,24,crosswind,3944,0.08857604989658799
29,54,121.88541580248506,24,upwind,3509,-0.05358717607339765
21,54,133.2395332610585,3,downwind,3159,0.16493243393759754
21,54,133.2395332610585,3,crosswind,3855,0.08347517386470014
21,54,133.2395332610585,3,upwind,4647,-0.015384904730967482
21,54,133.2395332610585,6,downwind,3161,0.17832653140460905
21,54,133.2395332610585,6,crosswind,3853,0.09836986076978252
21,54,133.2395332610585,6,upwind,4646,-0.010153967892800021
21,54,133.2395332610585,12,downwind,3160,0.12367248538411828
21,54,133.2395332610585,12,crosswind,3853,0.05264140613075772
21,54,133.2395332610585,12,upwind,4642,0.004981012411156339
21,54,133.2395332610585,24,downwind,3161,0.01732962238892301
21,54,133.2395332610585,24,crosswind,3849,-0.011451395478988427
21,54,133.2395332610585,24,upwind,4637,0.00020544597244755825
40,55,94.16558003630644,3,downwind,3796,0.2637189162388481
40,55,94.16558003630644,3,crosswind,4542,0.18330512891825856
40,55,94.16558003630644,3,upwind,3275,0.1134135235734395
40,55,94.16558003630644,6,downwind,3795,0.2565400319339515
40,55,94.16558003630644,6,crosswind,4538,0.1822462327581494
40,55,94.16558003630644,6,upwind,3275,0.13962707884126108
40,55,94.16558003630644,12,downwind,3789,0.17441067033907828
40,55,94.16558003630644,12,crosswind,4536,0.1250495691858559
40,55,94.16558003630644,12,upwind,3274,0.11605349811778747
40,55,94.16558003630644,24,downwind,3782,0.12795820877001698
40,55,94.16558003630644,24,crosswind,4534,0.08879938599506303
40,55,94.16558003630644,24,upwind,3269,0.06275457043294688
62,55,105.52684153270687,3,downwind,4246,0.1689038259122177
62,55,105.52684153270687,3,crosswind,5599,0.15220147288271535
62,55,105.52684153270687,3,upwind,1768,0.12804563868843338
62,55,105.52684153270687,6,downwind,4244,0.18992202396764626
62,55,105.52684153270687,6,crosswind,5596,0.1538041481680462
62,55,105.52684153270687,6,upwind,1768,0.12506359784036494
62,55,105.52684153270687,12,downwind,4238,0.17098200084985657
62,55,105.52684153270687,12,crosswind,5594,0.12440654306568963
62,55,105.52684153270687,12,upwind,1767,0.11519763157478986
62,55,105.52684153270687,24,downwind,4233,0.1242259805324283
62,55,105.52684153270687,24,crosswind,5592,0.055809345733353506
62,55,105.52684153270687,24,upwind,1760,0.017919945169203196
145,55,113.43982091033972,3,downwind,4751,0.2595277934982321
145,55,113.43982091033972,3,crosswind,2526,0.23215109602385484
145,55,113.43982091033972,3,upwind,4336,0.08038901519821733
145,55,113.43982091033972,6,downwind,4749,0.25196916192282304
145,55,113.43982091033972,6,crosswind,2526,0.20858872265106074
145,55,113.43982091033972,6,upwind,4333,0.09176275630988581
145,55,113.43982091033972,12,downwind,4747,0.14118312114912104
145,55,113.43982091033972,12,crosswind,2519,0.15587395022273298
145,55,113.43982091033972,12,upwind,4333,0.059596703353370285
145,55,113.43982091033972,24,downwind,4739,0.06576490225603632
145,55,113.43982091033972,24,crosswind,2517,0.06820037538092516
145,55,113.43982091033972,24,upwind,4329,0.021093055418562746
61,55,128.16734862247662,3,downwind,6125,0.2447112478210309
61,55,128.16734862247662,3,crosswind,2550,0.0434102175334843
61,55,128.16734862247662,3,upwind,2938,0.039315175438966295
61,55,128.16734862247662,6,downwind,6123,0.28794035446413446
61,55,128.16734862247662,6,crosswind,2550,0.06653712708967797
61,55,128.16734862247662,6,upwind,2935,0.04843841211041888
61,55,128.16734862247662,12,downwind,6119,0.24375677284465117
61,55,128.16734862247662,12,crosswind,2547,0.09815082650215436
61,55,128.16734862247662,12,upwind,2933,0.05500242761611019
61,55,128.16734862247662,24,downwind,6109,0.12332105852936745
61,55,128.16734862247662,24,crosswind,2543,0.08782528493434451
61,55,128.16734862247662,24,upwind,2933,0.08810523000963082
5,55,132.40972160138804,3,downwind,1761,0.3009876500291189
5,55,132.40972160138804,3,crosswind,7519,0.1648874478685806
5,55,132.40972160138804,3,upwind,2333,0.09375532018598455
5,55,132.40972160138804,6,downwind,1762,0.29882133828189616
5,55,132.40972160138804,6,crosswind,7515,0.15333813119223008
5,55,132.40972160138804,6,upwind,2331,0.09392654890565229
5,55,132.40972160138804,12,downwind,1759,0.20627357544138689
5,55,132.40972160138804,12,crosswind,7512,0.09121739694632867
5,55,132.40972160138804,12,upwind,2328,0.04457968707982622
5,55,132.40972160138804,24,downwind,1760,0.08939402104058398
5,55,132.40972160138804,24,crosswind,7500,0.06506132822051391
5,55,132.40972160138804,24,upwind,2325,0.079742711397086
64,56,45.79082412316282,3,downwind,3806,0.3726700969048906
64,56,45.79082412316282,3,crosswind,4210,0.15972458687823088
64,56,45.79082412316282,3,upwind,3339,0.08457617483817688
64,56,45.79082412316282,6,downwind,3806,0.26382473017578956
64,56,45.79082412316282,6,crosswind,4208,0.08600289519828488
64,56,45.79082412316282,6,upwind,3338,0.052356198877884196
64,56,45.79082412316282,12,downwind,3806,0.10601835354655596
64,56,45.79082412316282,12,crosswind,4206,0.028699343044260032
64,56,45.79082412316282,12,upwind,3334,0.04134295846547834
64,56,45.79082412316282,24,downwind,3801,0.00951297060135504
64,56,45.79082412316282,24,crosswind,4196,0.0021190877891538213
64,56,45.79082412316282,24,upwind,3337,0.03131763029625209
57,56,69.50930683293501,3,downwind,5429,0.29861500313564276
57,56,69.50930683293501,3,crosswind,3093,0.1343572797996681
57,56,69.50930683293501,3,upwind,3125,0.056514995814343535
57,56,69.50930683293501,6,downwind,5427,0.2934632471477342
57,56,69.50930683293501,6,crosswind,3094,0.11669732000822168
57,56,69.50930683293501,6,upwind,3124,0.0698884303290772
57,56,69.50930683293501,12,downwind,5423,0.196407274983706
57,56,69.50930683293501,12,crosswind,3092,0.09448490041592181
57,56,69.50930683293501,12,upwind,3123,0.07118366852905182
57,56,69.50930683293501,24,downwind,5424,0.13621667681425037
57,56,69.50930683293501,24,crosswind,3087,0.11251031264327552
57,56,69.50930683293501,24,upwind,3115,0.08934359282417566
97,56,84.54418325266371,3,downwind,5691,0.22995033231904752
97,56,84.54418325266371,3,crosswind,2492,0.14216600638480922
97,56,84.54418325266371,3,upwind,3440,0.011433707043495153
97,56,84.54418325266371,6,downwind,5690,0.2459247971924587
97,56,84.54418325266371,6,crosswind,2492,0.16571105796944682
97,56,84.54418325266371,6,upwind,3439,0.028645177846926134
97,56,84.54418325266371,12,downwind,5687,0.16857466751551758
97,56,84.54418325266371,12,crosswind,2491,0.17978620074008841
97,56,84.54418325266371,12,upwind,3436,0.026069018822887483
97,56,84.54418325266371,24,downwind,5688,0.054636278706740586
97,56,84.54418325266371,24,crosswind,2484,0.1418526234045957
97,56,84.54418325266371,24,upwind,3430,0.053676132405654234
40,56,118.70602092147732,3,downwind,5524,0.2724784355972543
40,56,118.70602092147732,3,crosswind,2242,0.19900024297165564
40,56,118.70602092147732,3,upwind,3884,0.0657453052568203
40,56,118.70602092147732,6,downwind,5522,0.28624479644087436
40,56,118.70602092147732,6,crosswind,2243,0.22010833475844246
40,56,118.70602092147732,6,upwind,3883,0.06401628166293795
40,56,118.70602092147732,12,downwind,5520,0.19966977471809186
40,56,118.70602092147732,12,crosswind,2242,0.24362411416791233
40,56,118.70602092147732,12,upwind,3879,0.061154435946555695
40,56,118.70602092147732,24,downwind,5520,0.098348484922884
40,56,118.70602092147732,24,crosswind,2236,0.21660756929908603
40,56,118.70602092147732,24,upwind,3873,0.07567035496886974
60,56,125.75423337839439,3,downwind,4173,0.18334118144086908
60,56,125.75423337839439,3,crosswind,4289,0.05431692882253459
60,56,125.75423337839439,3,upwind,3178,-0.015661333471084973
60,56,125.75423337839439,6,downwind,4172,0.2066534241637992
60,56,125.75423337839439,6,crosswind,4289,0.025174017459257864
60,56,125.75423337839439,6,upwind,3177,-0.008949116213659635
60,56,125.75423337839439,12,downwind,4171,0.1729623328354908
60,56,125.75423337839439,12,crosswind,4289,-0.027292725002315544
60,56,125.75423337839439,12,upwind,3171,0.02770161065268709
60,56,125.75423337839439,24,downwind,4168,0.10137119545372143
60,56,125.75423337839439,24,crosswind,4288,-0.006232981092886642
60,56,125.75423337839439,24,upwind,3163,0.036332606275109376
97,57,42.9799219321919,3,downwind,3414,0.15152612437224375
97,57,42.9799219321919,3,crosswind,4771,0.07637075487578543
97,57,42.9799219321919,3,upwind,3443,0.00879145082553895
97,57,42.9799219321919,6,downwind,3415,0.13556433925243327
97,57,42.9799219321919,6,crosswind,4769,0.06946503468668158
97,57,42.9799219321919,6,upwind,3443,0.025049581024527832
97,57,42.9799219321919,12,downwind,3415,0.09147593030822476
97,57,42.9799219321919,12,crosswind,4765,0.024839102946400016
97,57,42.9799219321919,12,upwind,3442,0.016722189613668156
97,57,42.9799219321919,24,downwind,3415,0.01240699223383264
97,57,42.9799219321919,24,crosswind,4765,-0.01477210560101137
97,57,42.9799219321919,24,upwind,3434,0.002262693774430045
53,57,65.83481160256287,3,downwind,5519,0.13914895568094487
53,57,65.83481160256287,3,crosswind,2351,0.12196816054842405
53,57,65.83481160256287,3,upwind,3640,-0.022380496831689415
53,57,65.83481160256287,6,downwind,5518,0.16778528957274946
53,57,65.83481160256287,6,crosswind,2351,0.12932263697972504
53,57,65.83481160256287,6,upwind,3639,0.0016853971187430969
53,57,65.83481160256287,12,downwind,5517,0.11794746908142338
53,57,65.83481160256287,12,crosswind,2348,0.11187282889341414
53,57,65.83481160256287,12,upwind,3638,0.034702614351818345
53,57,65.83481160256287,24,downwind,5518,0.04596241728248331
53,57,65.83481160256287,24,crosswind,2340,0.10199222058913239
53,57,65.83481160256287,24,upwind,3637,0.006701486250017093
56,57,69.50930683293501,3,downwind,3243,0.3827952217369648
56,57,69.50930683293501,3,crosswind,3496,0.23125324898626534
56,57,69.50930683293501,3,upwind,4906,-0.0338647855066889
56,57,69.50930683293501,6,downwind,3241,0.30442748607938563
56,57,69.50930683293501,6,crosswind,3498,0.24659595372311713
56,57,69.50930683293501,6,upwind,4905,-0.002868246905680165
56,57,69.50930683293501,12,downwind,3239,0.14368342859093558
56,57,69.50930683293501,12,crosswind,3498,0.18196754004154173
56,57,69.50930683293501,12,upwind,4902,0.04076041673036688
56,57,69.50930683293501,24,downwind,3235,0.06912857259403564
56,57,69.50930683293501,24,crosswind,3493,0.06414816130859767
56,57,69.50930683293501,24,upwind,4903,0.0227944143834006
64,57,89.98312250940967,3,downwind,3501,0.39568456199554486
64,57,89.98312250940967,3,crosswind,3252,0.1505709278018711
64,57,89.98312250940967,3,upwind,4609,-0.005801888557782276
64,57,89.98312250940967,6,downwind,3500,0.34779143364877396
64,57,89.98312250940967,6,crosswind,3252,0.1295426232862493
64,57,89.98312250940967,6,upwind,4607,0.028951022075274203
64,57,89.98312250940967,12,downwind,3498,0.20832513297224825
64,57,89.98312250940967,12,crosswind,3254,0.04018533419404322
64,57,89.98312250940967,12,upwind,4603,0.053000411683561455
64,57,89.98312250940967,24,downwind,3492,0.08749362297184833
64,57,89.98312250940967,24,crosswind,3250,0.010207016315913536
64,57,89.98312250940967,24,upwind,4605,0.041285078332221
40,57,90.78902296442386,3,downwind,2730,0.2456411752383999
40,57,90.78902296442386,3,crosswind,5217,0.21937105491621067
40,57,90.78902296442386,3,upwind,3708,0.03688954539498918
40,57,90.78902296442386,6,downwind,2731,0.24987201082517108
40,57,90.78902296442386,6,crosswind,5215,0.2362909484376793
40,57,90.78902296442386,6,upwind,3708,0.04286125545112204
40,57,90.78902296442386,12,downwind,2731,0.21961041212204266
40,57,90.78902296442386,12,crosswind,5213,0.19149292135994367
40,57,90.78902296442386,12,upwind,3705,0.04826232859858147
40,57,90.78902296442386,24,downwind,2730,0.11624663405162355
40,57,90.78902296442386,24,crosswind,5213,0.1079860562789842
40,57,90.78902296442386,24,upwind,3698,0.05800263939341564
21,58,65.9801124510977,3,downwind,3830,0.23952195860983344
21,58,65.9801124510977,3,crosswind,3930,0.11965989710245566
21,58,65.9801124510977,3,upwind,3899,0.01834378343210366
21,58,65.9801124510977,6,downwind,3831,0.18316720507494597
21,58,65.9801124510977,6,crosswind,3929,0.08853734944806675
21,58,65.9801124510977,6,upwind,3898,0.003585284119007649
21,58,65.9801124510977,12,downwind,3832,0.06832595236058818
21,58,65.9801124510977,12,crosswind,3926,0.04412907785427936
21,58,65.9801124510977,12,upwind,3895,-0.051484928292640175
21,58,65.9801124510977,24,downwind,3832,-0.04785424546671032
21,58,65.9801124510977,24,crosswind,3924,-0.0404805399741324
21,58,65.9801124510977,24,upwind,3889,-0.08900300809235624
54,58,79.01536293996028,3,downwind,5230,0.39958709233149303
54,58,79.01536293996028,3,crosswind,3469,0.20003012403981668
54,58,79.01536293996028,3,upwind,2960,0.15622497030044302
54,58,79.01536293996028,6,downwind,5229,0.39255464863173095
54,58,79.01536293996028,6,crosswind,3468,0.19977980941301848
54,58,79.01536293996028,6,upwind,2961,0.13714010651175898
54,58,79.01536293996028,12,downwind,5227,0.248695270718254
54,58,79.01536293996028,12,crosswind,3466,0.14881899318292444
54,58,79.01536293996028,12,upwind,2960,0.10010295898313487
54,58,79.01536293996028,24,downwind,5223,0.1154226976620204
54,58,79.01536293996028,24,crosswind,3463,0.09014047109228498
54,58,79.01536293996028,24,upwind,2959,0.0682030138277176
61,58,107.9139201944734,3,downwind,2227,0.3926858543819194
61,58,107.9139201944734,3,crosswind,3888,0.2510951367628438
61,58,107.9139201944734,3,upwind,5543,0.11917423989425674
61,58,107.9139201944734,6,downwind,2226,0.4160090700488001
61,58,107.9139201944734,6,crosswind,3888,0.25099356746698426
61,58,107.9139201944734,6,upwind,5543,0.13914953160655527
61,58,107.9139201944734,12,downwind,2223,0.2998838221791842
61,58,107.9139201944734,12,crosswind,3886,0.19739837950079517
61,58,107.9139201944734,12,upwind,5543,0.14092479110524697
61,58,107.9139201944734,24,downwind,2222,0.2133711622582991
61,58,107.9139201944734,24,crosswind,3886,0.12567109179965644
61,58,107.9139201944734,24,upwind,5536,0.07069203192915448
132,58,116.56975585342694,3,downwind,3695,0.18416140931530528
132,58,116.56975585342694,3,crosswind,3644,0.10552601846522158
132,58,116.56975585342694,3,upwind,4319,-0.03406329445881476
132,58,116.56975585342694,6,downwind,3696,0.17995332019768143
132,58,116.56975585342694,6,crosswind,3643,0.09802551925795716
132,58,116.56975585342694,6,upwind,4318,-0.047858566019443015
132,58,116.56975585342694,12,downwind,3696,0.09160482861324583
132,58,116.56975585342694,12,crosswind,3642,0.06870448799289772
132,58,116.56975585342694,12,upwind,4314,-0.051399155514352445
132,58,116.56975585342694,24,downwind,3696,0.005397359264893258
132,58,116.56975585342694,24,crosswind,3639,0.02014996902194516
132,58,116.56975585342694,24,upwind,4309,-0.08885973504222941
29,58,119.70363859175625,3,downwind,5015,0.2187755490016911
29,58,119.70363859175625,3,crosswind,4162,0.1329165531293341
29,58,119.70363859175625,3,upwind,2479,-0.047471934050700215
29,58,119.70363859175625,6,downwind,5015,0.2343270210015249
29,58,119.70363859175625,6,crosswind,4162,0.12224329628408447
29,58,119.70363859175625,6,upwind,2478,-0.042981923147383895
29,58,119.70363859175625,12,downwind,5014,0.19591260769815566
29,58,119.70363859175625,12,crosswind,4162,0.05656132302289233
29,58,119.70363859175625,12,upwind,2474,-0.060922061150886025
29,58,119.70363859175625,24,downwind,5012,0.0781386194150196
29,58,119.70363859175625,24,crosswind,4158,-0.026680078134738733
29,58,119.70363859175625,24,upwind,2472,-0.10670463061631125
103,59,63.06357477800242,3,downwind,3613,0.36213336121643197
103,59,63.06357477800242,3,crosswind,4949,0.3159839500503496
103,59,63.06357477800242,3,upwind,3094,0.14134096978825617
103,59,63.06357477800242,6,downwind,3614,0.2816972858774152
103,59,63.06357477800242,6,crosswind,4948,0.28256812714764873
103,59,63.06357477800242,6,upwind,3093,0.11678517402637488
103,59,63.06357477800242,12,downwind,3609,0.181018602001085
103,59,63.06357477800242,12,crosswind,4946,0.22874354313587192
103,59,63.06357477800242,12,upwind,3095,0.08928083896816154
103,59,63.06357477800242,24,downwind,3606,0.07176516305739479
103,59,63.06357477800242,24,crosswind,4944,0.13411965611418963
103,59,63.06357477800242,24,upwind,3092,-0.014144930943059408
106,59,67.80158667724675,3,downwind,4726,0.19285862580968788
106,59,67.80158667724675,3,crosswind,2212,0.09704808414410802
106,59,67.80158667724675,3,upwind,4553,-0.0032199352824412563
106,59,67.80158667724675,6,downwind,4726,0.1984603301847782
106,59,67.80158667724675,6,crosswind,2213,0.07654352623302492
106,59,67.80158667724675,6,upwind,4551,0.0006690555962664987
106,59,67.80158667724675,12,downwind,4726,0.11759365226368419
106,59,67.80158667724675,12,crosswind,2213,0.0786542671265714
106,59,67.80158667724675,12,upwind,4546,-0.001868069215182183
106,59,67.80158667724675,24,downwind,4721,0.06355226643969042
106,59,67.80158667724675,24,crosswind,2215,0.057728951036950506
106,59,67.80158667724675,24,upwind,4541,-0.02374337218847167
104,59,86.15338472514449,3,downwind,3015,0.2147861115413344
104,59,86.15338472514449,3,crosswind,5580,0.18948715373285716
104,59,86.15338472514449,3,upwind,2851,0.07696699284256119
104,59,86.15338472514449,6,downwind,3015,0.190136645051562
104,59,86.15338472514449,6,crosswind,5578,0.1751366977537501
104,59,86.15338472514449,6,upwind,2851,0.09196524163879725
104,59,86.15338472514449,12,downwind,3012,0.11060000560632327
104,59,86.15338472514449,12,crosswind,5575,0.14481652830715527
104,59,86.15338472514449,12,upwind,2852,0.10559053768226381
104,59,86.15338472514449,24,downwind,3014,0.0712680547523373
104,59,86.15338472514449,24,crosswind,5569,0.09338720734381188
104,59,86.15338472514449,24,upwind,2848,0.08678096442949951
101,59,101.95540652037204,3,downwind,4075,0.20109851001747045
101,59,101.95540652037204,3,crosswind,4183,0.1211842979392347
101,59,101.95540652037204,3,upwind,3228,0.029860299306048995
101,59,101.95540652037204,6,downwind,4076,0.16409896623954767
101,59,101.95540652037204,6,crosswind,4181,0.11769147645193732
101,59,101.95540652037204,6,upwind,3228,0.02766152650570709
101,59,101.95540652037204,12,downwind,4073,0.09352001076740231
101,59,101.95540652037204,12,crosswind,4181,0.09171954835846285
101,59,101.95540652037204,12,upwind,3226,0.018674545053832897
101,59,101.95540652037204,24,downwind,4075,0.06567888146189294
101,59,101.95540652037204,24,crosswind,4175,0.06290634575195249
101,59,101.95540652037204,24,upwind,3222,0.011823314871502103
105,59,129.92244212471599,3,downwind,2725,0.22352338841389402
105,59,129.92244212471599,3,crosswind,5803,0.20453476722599706
105,59,129.92244212471599,3,upwind,3092,0.08068423284961103
105,59,129.92244212471599,6,downwind,2725,0.19230271736056795
105,59,129.92244212471599,6,crosswind,5803,0.22002226806596253
105,59,129.92244212471599,6,upwind,3091,0.09460842727412482
105,59,129.92244212471599,12,downwind,2723,0.1179841506826911
105,59,129.92244212471599,12,crosswind,5800,0.17939027418009573
105,59,129.92244212471599,12,upwind,3091,0.1351732297940538
105,59,129.92244212471599,24,downwind,2725,0.07981685618525329
105,59,129.92244212471599,24,crosswind,5794,0.1341646850402189
105,59,129.92244212471599,24,upwind,3087,0.09998012117502203
102,60,71.64149829385225,3,downwind,2793,0.1864513955149436
102,60,71.64149829385225,3,crosswind,6023,0.15098775300871076
102,60,71.64149829385225,3,upwind,2580,0.041724983932097726
102,60,71.64149829385225,6,downwind,2793,0.15850660505182676
102,60,71.64149829385225,6,crosswind,6021,0.13520952975739317
102,60,71.64149829385225,6,upwind,2580,0.07092413737878818
102,60,71.64149829385225,12,downwind,2792,0.12207156746144596
102,60,71.64149829385225,12,crosswind,6015,0.11250037709565769
102,60,71.64149829385225,12,upwind,2578,0.10224562151091034
102,60,71.64149829385225,24,downwind,2791,0.05755535640817708
102,60,71.64149829385225,24,crosswind,6007,0.053772917167396725
102,60,71.64149829385225,24,upwind,2576,0.06825344757239457
105,60,86.98513396504445,3,downwind,3522,0.20240635353983683
105,60,86.98513396504445,3,crosswind,4414,0.18741206935274274
105,60,86.98513396504445,3,upwind,3674,0.08810678514783357
105,60,86.98513396504445,6,downwind,3519,0.19222533567263786
105,60,86.98513396504445,6,crosswind,4414,0.17537964610879775
105,60,86.98513396504445,6,upwind,3675,0.12585855728260942
105,60,86.98513396504445,12,downwind,3518,0.14124790572045512
105,60,86.98513396504445,12,crosswind,4409,0.12027873690636624
105,60,86.98513396504445,12,upwind,3672,0.13585667188605008
105,60,86.98513396504445,24,downwind,3515,0.06536651063962126
105,60,86.98513396504445,24,crosswind,4403,0.08629780224509219
105,60,86.98513396504445,24,upwind,3671,0.061237705176176105
100,60,93.24184492974199,3,downwind,4237,0.20301820702700762
100,60,93.24184492974199,3,crosswind,3815,0.00890672565392856
100,60,93.24184492974199,3,upwind,3474,-0.06217734226497311
100,60,93.24184492974199,6,downwind,4237,0.21885806630158014
100,60,93.24184492974199,6,crosswind,3814,0.03004501139365383
100,60,93.24184492974199,6,upwind,3473,-0.05038165223814109
100,60,93.24184492974199,12,downwind,4234,0.18171186953489044
100,60,93.24184492974199,12,crosswind,3816,0.02779427515001606
100,60,93.24184492974199,12,upwind,3465,-0.006250360321802384
100,60,93.24184492974199,24,downwind,4232,0.11335367405736395
100,60,93.24184492974199,24,crosswind,3809,0.006093538523063064
100,60,93.24184492974199,24,upwind,3464,-0.024620537945579796
64,60,100.52982676566343,3,downwind,2863,0.5181872311183201
64,60,100.52982676566343,3,crosswind,3880,0.3730250413126783
64,60,100.52982676566343,3,upwind,4610,0.09642349871940566
64,60,100.52982676566343,6,downwind,2862,0.48661311412250546
64,60,100.52982676566343,6,crosswind,3878,0.4213949225434534
64,60,100.52982676566343,6,upwind,4610,0.10512882354390514
64,60,100.52982676566343,12,downwind,2861,0.2526955777335206
64,60,100.52982676566343,12,crosswind,3873,0.37952698946960567
64,60,100.52982676566343,12,upwind,4608,0.11169072281321192
64,60,100.52982676566343,24,downwind,2853,0.09533939797201035
64,60,100.52982676566343,24,crosswind,3875,0.2328052654789863
64,60,100.52982676566343,24,upwind,4604,0.07509674500908067
57,60,100.91054608548203,3,downwind,3626,0.3593209861039152
57,60,100.91054608548203,3,crosswind,4766,0.2209680237749175
57,60,100.91054608548203,3,upwind,3253,0.18756191849259768
57,60,100.91054608548203,6,downwind,3628,0.37740935860238495
57,60,100.91054608548203,6,crosswind,4761,0.21833904939865798
57,60,100.91054608548203,6,upwind,3254,0.20852132499961157
57,60,100.91054608548203,12,downwind,3626,0.2998280624443956
57,60,100.91054608548203,12,crosswind,4756,0.17052792225713287
57,60,100.91054608548203,12,upwind,3252,0.18180516452644907
57,60,100.91054608548203,24,downwind,3623,0.1813071422904999
57,60,100.91054608548203,24,crosswind,4753,0.12971040306836434
57,60,100.91054608548203,24,upwind,3248,0.13260300335051567
62,61,98.00960457367454,3,downwind,3700,0.3341519133044705
62,61,98.00960457367454,3,crosswind,2795,0.1326436241902206
62,61,98.00960457367454,3,upwind,5164,0.05884443589768002
62,61,98.00960457367454,6,downwind,3698,0.3247295460044105
62,61,98.00960457367454,6,crosswind,2796,0.118935982878273
62,61,98.00960457367454,6,upwind,5164,0.0614137398720151
62,61,98.00960457367454,12,downwind,3696,0.22375207267279645
62,61,98.00960457367454,12,crosswind,2794,0.1051682933445715
62,61,98.00960457367454,12,upwind,5163,0.0697593045970582
62,61,98.00960457367454,24,downwind,3695,0.07077466934529189
62,61,98.00960457367454,24,crosswind,2791,0.042465262045659015
62,61,98.00960457367454,24,upwind,5159,0.040318737396649255
65,61,104.94034737065607,3,downwind,2530,0.22243610251030976
65,61,104.94034737065607,3,crosswind,5349,0.1867404735254638
65,61,104.94034737065607,3,upwind,3780,0.08805759189922564
