dataset,node_a,node_b,distance_km,level_rho,native_change_rho
KnowAir,88,136,1334.0847715602467,0.3915141619552011,0.07738053538636316
KnowAir,15,21,653.2901978631802,0.349585405134965,0.09866649208457283
KnowAir,25,179,1426.2566646281864,0.3002335838106963,0.16416076952694902
KnowAir,160,174,400.244730071342,0.46052297785294705,0.11682424318574908
KnowAir,111,142,369.4264183712669,0.41522107598409885,0.05068886695328706
KnowAir,122,183,444.4479349816454,0.37381873612824457,0.1461122093394936
KnowAir,118,174,439.25842053143543,0.4541144994169019,0.07168134856847037
KnowAir,80,138,590.2682273158836,0.4763132845260101,0.134356967455634
KnowAir,45,109,1234.6749978377068,0.3304971371483505,0.0999705134574817
KnowAir,56,133,717.2688389150759,0.2892773806813409,0.08792273762136235
KnowAir,80,86,680.5791278280371,0.606263825621757,0.23652434848164647
KnowAir,97,122,616.5898266945591,0.38771504344073254,0.11656449457259886
KnowAir,83,117,409.2401677163237,0.586095314290122,0.11919031881461692
KnowAir,28,43,636.8632625477314,0.46083536087133303,0.13063666246306468
KnowAir,30,157,497.8206254227013,0.5620299615324836,0.08290894601399104
KnowAir,32,97,799.2567198948532,0.25617457567849966,0.0468840579332566
KnowAir,89,127,1348.191328659234,0.15405970841448188,0.07080886422005615
KnowAir,61,111,541.9150979563491,0.46831089932796227,0.0706847440107188
KnowAir,156,161,301.58198870403527,0.6739097514827539,0.16698650475393198
KnowAir,22,180,1532.2781953982658,0.27407097330022007,0.11692028953059203
KnowAir,61,145,144.0060657299341,0.6873498019603727,0.222828314676419
KnowAir,51,86,1310.0969902559634,0.1637841586783053,0.14258331642425476
KnowAir,41,180,1544.4634122990622,0.2041147530253848,0.0747401503643206
KnowAir,9,133,961.0053714986633,0.14308707057272585,0.0696589857583138
KnowAir,127,158,1244.6183011058347,0.1413822466222553,0.07719165957853949
KnowAir,59,129,461.14782686929755,0.30992731220214187,0.17639053605113075
KnowAir,38,98,585.5875616875402,0.40402099758652515,0.0749553964172148
KnowAir,45,138,1061.910744892972,0.26557971959566207,0.11161289190669474
KnowAir,89,154,1003.7512283579279,0.5015260946122412,0.11383647508913038
KnowAir,109,177,1217.850205244295,0.19879798419298414,0.12578997331980699
KnowAir,10,26,929.708550981189,0.25141309604027895,0.16296437412627846
KnowAir,18,65,521.9688428567673,0.5324630165577467,0.1602968197547435
KnowAir,41,74,738.3553607707003,0.32742931307907214,0.06962290091374901
KnowAir,1,147,679.7017976030568,0.2947567590312031,0.11627252871342095
KnowAir,1,72,827.901173385743,0.18339688369710935,0.06737942973712809
KnowAir,85,88,236.12779278553643,0.7238089117343286,0.22833444661840258
KnowAir,138,183,1202.461730316863,0.21623007968359553,0.050678496846669294
KnowAir,86,105,1704.6854303669936,0.3141208512194326,0.08199821432400543
KnowAir,37,150,756.9299597046206,0.3367925450657579,0.1128304402973974
KnowAir,39,60,943.1453232545564,0.3204053676848758,0.08534137739528065
KnowAir,121,130,676.7942567630263,0.19801365487625266,0.14350075955008032
KnowAir,13,51,307.50766818392594,0.4443957268638193,0.1403317354935022
KnowAir,80,179,825.4826476609451,0.43273623685320184,0.16328935245067733
KnowAir,128,151,1282.6626678073244,0.07371570119285671,0.07651132020934
KnowAir,31,50,1598.4592028911024,0.15956159001216394,-0.0029922872017819117
KnowAir,43,142,426.798761245974,0.45480297504989153,0.17061091850721996
KnowAir,28,160,1065.6826958823044,0.3357829874940142,-0.007295711659731407
KnowAir,50,121,405.80708585050604,0.4474471177917439,0.21188234491468916
KnowAir,107,113,115.49649962857454,0.7465116264088127,0.22136236648325702
KnowAir,80,84,184.20595948324507,0.7914650146863622,0.2961347320378423
KnowAir,133,156,370.1204462657899,0.6383911416981047,0.12708503548274513
KnowAir,65,151,561.7981518840575,0.4633221494489159,0.1359594131693874
KnowAir,91,142,1095.2059311157113,0.2544540797398534,0.15696794525565258
KnowAir,42,102,610.3012951629282,0.3921462658852439,0.09038259424111683
KnowAir,60,169,1234.9326442026027,0.3320059054664988,0.05572953503337321
KnowAir,39,62,840.3920574528003,0.37590505213806114,0.10205013511504446
KnowAir,11,18,728.2934650576757,0.3043239345210931,0.11248754085065044
KnowAir,40,63,262.21974523452576,0.5164656383171621,0.1287461506662032
KnowAir,23,90,1352.8417555669237,0.40733478520299077,0.042226743256523834
KnowAir,77,121,280.47174403828234,0.4854405593171513,0.15660835785638258
KnowAir,8,58,685.7148538004556,0.27108622216412476,0.18378046479376337
KnowAir,49,68,550.8711521710911,0.3692232120246146,0.10376940634725676
KnowAir,82,95,664.5949253191567,0.41836933758160205,0.15380586059528767
KnowAir,28,60,381.41352735354286,0.48474117255267496,0.15968455304697718
KnowAir,82,138,439.77364399654675,0.5261004342206831,0.1467489583011992
KnowAir,5,114,857.0861181216325,0.2768198889695924,0.0544071646723128
KnowAir,37,169,1234.9258254589986,0.4209469822511505,0.07394950341169915
KnowAir,73,155,392.9008832373128,0.5603554895437973,0.1363899996907144
KnowAir,120,135,1176.690872776032,0.16560009240611076,0.2054361531729428
KnowAir,10,137,729.4174521415965,0.25619558579857193,0.09767695562820225
KnowAir,3,134,1017.1014547327691,0.21011492153235206,0.08317182685599121
KnowAir,2,116,1097.0466928902758,0.20602400676522897,0.06364838503361446
KnowAir,46,171,89.1251069130266,0.8138808925602713,0.2671586058719887
KnowAir,77,173,478.6003272599436,0.39002674838001844,0.1192000346712838
KnowAir,113,149,491.363863547095,0.5035010058421518,0.11391504038049764
KnowAir,9,78,714.0322567409972,0.3318509200871942,0.14966310061376506
KnowAir,115,162,826.595530192197,0.505627262146603,0.1243504381400647
KnowAir,41,130,451.4551834648878,0.47857657512376617,0.09992533946428454
KnowAir,81,135,579.4599289604355,0.5270295391204913,0.11252075223798436
KnowAir,19,59,615.0314074982891,0.38369674353607647,0.11656680868385101
KnowAir,85,120,1118.1535195718043,0.2826517323509534,0.16340100487458217
KnowAir,110,158,613.336521949656,0.4047752600105803,0.06000733607803774
KnowAir,31,139,302.47102942530927,0.5222429607714262,0.12071367352380583
KnowAir,156,171,893.6601676784502,0.4842741081180665,0.12487061446250039
KnowAir,63,80,924.5949256865018,0.39067756928914754,0.06828787599026084
KnowAir,28,45,1360.5894857057324,0.32372915778935063,0.08737425638195544
KnowAir,49,113,1452.0917573992658,0.22752599920808061,0.04032881495821426
KnowAir,92,147,487.76770874616113,0.4690962973446907,0.10781144679817575
KnowAir,42,158,550.4761875884358,0.41367469800067447,0.03466604138997772
KnowAir,20,169,1151.3758053493307,0.3593108697978595,0.008557059341453862
KnowAir,73,181,1291.0217836513752,0.24075990817633422,0.1066175351070433
KnowAir,98,147,665.2894655079423,0.3443315108732483,0.07996964691983767
KnowAir,120,125,483.7262580841409,0.48087211835429405,0.32574766126685745
KnowAir,70,88,1969.4655785831594,0.22335983605905474,0.014720172956833016
KnowAir,75,83,820.4204227863834,0.38685001400856805,0.07338559583500591
KnowAir,22,155,696.7924683324043,0.44237514211854384,0.12819576288717716
KnowAir,9,34,1039.523300488876,0.0753401267896419,0.0671340598578712
KnowAir,21,58,65.98011245109677,0.8378075628537438,0.48453932346714607
KnowAir,88,181,968.350551216699,0.34452948486456136,0.10846974310377379
KnowAir,54,71,409.2023856141883,0.5236962558996554,0.16134553741313254
KnowAir,46,77,994.6496020608175,0.3474017643068076,0.06673135783170278
KnowAir,69,90,1041.8593473909673,0.22261987922964693,0.10298610234261749
KnowAir,39,122,842.3530696283851,0.366595702791877,0.14612156198720794
KnowAir,3,159,982.1602839772216,0.2647067513421481,0.08751176021755047
KnowAir,24,135,264.7567208185837,0.45205258687533667,0.07765057044601854
KnowAir,89,91,538.8661578724636,0.48728853500443375,0.1464937993848311
KnowAir,92,159,543.72016091115,0.42153496341157753,0.08111334310954608
KnowAir,53,139,594.6768774673882,0.39461746190458696,0.08519272723984628
KnowAir,44,64,1150.9951400706614,0.27035382108818756,0.07399431342794295
KnowAir,80,85,632.0238980163103,0.5460258372374175,0.12180629159909935
KnowAir,99,107,527.3104071140083,0.4137498958987613,0.05622336848555525
KnowAir,15,44,1437.487835828312,0.20618344123929447,0.043678561768801444
KnowAir,30,158,556.8239841081815,0.5495195615909818,0.11712657409660028
KnowAir,88,151,993.7917420538909,0.4756780453826802,0.11934147747930712
KnowAir,69,178,580.6766074670905,0.4224289278796512,0.2144058201618214
KnowAir,131,165,1171.9126297472158,0.36940785326756403,0.18558395772673755
KnowAir,105,161,1190.0478369131183,0.26839347836605126,0.04211973751351404
KnowAir,86,166,121.9048112524694,0.7980051721561009,0.30251329849365854
KnowAir,67,154,664.8820949587713,0.3218963968335964,0.1800929668311053
KnowAir,7,61,616.9703689731126,0.12126979694732289,0.047145843104578866
KnowAir,121,152,596.746469756576,0.3324266239471976,0.19363410532290062
KnowAir,81,149,556.4439249112434,0.5227149116348668,0.1514834620916627
KnowAir,123,165,1212.1245302343082,0.29835414940422206,0.14455978729775582
KnowAir,132,173,735.5436003779153,0.41681633917625305,0.08214564073787053
KnowAir,78,135,635.508431505533,0.30618819455298163,0.10625327197846067
KnowAir,96,145,835.0113196198932,0.36845011929611904,0.1489534347949068
KnowAir,114,125,1573.5953039777114,0.1489988653863726,0.09467402010504365
KnowAir,84,94,652.4164720796097,0.4727808864096382,0.22820170019502742
KnowAir,2,20,568.0102290331582,0.22771260845903687,0.06193099313026473
KnowAir,49,51,353.0965696826247,0.38557969824755906,0.1582897254773944
KnowAir,127,143,586.1411316029506,0.2921251545440851,0.11777868754314078
KnowAir,98,150,701.1245651109372,0.3183467986627057,0.05804229484737908
KnowAir,29,130,143.88032590967973,0.7113279668032106,0.2569141899048175
KnowAir,46,64,1529.1715665604022,0.30628135442997245,0.07241723840565052
KnowAir,44,176,982.7865778850127,0.41014703512236295,0.15895523222145813
KnowAir,79,126,746.0090063183685,0.2986242770294112,0.12911494204582377
KnowAir,17,133,154.49476311399513,0.6850234966342765,0.16937383471475279
KnowAir,99,181,1247.9536978721464,0.21006817814216427,0.07554206920232916
KnowAir,1,120,422.37967808322253,0.3601121838421629,0.1707552275503287
KnowAir,21,103,506.97297161389076,0.35489149440061224,0.056754212777743056
KnowAir,81,165,698.1021767722642,0.5840727932422977,0.1206519762281836
KnowAir,5,153,548.4264677666588,0.4940560045928224,0.15056979134514345
KnowAir,91,92,72.72666275686366,0.7127055665084776,0.172866677640452
KnowAir,48,94,355.6954686816782,0.5313392428264161,0.23455633067610301
KnowAir,76,153,362.96376106300994,0.6017447906792837,0.14862262719151645
KnowAir,104,128,1294.9830721201579,0.11238284915959969,0.1510703214135437
KnowAir,63,89,1481.1165022069276,0.40298195091866645,0.0638209593168661
KnowAir,111,162,1031.9419275223177,0.451236059918502,-0.027477333537476997
KnowAir,43,94,786.9355846650682,0.46962977189222577,0.1645418195757803
KnowAir,7,26,1251.42785879286,0.023019560942776116,0.06837234281603548
KnowAir,138,154,252.37825570673138,0.53258735904795,0.11098028564540487
KnowAir,27,162,1065.2673845662862,0.3569335120804092,0.029253101237185646
KnowAir,110,147,611.9697226438356,0.367348325344445,0.10446026544432449
KnowAir,8,133,1115.8412114306802,0.16343339534711054,0.09377864117418426
KnowAir,65,88,1198.6966325285048,0.3865554911717466,0.12487068960667633
KnowAir,148,159,162.5084975219212,0.7459185163336538,0.2587461027701093
KnowAir,47,160,448.5334584017584,0.4881575796583812,0.17661975762036547
KnowAir,35,161,715.6278157228737,0.4231292714293246,0.07931390126982395
KnowAir,16,123,1131.7746648022046,0.01851062909673384,0.024031155283747788
KnowAir,96,133,1364.4561328949935,0.2844524260822982,0.11038700973683833
KnowAir,6,124,408.4079531513892,0.3431996047048123,0.05005753646747863
KnowAir,25,27,162.86376588191195,0.7226218064179306,0.24966910082982202
KnowAir,9,18,873.8698547018519,0.1372431883487054,0.10929363108853438
KnowAir,44,171,837.7115808258723,0.4969056934269998,0.08258938089970806
KnowAir,16,173,1183.607323900367,0.26108486512978224,0.07204325553312592
KnowAir,109,163,1251.5312430765175,0.3944771398861033,0.03478413772248935
KnowAir,105,138,759.8596347066101,0.18388185976522076,0.03585856600555832
KnowAir,78,154,400.98259660761016,0.4511196230049361,0.11621485820197748
KnowAir,55,120,447.34407778210795,0.3519223225652714,0.20381618850001565
KnowAir,59,134,870.7342263908288,0.27234624736096863,0.06713423184032488
KnowAir,48,137,1259.5717439347745,0.31897983371615246,0.1181154085690339
KnowAir,21,126,1125.5475215318768,0.18550979787635477,0.12821586783219052
KnowAir,40,80,845.6202669232788,0.4098292673623534,0.10279991751693994
KnowAir,28,168,1317.2580473137855,0.3480021617456264,0.020050159564584873
KnowAir,53,61,133.47568221465423,0.7134616685242247,0.24257727282226124
KnowAir,52,61,700.0097922399564,0.2978746561466558,0.09704218955722288
KnowAir,111,151,475.979062205841,0.5392442433842962,0.03879130073461613
KnowAir,47,133,906.305722196636,0.3982699915470491,0.10261317221912147
KnowAir,61,182,1040.9468358210186,0.29693734581900805,0.1198136744654148
KnowAir,4,181,1178.3841638931444,0.2519159578776974,0.0941398325320038
KnowAir,104,130,566.272433714466,0.3815606934330449,0.15606452926473946
KnowAir,75,110,713.9454155238992,0.3320070816379523,0.09621782625021276
KnowAir,89,119,923.777328697368,0.32270090276657226,0.10299555981762774
KnowAir,52,134,1184.8334641020026,0.20856186784022415,0.04923896490653399
KnowAir,7,134,1156.3137976049422,0.08738509787929742,0.06700655822409912
KnowAir,93,105,932.2084890951202,0.2929043650567781,0.1517215854202207
KnowAir,63,135,624.3301005338685,0.29356920809856535,0.04919307674963744
KnowAir,150,153,200.27381805046377,0.7273068674622841,0.21146313232058367
KnowAir,121,168,981.8109435672537,0.22608502401545164,0.14122200233224802
KnowAir,136,159,469.9278760663608,0.5806784725064197,0.16551569467456864
KnowAir,98,102,64.31846842218957,0.703245331537836,0.24620540793158718
KnowAir,88,127,1499.5415628617143,0.16942983843041573,0.08420836202466275
KnowAir,70,162,1758.0224790139316,0.1999427045141191,-0.02143130999638105
KnowAir,70,71,1105.1871943838262,0.22086717582739843,0.11114985861873485
KnowAir,117,172,668.6316150738284,0.5390720497481611,0.23576600480375498
KnowAir,60,113,597.3826919633792,0.40050883076601834,0.11954339462928545
KnowAir,120,130,839.0346759260685,0.1938576034278609,0.2281829164765989
KnowAir,66,177,771.4980462855151,0.37823717523827294,0.2512512234581107
KnowAir,92,134,896.5049518257804,0.33901717261194964,0.08958374038371143
KnowAir,57,168,1264.257656954029,0.29125909445863,0.043266578589022775
KnowAir,74,170,1024.842573061222,0.34206900094664827,0.02262595497904325
KnowAir,20,161,929.6544475745367,0.27592893406991037,0.037226930891208466
KnowAir,53,183,1025.9036657971583,0.2965066944627535,0.17888202235318054
KnowAir,56,183,1056.5170611228195,0.2596136901379283,0.17403772355962593
KnowAir,13,151,879.8071657112973,0.13344655478225126,0.07754641905527326
KnowAir,56,97,84.54418325266371,0.6416325001321141,0.19000383962516113
KnowAir,124,173,570.6936281043953,0.2891119168380959,0.16312807643787017
KnowAir,88,145,1198.609229413423,0.3850376032428826,0.1033903731194249
KnowAir,124,169,775.7914347227747,0.19613935527457793,0.26157509026379067
KnowAir,12,175,921.3592644029374,0.30968223248883964,0.08714139226713484
KnowAir,31,138,407.75235438398846,0.36159631329379255,0.03772344568867651
KnowAir,2,15,629.2221574133567,0.42414811465579627,0.09513990026892176
KnowAir,75,148,383.4255115555236,0.6039599563515696,0.1603295772564967
KnowAir,53,115,479.51618010037754,0.5051749352347009,0.17173440820505384
KnowAir,68,134,799.8434096148206,0.30032406464974787,0.12959040836857147
KnowAir,88,112,1442.4018542071158,0.37754027813628976,0.02506335108779991
KnowAir,2,132,500.1000027103547,0.33336971187723075,0.07465177323013622
KnowAir,116,175,1683.7158716020945,0.2904735297001727,0.12408319011959523
KnowAir,63,154,706.1682919994411,0.43515665742498577,0.08886558408357619
KnowAir,52,142,1391.9571963756216,0.14805560514755417,0.08930577423165777
KnowAir,15,130,772.6697994011157,0.28075452072484036,0.07917481523766358
KnowAir,42,43,468.84595071076916,0.5015418908098824,0.10177909220146442
KnowAir,10,31,1036.2165303719535,0.19599028147146008,0.0873137547841357
KnowAir,1,61,412.340337079353,0.33625727385698845,0.12491923638419335
KnowAir,15,163,1595.664597468098,0.23012335678655346,0.0073650453700041954
KnowAir,4,153,1100.1513222022584,0.2793709773565087,0.07382370693296526
KnowAir,1,85,1419.1805829073746,0.20125913005375748,0.0850430505935823
KnowAir,13,162,1093.9377134601611,0.1975166655423135,0.06051519152776353
KnowAir,46,57,1457.708296634967,0.3595023938972848,0.10946327880640082
KnowAir,154,167,1056.6627378573908,0.5292949241357086,0.1695247817078187
KnowAir,95,134,833.5352015672237,0.39368554745211337,0.10419120917993853
KnowAir,53,130,368.0865511788011,0.49661423471287036,0.17725656718045746
KnowAir,52,135,1227.7039639591708,0.14313453494697886,0.08732528876492371
KnowAir,112,160,974.8867088293136,0.45083770632536274,0.024505558838478908
KnowAir,21,29,104.90879176562831,0.8057327432843574,0.35572194027232057
KnowAir,3,129,287.2076014770419,0.5861043657612407,0.24545596337588793
KnowAir,16,31,150.40847797349818,0.6968903744739029,0.20246757936662088
KnowAir,65,168,980.4312319612435,0.37080549324103595,0.0998374354006962
KnowAir,163,178,394.2996831111124,0.4475808007375908,0.08529484928395582
KnowAir,92,101,1059.4280501637118,0.30734002741336736,0.10139803444417528
KnowAir,77,166,1086.863485927042,0.3217553611237928,0.09197414671209207
KnowAir,64,156,840.5613104075283,0.3331900723585187,0.07046440978839438
KnowAir,139,169,1069.7748600819646,0.436073066561756,0.10152979653660293
KnowAir,151,163,904.7414793906298,0.3930393431264838,0.10912275246411883
KnowAir,11,107,861.3886961880545,0.20479722400586212,0.04532091853515377
KnowAir,33,131,367.9995141574903,0.5071467875498461,0.10993937221419323
KnowAir,21,45,1135.4770885710168,0.36557083548167457,0.10941437596255227
KnowAir,3,103,302.10866844484315,0.4644930132003726,0.08473937867975484
KnowAir,33,72,176.02649816070422,0.7303915217960822,0.18700532406493156
KnowAir,15,34,914.0704737820098,0.25234897833055164,0.07063179893589121
KnowAir,5,157,682.9816081002045,0.2798495716329233,0.07419459237863331
KnowAir,77,155,475.5234030656353,0.4213749515934527,0.10444161858792513
KnowAir,74,118,235.92629012621265,0.5864107795674895,0.1674731716729111
KnowAir,19,173,1116.008792575388,0.3314275288202574,0.04899095130328849
KnowAir,157,159,200.25190222218907,0.6844115029915633,0.18364612337191577
KnowAir,133,135,121.91640555951696,0.6283795766265047,0.1846470801893949
KnowAir,132,170,1371.6190480835078,0.3499246482025129,-0.0005772143899933686
KnowAir,73,121,942.6206454989298,0.18049615003292904,0.06072942204429129
KnowAir,31,53,797.3230361163404,0.3492451903401654,0.08464401880778129
KnowAir,13,159,686.5193403894017,0.2254660892589614,0.11282880268376061
KnowAir,38,107,330.6835402343083,0.5907774602209932,0.11895483722912194
KnowAir,26,49,1596.2654839223542,0.2096750607054646,0.06745087844814139
KnowAir,54,97,197.98983093689728,0.5921394929275398,0.14980032817615388
KnowAir,103,147,769.5021119377252,0.2513183985080961,0.045515744620639335
KnowAir,114,145,752.7175169315913,0.3573846400866,0.07693610012314553
KnowAir,173,178,352.7372139994505,0.4502697738499528,0.1977641562112694
KnowAir,104,159,898.9234611750667,0.3558918990289725,0.10878496362906367
KnowAir,21,143,320.4341738223111,0.543907644908971,0.15665848772920618
KnowAir,18,111,77.43140489559467,0.7537426812901302,0.26525766649212124
KnowAir,54,65,262.61825306874647,0.6553237907530096,0.21774747826362645
KnowAir,110,168,1306.3851267292491,0.3525266268649904,0.03669881649970072
KnowAir,37,105,971.1993382623176,0.2534125064107218,0.10103674093534465
KnowAir,37,148,867.146547506606,0.3323601986177286,0.03547744488528756
KnowAir,85,89,51.03358311298869,0.8983493465475059,0.4077685450926645
KnowAir,61,178,808.822312406856,0.3077834731506903,0.11389965570897122
KnowAir,48,118,1020.6647855283641,0.38882269867896246,0.07889988791044601
KnowAir,41,73,827.359294066275,0.3510415212960961,0.07042228699326758
KnowAir,28,59,469.6585524886986,0.41918573154957756,0.11357103992818793
KnowAir,152,157,448.2611896904676,0.46787565934442005,0.13408598520136011
KnowAir,17,170,1518.252935817803,0.3066874604154488,0.015819564853889214
KnowAir,165,170,201.87169467735177,0.5388302921510045,0.10229876759550378
KnowAir,166,168,293.5170420429834,0.6391673634898546,0.2200900164369603
KnowAir,48,112,1525.168385215933,0.3493236604280386,0.06922520260220653
KnowAir,58,123,589.0550458668475,0.2870418384453514,0.1330614043522245
KnowAir,20,119,584.9696988944135,0.2665539855366883,0.13148710294416385
KnowAir,78,171,906.100279647662,0.39921229555734117,0.1130621661155088
KnowAir,10,178,870.1825688315248,0.34974836680078336,0.20782153761339364
KnowAir,19,154,598.7101522347072,0.48647070745123305,0.1072513554935871
KnowAir,72,102,581.5324546950387,0.3630805779247234,0.08762651989977226
KnowAir,1,11,206.2337611783378,0.6482487855767111,0.23835782609184036
KnowAir,106,132,541.3790782959894,0.3611140986250501,0.12514522268327583
KnowAir,26,74,894.0749984023505,0.32563842451127856,0.10926358552990684
KnowAir,2,149,414.9282824042658,0.4010399596543018,0.1077619852198088
KnowAir,111,175,1551.9120526137158,0.28723107996186276,0.040222170248681896
KnowAir,78,106,829.1230147857234,0.2677352492276832,0.10210246725502427
KnowAir,172,182,494.06375914076256,0.38316476487227746,0.22495032396806966
KnowAir,85,124,892.1073766482615,0.22802112512692913,0.1415776082142464
KnowAir,41,102,80.31385600097154,0.6756001905515322,0.19182853075305667
KnowAir,77,175,828.430377524495,0.24099048022790742,0.08598356008624695
KnowAir,87,102,1612.4128978716228,0.311346376986012,0.03877688641069856
KnowAir,20,56,327.89592151194074,0.40698740021406626,0.13226624029616385
KnowAir,51,122,528.3265146254654,0.22396793319413563,0.14948874957507788
KnowAir,177,182,233.64712452472924,0.4582625700905764,0.25495398707639455
KnowAir,40,138,668.5893917959816,0.18426886056736144,0.05907241085168986
KnowAir,33,115,298.23640730856346,0.6118194261783971,0.13174269394459054
KnowAir,82,130,560.1094394881433,0.5131113970433233,0.12780469977852557
KnowAir,7,65,619.0737580444643,0.154811038590312,0.07676803131626617
KnowAir,136,161,706.212144942538,0.43991068987341575,0.08441695894071297
KnowAir,55,182,964.0580644293346,0.28716503264035514,0.14894066780871928
KnowAir,35,50,1559.3215095456462,0.21897516327360622,0.04725542988941311
KnowAir,63,116,680.5420098176988,0.36830193178707543,0.09709021005256269
KnowAir,30,132,517.3350202975538,0.46603908964800506,0.10567936691668782
KnowAir,4,9,251.44849266173284,0.6262360602788654,0.2160446209289764
KnowAir,0,156,1039.1948258284315,0.11167370586124836,0.09174918041486445
KnowAir,42,75,160.81400404266913,0.770029403648176,0.26123067521867693
KnowAir,6,66,230.65824277710877,0.5004210122232776,0.13877455710903353
KnowAir,100,107,568.6652688931446,0.3954956755730924,0.0652048132326959
KnowAir,29,56,382.06453663474593,0.42162925404621465,0.15114771783360195
KnowAir,26,72,237.6247651797764,0.7356092015966095,0.21991147609895753
KnowAir,32,170,1692.8067357916848,0.3103205313456549,0.02864015421593191
KnowAir,170,180,625.0146376549117,0.37813623204985847,0.0840038653572475
KnowAir,99,174,946.5858477216182,0.21581742036995932,0.04034194199702819
KnowAir,48,120,838.1909983686977,0.3647677371370049,0.2322710377442182
KnowAir,28,91,1063.2861672303843,0.27902679095768984,0.08275847067723752
KnowAir,13,25,897.6856649481819,0.1365129825870339,0.08247259167023759
KnowAir,1,144,520.0602646101352,0.43068555221589583,0.12712841153444698
KnowAir,110,124,1040.5047967950443,-0.0011346119701851358,0.035874967536640545
KnowAir,1,137,816.6896375293629,0.18370512467049202,0.07294527745854239
KnowAir,20,180,1455.3253282450275,0.237552375639036,0.07670953365522369
KnowAir,10,183,973.3397789845037,0.2954829571274767,0.22344776676834707
KnowAir,42,162,810.7110341699238,0.3721479133824436,0.01020788851996196
KnowAir,6,118,588.9940901530663,0.419219485343739,0.1343940862071221
KnowAir,99,113,505.17258629906297,0.40631222845847426,0.05337954086374706
KnowAir,27,36,514.1644769416789,0.36581616065000916,0.1388019454675861
KnowAir,19,35,342.76519520193034,0.4459367167822327,0.07475518819387171
KnowAir,8,50,675.8693462108176,0.45392591186999487,0.0765485737359933
KnowAir,112,159,586.2029900344611,0.5260782766618924,0.07448354809334938
KnowAir,87,123,1257.4204039747856,0.29167028706347564,0.20232180651187237
KnowAir,155,163,621.2890548514898,0.500891415702225,0.07506848917862134
KnowAir,1,90,1374.7403038169264,0.1817464431847753,0.044297448666366264
KnowAir,36,47,1106.491174387608,0.34130386453049405,0.05880187848966547
KnowAir,119,149,282.63350340113595,0.4242037061837902,0.20578628823493184
KnowAir,56,168,1298.8231980603334,0.24249923626152822,0.051475955820839296
KnowAir,88,108,1586.2206053031812,0.28010191449717126,0.026807788306920655
KnowAir,25,112,48.49202990960742,0.8221564054774578,0.3977588058101204
KnowAir,5,77,193.48545088915003,0.626399662014848,0.15400695207489704
KnowAir,38,153,479.4612830008815,0.5436174999891872,0.19067334260085433
KnowAir,126,146,941.5157925025711,0.26296982550881354,0.1421181392710855
KnowAir,59,121,760.1193307117486,0.3047146761115314,0.10355455643734206
KnowAir,22,56,568.8604660372632,0.37343402138585097,0.13285873629850586
KnowAir,50,112,1313.2086876970966,0.1986128669567546,0.03859818998528846
KnowAir,25,52,959.20826681827,0.23613759575127832,0.10614449095233151
KnowAir,80,126,1177.2495946268527,0.24051048145430695,0.183121226588667
KnowAir,157,183,1015.2981763450672,0.2804722154067648,0.07069733383690115
KnowAir,42,67,166.7551273425465,0.6162470798245059,0.2043296523202976
KnowAir,81,119,578.1975654155242,0.3435271936460588,0.12453913700521355
KnowAir,108,170,1738.678692514121,0.22027957589045494,-0.006853542564526681
KnowAir,15,39,1257.5090601629704,0.20892575271698208,0.027093298152275486
KnowAir,5,16,877.1206117063427,0.1615491142823795,0.037534484816262544
KnowAir,128,153,953.7691902612943,0.12831540110529843,0.10958882761794744
KnowAir,90,110,1351.3745991532571,0.372579932798637,0.044146586925218265
KnowAir,59,152,1101.9318333194215,0.23110545130721744,0.07196359864354265
KnowAir,74,134,628.3022148653513,0.3727877683006602,0.08912527767609707
KnowAir,48,124,668.5460521776255,0.3075434410797629,0.2162039249231029
KnowAir,45,149,1014.1662162765795,0.4041533495802907,0.1881488566304386
KnowAir,71,87,1273.395373185041,0.39560950585325455,0.11314354927137191
KnowAir,54,169,1093.2828270844686,0.4684403372888803,0.016589738263256264
KnowAir,129,171,1903.6083428633242,0.16729823479528405,-0.03292016818430708
KnowAir,29,50,1049.3162741819904,0.2172370097317455,0.07365858321134296
KnowAir,58,106,431.1739728477182,0.47293849144171174,0.18751120407108826
KnowAir,16,159,767.5744523556654,0.34716997657529775,0.06435928409027528
KnowAir,19,131,387.1425951613165,0.44601769972235833,0.1492489681351511
KnowAir,21,169,969.9704293481122,0.4180730803265784,0.04580030448574987
KnowAir,19,110,58.10089064561675,0.8543054642378686,0.4150885963534772
KnowAir,141,178,1209.3821044875176,0.2601702830659018,0.16244330213949482
KnowAir,81,103,1142.7938410887825,0.23314043019601452,0.039029501039287706
KnowAir,68,159,514.6730972423486,0.3403983242932619,0.1865487438354044
KnowAir,25,63,360.5367851823222,0.520793486824454,0.10955374352025193
KnowAir,3,71,920.5336107360904,0.19780244329541938,0.10376968364758582
KnowAir,9,14,451.88747674499325,0.4827215176303188,0.1275523548512937
KnowAir,18,36,344.0896760266779,0.4804469352713806,0.1256580499066065
KnowAir,28,44,896.1492387934991,0.35319331189172953,0.09320137776425899
KnowAir,116,138,289.77691774983265,0.43265351583834255,0.0986038213342493
KnowAir,73,174,739.7608582922783,0.3256428758877203,0.09710078907949063
KnowAir,69,117,638.8255685414284,0.27756328794169205,0.17292860822885298
KnowAir,64,83,1127.5888882234135,0.2277461892625418,0.01940004036202417
