feature,past_hour,future_day,median,q25,q75,stations
wind_u,-3,2,0.10441257378034412,0.0726520337391213,0.1299780557405415,184
wind_u,-3,3,-0.0192154874199454,-0.03878438048390061,0.01647685102240472,184
wind_u,0,1,0.6431656076876378,0.5876389316317842,0.6787468938644149,184
wind_u,0,2,0.13417234480637347,0.09833035037295831,0.16392057577974758,184
wind_u,0,3,-0.009911598075838458,-0.031137945763010683,0.021825673776205284,184
wind_v,-69,1,-0.02553940348997718,-0.04944010148306102,-0.007526827592011571,184
wind_v,-69,2,-0.029475033213126292,-0.046333845146507714,-0.009450376996036175,184
wind_v,-69,3,-0.0201905565487143,-0.032773594130076654,-0.002308460685094625,184
wind_v,-66,1,-0.022751785966419632,-0.046870337351990934,-0.0068052869923856665,184
wind_v,-66,2,-0.03178591141606336,-0.047840626446446,-0.010837456628134633,184
wind_v,-66,3,-0.01782052099140858,-0.028766148665607883,-0.0020139579086041757,184
wind_v,-63,1,-0.020764752020015834,-0.04703422510905424,-0.00478906959390024,184
wind_v,-63,2,-0.03292774018187464,-0.04880363541339003,-0.012125680247582734,184
wind_v,-63,3,-0.016231130178659695,-0.031380348301119035,-0.0032732468876964923,184
wind_v,-60,1,-0.01747610075122745,-0.04742211726635405,-0.0027433294994380136,184
wind_v,-60,2,-0.03311667611634095,-0.04971136208834631,-0.01335849584394551,184
wind_v,-60,3,-0.016818727004665628,-0.03136141820471532,-0.003570650492357644,184
wind_v,-57,1,-0.016502058294762267,-0.04674434372709956,0.0006113548860270984,184
wind_v,-57,2,-0.03423787366244127,-0.048845541935059564,-0.01260847350157302,184
wind_v,-57,3,-0.01722784206162609,-0.03352616366117144,-0.003384491992416467,184
wind_v,-54,1,-0.017311355505252,-0.04502457020971509,0.0015344681536389568,184
wind_v,-54,2,-0.03225621153489813,-0.049069670161922346,-0.011078584739755776,184
wind_v,-54,3,-0.021339701118862506,-0.03634740792873725,-0.004079344754368843,184
wind_v,-51,1,-0.0176448155974405,-0.04456339077787444,0.00435821335993548,184
wind_v,-51,2,-0.029996348595728563,-0.04764440798628923,-0.008290713275317729,184
wind_v,-51,3,-0.0239112535664835,-0.039941081900120634,-0.005933834203247968,184
wind_v,-48,1,-0.017909814786268997,-0.04358436815133013,0.006004955278311139,184
wind_v,-48,2,-0.026622531584136827,-0.049084177591283064,-0.0074671084383367,184
wind_v,-48,3,-0.026930222088017812,-0.043349684417885365,-0.007182031740633403,184
wind_v,-45,1,-0.015591441254327654,-0.04241934359761014,0.008829983321356741,184
wind_v,-45,2,-0.024928399824917,-0.04914792847478362,-0.0066340351596175465,184
wind_v,-45,3,-0.028321695195124622,-0.045830985616642526,-0.008395643334364624,184
wind_v,-42,1,-0.009845671697071838,-0.04226882143520155,0.012986763064347913,184
wind_v,-42,2,-0.022277185504500974,-0.04635308073980234,-0.006397271655213099,184
wind_v,-42,3,-0.03078123610016232,-0.047182548143339505,-0.009643371748363197,184
wind_v,-39,1,-0.005503534431984669,-0.04045698871122934,0.021660562288572306,184
wind_v,-39,2,-0.020595079864366997,-0.04699074333449679,-0.004930544828330777,184
wind_v,-39,3,-0.03209514122467389,-0.0486349875928492,-0.011394557129546148,184
wind_v,-36,1,-0.0006951127484759829,-0.033755138247032995,0.0295394912373221,184
wind_v,-36,2,-0.017067895001304588,-0.046963286673163684,-0.002317854397646109,184
wind_v,-36,3,-0.03299022666953289,-0.0489753038481939,-0.012285839262294505,184
wind_v,-33,1,0.010340616124940024,-0.02822420766043946,0.04074953690669187,184
wind_v,-33,2,-0.01625456664528052,-0.04673150664479577,0.0006714578909303454,184
wind_v,-33,3,-0.03388382972943505,-0.048685117982219625,-0.011535026091157616,184
wind_v,-30,1,0.018796472288029772,-0.0165137106969366,0.05795477552324677,184
wind_v,-30,2,-0.01720601768147107,-0.04493336815536658,0.0019059060114433354,184
wind_v,-30,3,-0.031742924612185065,-0.04920312678517696,-0.009887885860249792,184
wind_v,-27,1,0.033000871492013084,-0.002920203006689972,0.08336394797203325,184
wind_v,-27,2,-0.017104561764794392,-0.04350947167653804,0.004303373448720373,184
wind_v,-27,3,-0.029562102466960522,-0.04770890851206254,-0.007406581068622763,184
wind_v,-24,1,0.05445575483262835,0.01465312617903909,0.11019123558025029,184
wind_v,-24,2,-0.01757211345388827,-0.042843128148440185,0.006157334039814686,184
wind_v,-24,3,-0.025748889199471277,-0.04872711065899671,-0.0064977195911388235,184
wind_v,-21,1,0.08733172439001285,0.04467098664102338,0.1479808635574239,184
wind_v,-21,2,-0.015270366040306006,-0.041425331746421996,0.009372548879759636,184
wind_v,-21,3,-0.024255177893650115,-0.04869887823627087,-0.00572096794418013,184
wind_v,-18,1,0.12643838678201424,0.08216698869980157,0.19523235986454207,184
wind_v,-18,2,-0.009836572981009532,-0.041783586044721197,0.01352429034469614,184
wind_v,-18,3,-0.021469955652519267,-0.04559145626785199,-0.005197382139601728,184
wind_v,-15,1,0.1772635525969325,0.12243991639105518,0.25077201168114543,184
wind_v,-15,2,-0.005532519680400333,-0.04016604315175053,0.021274297310703818,184
wind_v,-15,3,-0.01955791039015447,-0.04561095896533058,-0.0040861394591197465,184
wind_v,-12,1,0.23749103319412543,0.18007029714444178,0.31426216949827385,184
wind_v,-12,2,-0.00011125501775375836,-0.03328730530073341,0.02988151248064181,184
wind_v,-12,3,-0.016874274480452825,-0.045669766526157965,-0.002014589128120688,184
wind_v,-9,1,0.3133886569463813,0.24837579392195383,0.3888493977074433,184
wind_v,-9,2,0.009473660391591606,-0.027493496473608697,0.04147794175505949,184
wind_v,-9,3,-0.01424356849953164,-0.045079684973198426,0.0009911423327228937,184
wind_v,-6,1,0.4002137000662267,0.3310510688346693,0.47213435849520924,184
wind_v,-6,2,0.018294435436708653,-0.01647956867321365,0.05688537178642966,184
wind_v,-6,3,-0.015233255086572861,-0.04356789021368328,0.0021585282364014386,184
wind_v,-3,1,0.5022669568597176,0.4230594978810044,0.5647038183046307,184
wind_v,-3,2,0.03253480772845167,-0.002604537425944226,0.08243825767515113,184
wind_v,-3,3,-0.01577273418618537,-0.04239018888500845,0.005721281748198612,184
wind_v,0,1,0.6164966782028029,0.5445557967564573,0.6652696757252531,184
wind_v,0,2,0.05433365849686653,0.01492502605590489,0.10900170544355425,184
wind_v,0,3,-0.01603338850274097,-0.04018279569822464,0.00631235731781425,184
pbl,-69,1,0.035927105131097974,0.0057065617705558715,0.05759558285317708,184
pbl,-69,2,0.019086828314085463,-0.005992357654267066,0.04139055821090519,184
pbl,-69,3,0.016039380949319636,-0.0009039789164286856,0.03832655732380362,184
pbl,-66,1,0.03706851494253537,0.01045393009510048,0.060563817833594186,184
pbl,-66,2,0.0215903028446546,-0.0061556909517450995,0.04438657159179586,184
pbl,-66,3,0.017273747106079616,3.589023591490662e-05,0.04023915237916275,184
pbl,-63,1,0.036794430164176765,0.011521817197651964,0.06311609940101053,184
pbl,-63,2,0.022219855408068697,-0.007744008358649461,0.04495394886665399,184
pbl,-63,3,0.017677976509898233,-0.0005871375418028313,0.04120123225930048,184
pbl,-60,1,0.03649095478379691,0.01597935779029844,0.06420765698699474,184
pbl,-60,2,0.024761262691562782,-0.005791070274006119,0.046854401133419654,184
pbl,-60,3,0.015688270254382325,-0.002656500703520205,0.03905813759417981,184
pbl,-57,1,0.03820130156923653,0.01924028364839335,0.0640948066080565,184
pbl,-57,2,0.02582428128333447,-0.0058274965123336015,0.04876907802169208,184
pbl,-57,3,0.013628013238869776,-0.004109592147640435,0.03880202483290786,184
pbl,-54,1,0.03935036939125852,0.022275447775301105,0.06522124403652373,184
pbl,-54,2,0.0278180453145849,-0.0031327981110099126,0.051188808662408866,184
pbl,-54,3,0.013176807539101934,-0.00494311499260289,0.03748325678111179,184
pbl,-51,1,0.04271890539305343,0.02665400689994672,0.06722979098273485,184
pbl,-51,2,0.030663460065581627,-0.001279488135097602,0.05253563995513577,184
pbl,-51,3,0.01427373314848173,-0.004877417382016358,0.037408069309188344,184
pbl,-48,1,0.0507370089742858,0.03426031244740726,0.07527411241802384,184
pbl,-48,2,0.032786119993901776,0.001649218046806703,0.054964919361729966,184
pbl,-48,3,0.016773668805871552,-0.003992081575867628,0.03817771481025888,184
pbl,-45,1,0.06310282668085833,0.04749519674869016,0.08834950769929695,184
pbl,-45,2,0.03584119884965183,0.006452583550688258,0.057937770766082836,184
pbl,-45,3,0.019830628653043886,-0.005735243116438405,0.04130389071260208,184
pbl,-42,1,0.07512869046779519,0.05612660241317741,0.09838203236642996,184
pbl,-42,2,0.03784265096671051,0.010675405335901951,0.06047900463041422,184
pbl,-42,3,0.021963657901665733,-0.005715408691857107,0.044403294433043985,184
pbl,-39,1,0.08090365912637902,0.06274361778609629,0.10373395187544583,184
pbl,-39,2,0.03777186981588418,0.012187980087633533,0.06299669769257871,184
pbl,-39,3,0.022578299410447776,-0.0066707874569872,0.045010432121950286,184
pbl,-36,1,0.08543111227151856,0.06941549847969765,0.10631750525643016,184
pbl,-36,2,0.037411135225132286,0.016581285409151603,0.06417941036605614,184
pbl,-36,3,0.02476790566587376,-0.005531355460382484,0.046972757500860995,184
pbl,-33,1,0.09172705181766468,0.07607743537880873,0.10908636005997291,184
pbl,-33,2,0.03825947868736515,0.01967486938985174,0.06456501773290449,184
pbl,-33,3,0.02664166629529459,-0.004171921620974182,0.049127162381823145,184
pbl,-30,1,0.0992107181750774,0.0832484341447245,0.11374413776562461,184
pbl,-30,2,0.03941008716662109,0.022417035200021737,0.06608704044375718,184
pbl,-30,3,0.028505482832025225,-0.002401561663437836,0.05131081944345943,184
pbl,-27,1,0.1107126621250138,0.09388458278133625,0.1270139823598077,184
pbl,-27,2,0.04271800236992324,0.026099935191202895,0.06751880115659306,184
pbl,-27,3,0.03126428423555616,-0.0002277540371961299,0.05313903182021822,184
pbl,-24,1,0.1392277802619874,0.1177410888456093,0.1543381740674384,184
pbl,-24,2,0.05057780146659701,0.03433784406547136,0.07548269008918757,184
pbl,-24,3,0.03321304494791428,0.0022736829303437196,0.05542234639011652,184
pbl,-21,1,0.18432566452410787,0.16043275549840752,0.2022774974082428,184
pbl,-21,2,0.0633227094122164,0.04743145652032926,0.08829357772440526,184
pbl,-21,3,0.0368168359654322,0.007579734406425138,0.05838314084481061,184
pbl,-18,1,0.21603325130140505,0.19020279357579606,0.24036680011085831,184
pbl,-18,2,0.07576267395198467,0.055673634782351815,0.09961450471276731,184
pbl,-18,3,0.03807813903748089,0.011094831326374788,0.060817455059434415,184
pbl,-15,1,0.2348536153423269,0.20439517135891538,0.26254046434176626,184
pbl,-15,2,0.08136424129378264,0.06287245457931662,0.10454342682091074,184
pbl,-15,3,0.0386135572392192,0.013118040957243643,0.06295936146303314,184
pbl,-12,1,0.24493236873059882,0.21143865757460756,0.2779801672387962,184
pbl,-12,2,0.08577425728032481,0.06941811693441637,0.10722042811159681,184
pbl,-12,3,0.038617414399159486,0.017423449757605694,0.06436105095099927,184
pbl,-9,1,0.255048867287444,0.21823306814451254,0.29372398812475514,184
pbl,-9,2,0.0923234644787835,0.07585069740104218,0.10991284932375806,184
pbl,-9,3,0.03891007956171137,0.02087290906723575,0.06527066373519887,184
pbl,-6,1,0.2743261337608706,0.23084800352077728,0.31633123185573064,184
pbl,-6,2,0.09984960156464645,0.08324346383725331,0.11437707348554775,184
pbl,-6,3,0.03999411606555798,0.022913472646378837,0.06637429849713729,184
pbl,-3,1,0.30827130460492225,0.2649328064404682,0.3580678031436681,184
pbl,-3,2,0.11127868123303682,0.09421432378847136,0.12739320920097952,184
pbl,-3,3,0.04324217182002962,0.02814860524628792,0.0680325446266447,184
pbl,0,1,0.3851457339658765,0.3422727156617531,0.43994229774807797,184
pbl,0,2,0.13972680819584038,0.11915843490077273,0.15495344055901272,184
pbl,0,3,0.050767541901913286,0.03573466291097836,0.07563844632917603,184
ventilation,-69,1,-0.014736203164399806,-0.03088253564335467,0.006132835533145392,184
ventilation,-69,2,-0.01871069660493918,-0.028775307006653067,-0.0021834391252314356,184
ventilation,-69,3,-0.004040109107052464,-0.01890572371777697,0.00794164153225304,184
ventilation,-66,1,-0.01323035902954748,-0.02863193923079502,0.007130661084719629,184
ventilation,-66,2,-0.018597087363108868,-0.03108690098515969,-0.001212880763942326,184
ventilation,-66,3,-0.00571325119466831,-0.019869984017326727,0.005808278743103431,184
ventilation,-63,1,-0.01136369741156788,-0.02591751575085769,0.008101226369792948,184
ventilation,-63,2,-0.01771584730350772,-0.03151425253603645,0.00022128249783612527,184
ventilation,-63,3,-0.008543146973111166,-0.021659172246727493,0.0039000300496995536,184
ventilation,-60,1,-0.008695728297488525,-0.023296205000679363,0.009589865931291644,184
ventilation,-60,2,-0.018713608129517303,-0.032684814484190604,0.0014502203900097264,184
ventilation,-60,3,-0.011080019937621637,-0.02352550566630844,0.0028411058788051164,184
ventilation,-57,1,-0.006996584545231643,-0.02155352597090853,0.013174415956268741,184
ventilation,-57,2,-0.018944058011263844,-0.03355462799946534,0.0022763920496489507,184
ventilation,-57,3,-0.014579699497593758,-0.025517677256797194,0.0015455862465454074,184
ventilation,-54,1,-0.0024905012650564885,-0.017921396470803985,0.014356623764144172,184
ventilation,-54,2,-0.018713134220319783,-0.03507610864471957,0.0022605902833607683,184
ventilation,-54,3,-0.01641366294197762,-0.026547343895320877,-0.0006079687508966368,184
ventilation,-51,1,0.003439249076902632,-0.013968467308958146,0.016736850572443396,184
ventilation,-51,2,-0.018295547855320796,-0.03442192598076726,0.002673699662750453,184
ventilation,-51,3,-0.017957409811620383,-0.02723119071577196,-0.0026804388534589817,184
ventilation,-48,1,0.009928459465765892,-0.006459461786094952,0.02157794803755198,184
ventilation,-48,2,-0.0178202193975428,-0.03237924051243683,0.0027005152796355813,184
ventilation,-48,3,-0.019717933025972672,-0.027712911319888286,-0.003629464384766133,184
ventilation,-45,1,0.019658860435348084,0.003375173951107857,0.02945903709039016,184
ventilation,-45,2,-0.014747675285889264,-0.030759638467096208,0.00634598487836588,184
ventilation,-45,3,-0.018907830271651865,-0.028673964996821615,-0.001824160445252061,184
ventilation,-42,1,0.028845248250659573,0.013279637326996182,0.038927484571201626,184
ventilation,-42,2,-0.012936102994389138,-0.028520815780993414,0.007130589100935437,184
ventilation,-42,3,-0.018520323806890317,-0.03094174438451583,-0.0011834499348420881,184
ventilation,-39,1,0.03674298135408188,0.019694680618158517,0.05166166292770497,184
ventilation,-39,2,-0.011038788845876817,-0.02547427990167118,0.00812956174422141,184
ventilation,-39,3,-0.017564676854880494,-0.03129023214916078,0.0002188657767610526,184
ventilation,-36,1,0.04560640211140119,0.02508897130506823,0.06424123210624405,184
ventilation,-36,2,-0.0083044413107984,-0.023304686089661415,0.009664503794263424,184
ventilation,-36,3,-0.018669541736416363,-0.03256920016974482,0.0012742648984950668,184
ventilation,-33,1,0.05347797463417232,0.03284657554443465,0.08026064630442604,184
ventilation,-33,2,-0.006821601100599321,-0.021252867146156283,0.013247994868856453,184
ventilation,-33,3,-0.018767097223453544,-0.033273967719005516,0.002488098197255703,184
ventilation,-30,1,0.0642820175511371,0.04370761527749817,0.0997815838222594,184
ventilation,-30,2,-0.0020944041313768072,-0.01766096142216958,0.014324751967704458,184
ventilation,-30,3,-0.018458257900439194,-0.03475774163378147,0.0022908980084093977,184
ventilation,-27,1,0.08265016381831407,0.05587499735144759,0.12066968107647494,184
ventilation,-27,2,0.0032201322328696985,-0.013391282754313021,0.01666843455249606,184
ventilation,-27,3,-0.017910726434457652,-0.03417545710125053,0.002930685910105705,184
ventilation,-24,1,0.10400144647637241,0.07506293071431831,0.1515097316653488,184
ventilation,-24,2,0.010243517785345628,-0.00646984438667219,0.021735529451393384,184
ventilation,-24,3,-0.017352684523555744,-0.03237416518539156,0.0024547151947641255,184
ventilation,-21,1,0.13817932417928752,0.10366562535341611,0.192267276008065,184
ventilation,-21,2,0.019369786836844254,0.003004912168842227,0.028249273617835403,184
ventilation,-21,3,-0.01459539017593409,-0.03028521382821607,0.006362090495299099,184
ventilation,-18,1,0.17128602702835932,0.1271440444552216,0.23366928385669267,184
ventilation,-18,2,0.028827697980540336,0.013352074903902101,0.038882326184199484,184
ventilation,-18,3,-0.012829983465083059,-0.028577141442536588,0.007266081695831125,184
ventilation,-15,1,0.1968200678318769,0.14819537948042538,0.27170758650746546,184
ventilation,-15,2,0.036595820903762545,0.019830910847875766,0.051443256507951195,184
ventilation,-15,3,-0.010421381449776036,-0.025237170965650844,0.008135107002806717,184
ventilation,-12,1,0.21873547720940223,0.16648367812103945,0.31152230254518154,184
ventilation,-12,2,0.045729315708149754,0.025123729888633935,0.06436530924314138,184
ventilation,-12,3,-0.008604216789937367,-0.02345025618026327,0.0097683851070933,184
ventilation,-9,1,0.25000289181801877,0.1948463238819077,0.3543758152098845,184
ventilation,-9,2,0.053004542529911394,0.033297879577521484,0.08076166534476328,184
ventilation,-9,3,-0.0060209234729055065,-0.021470761434465864,0.013172222152218267,184
ventilation,-6,1,0.2930640011631145,0.23370503378359556,0.4032618613427625,184
ventilation,-6,2,0.06452075223439185,0.04370677408040522,0.10000397918561336,184
ventilation,-6,3,-0.001534594091692323,-0.017876867931856513,0.01424201647850628,184
ventilation,-3,1,0.3581062754294789,0.29535420618561103,0.4704568456188169,184
ventilation,-3,2,0.08329851224736608,0.0560763846591616,0.12074149596315098,184
ventilation,-3,3,0.003503462086185516,-0.013359246343519164,0.016844247030444747,184
ventilation,0,1,0.4589466553870085,0.404262652973712,0.5617833661124597,184
ventilation,0,2,0.10400717586430847,0.07514529375371831,0.15155391838603283,184
ventilation,0,3,0.01048172719377595,-0.006404007291671007,0.02209908469129651,184
dewpoint_deficit,-69,1,0.16811598985837986,0.13297942694788653,0.20145155674268508,184
dewpoint_deficit,-69,2,0.13153697372329953,0.09633892252368217,0.16768543650144585,184
dewpoint_deficit,-69,3,0.10791454826773596,0.06736686022482863,0.14579807815896043,184
dewpoint_deficit,-66,1,0.1753718089244595,0.14069415297583004,0.20979214056010245,184
dewpoint_deficit,-66,2,0.13493822823519813,0.10123661002994834,0.17174314090468112,184
dewpoint_deficit,-66,3,0.11202912448696542,0.07317330475796095,0.14803758919616972,184
dewpoint_deficit,-63,1,0.18000527867392715,0.14726532793667954,0.21554404367086732,184
dewpoint_deficit,-63,2,0.13862329560064943,0.10522806692395754,0.17596662464169902,184
dewpoint_deficit,-63,3,0.11457953149363231,0.07745975864964191,0.15197491970515548,184
dewpoint_deficit,-60,1,0.1858773242253253,0.15369528934086674,0.22211346955988892,184
dewpoint_deficit,-60,2,0.14244994544892903,0.10890075325385716,0.17713346315051293,184
dewpoint_deficit,-60,3,0.11686781221790876,0.0811913986787737,0.1547293800292691,184
dewpoint_deficit,-57,1,0.19088073484306373,0.15893237556825773,0.22837527030161348,184
dewpoint_deficit,-57,2,0.14510700079972494,0.11138602126796773,0.17967722616266324,184
dewpoint_deficit,-57,3,0.11833759271451733,0.0838862696087598,0.15706799199816157,184
dewpoint_deficit,-54,1,0.19782541028977274,0.1658281140491189,0.23435232845132625,184
dewpoint_deficit,-54,2,0.14937359212756912,0.11553559710566227,0.1838793929742,184
dewpoint_deficit,-54,3,0.12145782695658938,0.08622889406882446,0.1593701066344939,184
dewpoint_deficit,-51,1,0.20741134808878653,0.173758996321896,0.24346067196823618,184
dewpoint_deficit,-51,2,0.1542008943008149,0.1188309562675317,0.18811899889900005,184
dewpoint_deficit,-51,3,0.12475997606465553,0.08743782965701152,0.16055418117917344,184
dewpoint_deficit,-48,1,0.21948045884824802,0.1851782408037166,0.25509967770168296,184
dewpoint_deficit,-48,2,0.16063684896741626,0.12429894260858909,0.19321807919317005,184
dewpoint_deficit,-48,3,0.12957278959175997,0.0916194689542505,0.16303567698770005,184
dewpoint_deficit,-45,1,0.23451911458986074,0.2008786445160316,0.26755969696667925,184
dewpoint_deficit,-45,2,0.16760277881352142,0.13268863191396618,0.20190924858199075,184
dewpoint_deficit,-45,3,0.13126329721800992,0.0966308017072798,0.16643213191445164,184
dewpoint_deficit,-42,1,0.25243343907103055,0.21523849052982524,0.28061341302257264,184
dewpoint_deficit,-42,2,0.1747521361520031,0.14145431494873012,0.20952274766538387,184
dewpoint_deficit,-42,3,0.13497976983839188,0.1014023455514208,0.17116767126340815,184
dewpoint_deficit,-39,1,0.2659829764306745,0.22716679705950243,0.2941322169151157,184
dewpoint_deficit,-39,2,0.17981361782037414,0.1468524359497788,0.2150419157973799,184
dewpoint_deficit,-39,3,0.13939882121014688,0.10582957801453682,0.1755011194047014,184
dewpoint_deficit,-36,1,0.2786395932909882,0.23880935218740967,0.30758903515515107,184
dewpoint_deficit,-36,2,0.18473203793677045,0.15299757026603705,0.22215724193654202,184
dewpoint_deficit,-36,3,0.1428438589191216,0.10907881910416346,0.177261201441163,184
dewpoint_deficit,-33,1,0.29326526602403324,0.25167492736192404,0.32196704198372145,184
dewpoint_deficit,-33,2,0.19003616125665868,0.15824488606755724,0.22759297633428438,184
dewpoint_deficit,-33,3,0.14594331022924156,0.11187651483580334,0.17994299417606538,184
dewpoint_deficit,-30,1,0.3109075106315532,0.2707003746895018,0.3401568120004308,184
dewpoint_deficit,-30,2,0.197253448898496,0.16525546363276256,0.23381939420223646,184
dewpoint_deficit,-30,3,0.150227188269034,0.11598271495046489,0.18306397697889995,184
dewpoint_deficit,-27,1,0.3342182812009703,0.2929055061958565,0.3642598659430848,184
dewpoint_deficit,-27,2,0.20745350504033752,0.1739457753959612,0.24165812442274548,184
dewpoint_deficit,-27,3,0.15509235693461576,0.11951387724274516,0.1874095711760664,184
dewpoint_deficit,-24,1,0.36544326719388764,0.32469607878976614,0.3936162886059919,184
dewpoint_deficit,-24,2,0.2190160088189129,0.18472139600836632,0.2546935333019721,184
dewpoint_deficit,-24,3,0.16151938135326427,0.12527652276607879,0.1933961109649449,184
dewpoint_deficit,-21,1,0.4047354489698711,0.3606994636207119,0.4307125122775479,184
dewpoint_deficit,-21,2,0.2334773807192087,0.19999379900021003,0.2675449975707094,184
dewpoint_deficit,-21,3,0.16736034961951265,0.1336793575014828,0.2021397647649689,184
dewpoint_deficit,-18,1,0.44327816417075094,0.4009913527202733,0.47257058589759676,184
dewpoint_deficit,-18,2,0.2517037080493882,0.21401640042890083,0.28125826867495696,184
dewpoint_deficit,-18,3,0.1744910894300262,0.14198775685585557,0.20980452467417782,184
dewpoint_deficit,-15,1,0.47881852083209253,0.4403016629965555,0.5075792813357476,184
dewpoint_deficit,-15,2,0.26620436520635915,0.22637897918445482,0.29396883028580423,184
dewpoint_deficit,-15,3,0.18040122685886503,0.14702328719755414,0.21567709911709088,184
dewpoint_deficit,-12,1,0.509050725376677,0.47365851500808387,0.5388887247965465,184
dewpoint_deficit,-12,2,0.2788766442304401,0.23831061308897333,0.30803044840939736,184
dewpoint_deficit,-12,3,0.18532728370390494,0.15252241815176162,0.2219522901667949,184
dewpoint_deficit,-9,1,0.5411229687042429,0.5079334333308351,0.5700989220648054,184
dewpoint_deficit,-9,2,0.2936441265103171,0.2518476974313979,0.3222314401014473,184
dewpoint_deficit,-9,3,0.19070326290755604,0.15812078813014763,0.2276770060137485,184
dewpoint_deficit,-6,1,0.5774461850434822,0.5474567794229767,0.6082889535677017,184
dewpoint_deficit,-6,2,0.3110077564240957,0.2706460940779772,0.3393997016926378,184
dewpoint_deficit,-6,3,0.1979007890849217,0.16521296961320842,0.23392063018919204,184
dewpoint_deficit,-3,1,0.6284734604976445,0.5994469985514441,0.6571600040198398,184
dewpoint_deficit,-3,2,0.3346345659082339,0.2936647794031495,0.3644182320514718,184
dewpoint_deficit,-3,3,0.20804942883318397,0.17320522627074908,0.24254246805305973,184
dewpoint_deficit,0,1,0.6915921566628764,0.6712642179869468,0.7212083363911264,184
dewpoint_deficit,0,2,0.365903786372448,0.32495808309955276,0.3936067032867083,184
dewpoint_deficit,0,3,0.21911916177506202,0.18453427992283944,0.2551933624954188,184
log_precipitation,-69,1,-0.0015514549062247108,-0.02121515013028837,0.018878502298084847,184
log_precipitation,-69,2,0.02265192918419056,0.00822433306509747,0.03393667958139138,184
log_precipitation,-69,3,0.014865907329729863,-0.0009831271490922321,0.02850743752882798,184
log_precipitation,-66,1,-0.0013937148670580015,-0.0209323098103237,0.01886185714405877,184
log_precipitation,-66,2,0.02132658132817848,0.004117687409465196,0.03398230878738987,184
log_precipitation,-66,3,0.017102587488638504,0.0008885849085052983,0.029426165292095886,184
log_precipitation,-63,1,0.0005896266685636109,-0.01956580270649728,0.0187237138769107,184
log_precipitation,-63,2,0.017241615751182465,-0.001556248970084077,0.03286509838838212,184
log_precipitation,-63,3,0.01815796168808985,0.001575237717426528,0.03226056364230377,184
log_precipitation,-60,1,0.0012724224234342287,-0.01842942166676694,0.01912865776772266,184
log_precipitation,-60,2,0.0111100324181721,-0.006810447925397335,0.03234629662950907,184
log_precipitation,-60,3,0.020884731107340872,0.004733185047897492,0.03382894173469986,184
log_precipitation,-57,1,0.002760089352966495,-0.01732843549645164,0.02230630202030373,184
log_precipitation,-57,2,0.00807124831347024,-0.012515372921790157,0.028686876662559122,184
log_precipitation,-57,3,0.022036828595136938,0.007823646321140456,0.03462223661252582,184
log_precipitation,-54,1,0.0032566345862385677,-0.015827109803066914,0.022284857561779777,184
log_precipitation,-54,2,0.004110412057152449,-0.017936526023486964,0.025744562343887896,184
log_precipitation,-54,3,0.023112056894064696,0.007989983122512171,0.03565286561681867,184
log_precipitation,-51,1,0.006739520637167063,-0.01485295797561173,0.023007375128382804,184
log_precipitation,-51,2,0.0015079524959309832,-0.020539431326327108,0.022768235623484682,184
log_precipitation,-51,3,0.023755045330824627,0.01117314239516834,0.037165652430995996,184
log_precipitation,-48,1,0.008287042336884941,-0.011942156968786732,0.024174381520626332,184
log_precipitation,-48,2,-0.0016688329213074256,-0.021324189997456285,0.020288415150239287,184
log_precipitation,-48,3,0.023488444005638123,0.01184222924797267,0.03625995646466508,184
log_precipitation,-45,1,0.009249701924878423,-0.01149819094954401,0.026910955532699662,184
log_precipitation,-45,2,-0.001595937412574181,-0.021187680841204534,0.018802209066315877,184
log_precipitation,-45,3,0.02265773128618881,0.008227893065066159,0.03393781768656655,184
log_precipitation,-42,1,0.0097439724349948,-0.011671977747683936,0.029579995555134655,184
log_precipitation,-42,2,-0.0013890867935271514,-0.020923359285806936,0.01883231473204764,184
log_precipitation,-42,3,0.021344212084223362,0.004110236030895621,0.0340989707360153,184
log_precipitation,-39,1,0.012539260605778275,-0.00907168443500237,0.03446976036513212,184
log_precipitation,-39,2,0.000583788293760792,-0.01956463727170236,0.01861181284732224,184
log_precipitation,-39,3,0.017230155630779745,-0.0015158557417522356,0.032984768247281845,184
log_precipitation,-36,1,0.015409301044657096,-0.004072994424199886,0.037423760100888916,184
log_precipitation,-36,2,0.001281053988992492,-0.018433985110514462,0.018939552769109583,184
log_precipitation,-36,3,0.011179183071070874,-0.006804198977902086,0.032438845327280745,184
log_precipitation,-33,1,0.01471549480807075,-0.001180629676640425,0.04110591177454943,184
log_precipitation,-33,2,0.002761026500472539,-0.017345447437139803,0.02224323444365723,184
log_precipitation,-33,3,0.008076900929066391,-0.012517081826512129,0.02876464286552886,184
log_precipitation,-30,1,0.019747820031199185,0.002546088465885024,0.045438031326320995,184
log_precipitation,-30,2,0.0032359174157888435,-0.01582559950080959,0.02226676853256039,184
log_precipitation,-30,3,0.004100837925170148,-0.01797948197342659,0.02574712764565276,184
log_precipitation,-27,1,0.027771714414578496,0.0078080066497937094,0.05508745243914218,184
log_precipitation,-27,2,0.006724839967724125,-0.014863699035162109,0.02302028755209421,184
log_precipitation,-27,3,0.0015120736027270194,-0.020545305818283587,0.022641727442640643,184
log_precipitation,-24,1,0.04016819507058376,0.016141542583676456,0.06747544533723508,184
