feature,lead_hour,distance_bin,bearing_source_to_target,edges,median_cross_r,median_partial_r,q25_partial_r,q75_partial_r
pressure,3,>=1600,SE,86,0.3752485279918487,0.19894201666202593,0.1477855090877966,0.2401510833873785
pressure,3,>=1600,SW,227,0.41054137671973234,0.13391761558040907,0.09894486294210071,0.1762379053613265
pressure,3,>=1600,W,91,0.5424273866535815,-0.03727618747269128,-0.05577277819182705,-0.02061087447881644
pressure,3,>=1600,NW,86,0.32751669617707124,-0.12276307708914544,-0.16496011433348567,-0.06178682473162516
pressure,6,<50,N,16,0.9537227936699266,-0.13391998774402514,-0.28240731684643705,-0.03366844618759595
pressure,6,<50,NE,11,0.9579669659642459,0.18792015462570666,0.09142375856955724,0.2272138341887885
pressure,6,<50,E,12,0.9579616454183735,0.31837072091670815,0.15235295759099188,0.4111443673006439
pressure,6,<50,SE,11,0.9598277192518528,0.38765567433513437,0.3269293518592344,0.41695726382324894
pressure,6,<50,S,16,0.9572493007819218,0.16764447968906437,0.054003478186607626,0.32252873470284543
pressure,6,<50,SW,11,0.9513069615626194,-0.1323334688059969,-0.1838555550805806,-0.054023268870345934
pressure,6,<50,W,12,0.9494917418263475,-0.2833462831274673,-0.38574071290946693,-0.10987839557952768
pressure,6,<50,NW,11,0.9481638848869379,-0.3392145562464386,-0.38705814183717524,-0.2943415158417637
pressure,6,50-100,N,51,0.9451697244338708,-0.21500754997821966,-0.31235320428546,-0.03999204388444258
pressure,6,50-100,NE,53,0.9556827830830681,0.06807877599674225,-0.11803052604124714,0.2504046644143685
pressure,6,50-100,E,49,0.9615438367627462,0.39876447021388745,0.24937528499325837,0.43926408717375987
pressure,6,50-100,SE,58,0.9627377049231967,0.4289884570017535,0.3545556572259632,0.4477442898849025
pressure,6,50-100,S,51,0.9580769297836238,0.283772489860283,0.12130094870897919,0.3991058173402211
pressure,6,50-100,SW,53,0.9509076279129138,-0.007023588210678147,-0.18077524273587478,0.18635823233920176
pressure,6,50-100,W,49,0.9426465403639986,-0.3419311848349205,-0.37284398956903336,-0.1840339308171329
pressure,6,50-100,NW,58,0.9411027825394678,-0.35348519944411794,-0.38378634637221504,-0.28899035413573765
pressure,6,100-200,N,189,0.9243134683000418,-0.2388550133969872,-0.3272964355180194,-0.14020088633745087
pressure,6,100-200,NE,176,0.9448569641679685,0.06222811679764625,-0.11734282098418258,0.20867303243479507
pressure,6,100-200,E,178,0.9606768746197676,0.4082253062735698,0.25494558899925823,0.46371128985161547
pressure,6,100-200,SE,167,0.9629155408130496,0.44769037012080753,0.38886439501704556,0.47944278459420003
pressure,6,100-200,S,189,0.9567894586701482,0.34511782147247705,0.2443700581751292,0.45015983875880966
pressure,6,100-200,SW,176,0.9439788646337879,0.03168067072100755,-0.12586328022044294,0.1929311557615521
pressure,6,100-200,W,178,0.9247071808905407,-0.3103585476605959,-0.36527473394297216,-0.1508280652842777
pressure,6,100-200,NW,167,0.9187417070523601,-0.3439610294907192,-0.37462088480016587,-0.2936630431640098
pressure,6,200-400,N,528,0.8630692175327338,-0.26091733960556995,-0.32619612709919854,-0.17331998852329566
pressure,6,200-400,NE,525,0.9090359719647955,-0.0036281184147679197,-0.14726309857015657,0.13015589699575383
pressure,6,200-400,E,536,0.9440423015742789,0.38463683728227116,0.26061208329536667,0.4632918782555022
pressure,6,200-400,SE,526,0.9402275113027125,0.466264303959409,0.42243641875612226,0.4991912018689741
pressure,6,200-400,S,528,0.9351408897057333,0.397316779044425,0.2914782904777162,0.49020620971544265
pressure,6,200-400,SW,525,0.922767396189111,0.11163737314276491,-0.020763345413594075,0.26730864396286436
pressure,6,200-400,W,536,0.8860924339515253,-0.25430120458140115,-0.32975978238350817,-0.13487710268731024
pressure,6,200-400,NW,526,0.8563582844481967,-0.32680034027076343,-0.35199872648470276,-0.2845771733347048
pressure,6,400-800,N,1616,0.7243408899371175,-0.24799086312561047,-0.2947079378211237,-0.16236876889903035
pressure,6,400-800,NE,1311,0.8019027058902171,-0.06347879445471984,-0.18200946402793616,0.056639619418257986
pressure,6,400-800,E,1564,0.8650069938977585,0.31990358289333554,0.21852421235089337,0.4059378472965731
pressure,6,400-800,SE,1493,0.8471281636129512,0.45052723648381315,0.4234086646446952,0.4914849510400187
pressure,6,400-800,S,1616,0.8360397608087335,0.39394848659454407,0.27367354767465757,0.4979452597669084
pressure,6,400-800,SW,1311,0.8472973354998721,0.1773848589465157,0.05660766951093209,0.3169579023373891
pressure,6,400-800,W,1564,0.7939918907122209,-0.16403229008633308,-0.2512178879049474,-0.07123527976857125
pressure,6,400-800,NW,1493,0.706852841571717,-0.28502639621436027,-0.3043464792418896,-0.26448756204946655
pressure,6,800-1600,N,1293,0.5185205876809661,-0.22368803058194567,-0.2555459987275729,-0.17479515026658846
pressure,6,800-1600,NE,1807,0.5611045240580274,-0.09832385076621496,-0.1557694807876231,-0.042114764558381826
pressure,6,800-1600,E,2485,0.6565017995323782,0.20241482642559977,0.12164836272090514,0.27448798230807697
pressure,6,800-1600,SE,1777,0.6592746466353464,0.4052479544784141,0.36355043420000555,0.44488956990353673
pressure,6,800-1600,S,1293,0.6696003301937393,0.3703457755122067,0.29666410533152554,0.45498482747689256
pressure,6,800-1600,SW,1807,0.6346671295677169,0.19619908630907443,0.144324496846806,0.2692719371904766
pressure,6,800-1600,W,2485,0.6019122891130277,-0.03898526694400578,-0.0932168927758739,0.008837659716468015
pressure,6,800-1600,NW,1777,0.5010233440040973,-0.21804491040568866,-0.24831866212951906,-0.16597138122708166
pressure,6,>=1600,NE,227,0.34019275540884353,-0.08484659539924846,-0.13416077512349484,-0.03813717587758826
pressure,6,>=1600,E,91,0.5790531103614069,0.1750357293149011,0.13104913357795736,0.20832596947836188
pressure,6,>=1600,SE,86,0.40263667781480783,0.2546370511753667,0.1941901034242415,0.3043625292222504
pressure,6,>=1600,SW,227,0.42332451474566474,0.16380650325013166,0.1311447833921902,0.20793703399152308
pressure,6,>=1600,W,91,0.5289662217882644,-0.009195040823511358,-0.026499466945889182,0.004160855013305761
pressure,6,>=1600,NW,86,0.3046020743729073,-0.10612583180747022,-0.14980648661879709,-0.03860774265580846
pressure,12,<50,N,16,0.8624413696609629,-0.11589705674148082,-0.25301951604585116,-0.016405698508126607
pressure,12,<50,NE,11,0.8720503378732556,0.15980392177403446,0.12729680053579195,0.1921165385488171
pressure,12,<50,E,12,0.865755272278713,0.2732808595382833,0.1380333980096631,0.41934562303612494
pressure,12,<50,SE,11,0.8708265460727244,0.3373534464814915,0.3093575571229847,0.4165612183959538
pressure,12,<50,S,16,0.867879454569235,0.143095792297294,0.03290635603035645,0.2859985088350507
pressure,12,<50,SW,11,0.8590587560557834,-0.12174860409434832,-0.15670540032501284,-0.09086858380923829
pressure,12,<50,W,12,0.851057314783199,-0.24373758804855428,-0.39409565464362745,-0.10627707710195393
pressure,12,<50,NW,11,0.8534217780425197,-0.30734391768674313,-0.39083455336703665,-0.26753278009852133
pressure,12,50-100,N,51,0.845652619960441,-0.20342239280254565,-0.2877243925368188,-0.03689217220727314
pressure,12,50-100,NE,53,0.8671646807667667,0.0759299693075052,-0.10791637065126894,0.276190777879145
pressure,12,50-100,E,49,0.8774271454296274,0.37150048770026883,0.20202036531423334,0.4425606966913636
pressure,12,50-100,SE,58,0.8778886921313518,0.39847996287357124,0.33683026223917034,0.42705124809776446
pressure,12,50-100,S,51,0.8664400607054786,0.25673690135013527,0.09323499257386422,0.35466013668098173
pressure,12,50-100,SW,53,0.8553521489952894,-0.01971353873053838,-0.21998028648861465,0.16711456326011104
pressure,12,50-100,W,49,0.8444391491514971,-0.2872330928644044,-0.3789635300143706,-0.14364250046496435
pressure,12,50-100,NW,58,0.8433855034742288,-0.3223839011677323,-0.36546916461471535,-0.2729459313196434
pressure,12,100-200,N,189,0.8250586466357934,-0.22322649548753618,-0.2906264164598965,-0.1249233561443828
pressure,12,100-200,NE,176,0.854682980770525,0.05376452381910406,-0.10833089083420017,0.21226187500611893
pressure,12,100-200,E,178,0.8846963936822514,0.3910431914665908,0.23037910746250573,0.4643165963002316
pressure,12,100-200,SE,167,0.8892876993811911,0.42855834275127963,0.37322616456273383,0.46242110286201776
pressure,12,100-200,S,189,0.8762519269366743,0.3239190417249537,0.22373895065792213,0.40976054882490703
pressure,12,100-200,SW,176,0.850396227664538,0.035365183615694504,-0.12932879705994899,0.17203726508630524
pressure,12,100-200,W,178,0.8224182158301141,-0.2886736823379179,-0.3640090679242589,-0.13982729779360428
pressure,12,100-200,NW,167,0.8188818421094644,-0.321354234973548,-0.3516000024530972,-0.26848304019730185
pressure,12,200-400,N,528,0.7557718803594933,-0.2300724651919752,-0.28329601723087283,-0.15289311431315794
pressure,12,200-400,NE,525,0.8187052020068553,0.012821272464673787,-0.13016844461210036,0.14508653363293145
pressure,12,200-400,E,536,0.8780453226702731,0.3821233078701433,0.25311232857143795,0.4664632657647433
pressure,12,200-400,SE,526,0.8876445080142843,0.4666533750004743,0.41371179427746785,0.4966688345233743
pressure,12,200-400,S,528,0.8764336119353748,0.38859710832599764,0.28339694008300326,0.4695100603631441
pressure,12,200-400,SW,525,0.8434837914483975,0.10627561240070157,-0.019042156153106213,0.2672376249155979
pressure,12,200-400,W,536,0.7868370490739043,-0.22470373524259823,-0.30961791617175694,-0.10684279991104961
pressure,12,200-400,NW,526,0.7446008470826155,-0.29055035222260917,-0.3190565139327483,-0.24601157160380005
pressure,12,400-800,N,1616,0.6168506846531774,-0.2157087632049596,-0.25076556160563956,-0.13984498055763445
pressure,12,400-800,NE,1311,0.7084757277438576,-0.04510688520422013,-0.1589378731089266,0.07864191586444155
pressure,12,400-800,E,1564,0.8284391648506444,0.34307699951642834,0.230255111795059,0.4451460584395181
pressure,12,400-800,SE,1493,0.8446879060334822,0.48357318255110077,0.4596632301710897,0.5190799369101775
pressure,12,400-800,S,1616,0.8173519073721385,0.4147336426695013,0.2868288722911851,0.5105482033365196
pressure,12,400-800,SW,1311,0.7959133013471236,0.19482939136113514,0.07326590690807948,0.32334713922276825
pressure,12,400-800,W,1564,0.7045813288194431,-0.1208917739578996,-0.21808487155418785,-0.021752436161850186
pressure,12,400-800,NW,1493,0.5986429778242985,-0.24676853074988314,-0.2677249663193682,-0.2215705047642674
pressure,12,800-1600,N,1293,0.418010065276466,-0.1964065266293925,-0.22154226797057408,-0.14574643612205587
pressure,12,800-1600,NE,1807,0.48488677967216526,-0.08083605030609589,-0.1379683873121217,-0.01811047915937853
pressure,12,800-1600,E,2485,0.6525885230464555,0.2615929272818273,0.15853528306800363,0.3391145331146849
pressure,12,800-1600,SE,1777,0.70319233241219,0.47383246748488644,0.4292047087230315,0.5142405457902007
pressure,12,800-1600,S,1293,0.6882795960649806,0.4151177270718463,0.3327625026141081,0.5023097943205858
pressure,12,800-1600,SW,1807,0.630275946590105,0.2296464634097599,0.18213421757157877,0.30096243318273197
pressure,12,800-1600,W,2485,0.5596621010581128,0.01854653951619889,-0.0397391290513661,0.06496127989988484
pressure,12,800-1600,NW,1777,0.41441720495981466,-0.1706126869660587,-0.2059411965278422,-0.10954250115268763
pressure,12,>=1600,NE,227,0.2789870869579233,-0.059642248926955355,-0.1222659134654483,-0.009222425734314539
pressure,12,>=1600,E,91,0.5970656920172592,0.2540997176803471,0.19282056006005477,0.2954164792005709
pressure,12,>=1600,SE,86,0.45491800021561635,0.3386285854856935,0.26777291754366783,0.3972441478775508
pressure,12,>=1600,SW,227,0.44022400457789973,0.20523312652446374,0.17986651531241465,0.24411723027611404
pressure,12,>=1600,W,91,0.4974611300545339,0.04185301561275631,0.03087782535022827,0.054243387059342035
pressure,12,>=1600,NW,86,0.25786592919376605,-0.06558887676490868,-0.10909144993095468,-9.714037067939942e-05
pressure,24,<50,N,16,0.6327361073868223,-0.08820824064694956,-0.18242128559734733,-0.011579346653444348
pressure,24,<50,NE,11,0.6453434241696845,0.11566227728526596,0.09004947283729715,0.1301544507145468
pressure,24,<50,E,12,0.6270061771367585,0.1984305686699545,0.08303738653097181,0.3484114665959937
pressure,24,<50,SE,11,0.6409795752956915,0.2642512020586982,0.1774157732392121,0.35284426866133756
pressure,24,<50,S,16,0.6408022988623168,0.10377654396759037,0.01987025593562088,0.20854372055143655
pressure,24,<50,SW,11,0.6312083921202781,-0.09134151670417442,-0.1062897685866007,-0.06453826579992057
pressure,24,<50,W,12,0.6114057946460254,-0.1789830869676886,-0.3238399865932595,-0.0633997693046786
pressure,24,<50,NW,11,0.6212964173992234,-0.24262859688242128,-0.32597597596303673,-0.14569569447080377
pressure,24,50-100,N,51,0.6172609735445624,-0.16299128714626984,-0.22519812315371063,-0.03291052438626102
pressure,24,50-100,NE,53,0.6375362204054327,0.04817312467179122,-0.10029450774706193,0.23835234950770165
pressure,24,50-100,E,49,0.6531036829545944,0.25983414673388744,0.1261474694187362,0.37294557940209055
pressure,24,50-100,SE,58,0.6552706352240503,0.28204242639540544,0.24505278026535074,0.3462506720537982
pressure,24,50-100,S,51,0.6403642932539793,0.19414676098365619,0.0659642714672791,0.26387733172576266
pressure,24,50-100,SW,53,0.6256447954341152,-0.014744945673708957,-0.17097936022082882,0.13018957445816035
pressure,24,50-100,W,49,0.6113894117606232,-0.21558151239081225,-0.3164998671292507,-0.09146866694771673
pressure,24,50-100,NW,58,0.6098787892011791,-0.2303805816806493,-0.30041782243000503,-0.208900253970083
pressure,24,100-200,N,189,0.5888173397587086,-0.16538846161222098,-0.20828158606854763,-0.09689221840078857
pressure,24,100-200,NE,176,0.6144503194640256,0.024023329490016673,-0.10020698855111085,0.1646591747734109
pressure,24,100-200,E,178,0.6637502635734005,0.28925574715647784,0.1447743805979165,0.3891528362430094
pressure,24,100-200,SE,167,0.6733856878804116,0.32353319538386954,0.28330614378804536,0.3657738450904857
pressure,24,100-200,S,189,0.6518132836272388,0.2396503459298701,0.15499460877179363,0.3074990325424664
pressure,24,100-200,SW,176,0.6209437409753806,0.04087152401947525,-0.09137612405502847,0.1536676576506555
pressure,24,100-200,W,178,0.590347286052026,-0.1974921837512063,-0.29048645236818893,-0.08138659398743436
pressure,24,100-200,NW,167,0.5857780346335553,-0.23899847484568248,-0.28498697277240054,-0.20138150323311263
pressure,24,200-400,N,528,0.5197652272251809,-0.16499666785775063,-0.20365793191764242,-0.1146185578717963
pressure,24,200-400,NE,525,0.5848133851996884,-0.0029798784867684836,-0.11388297597870643,0.11241159309064931
pressure,24,200-400,E,536,0.6614038921782891,0.2795854377449816,0.14655720101485434,0.384908552838516
pressure,24,200-400,SE,526,0.6872371498065589,0.3632768328760416,0.30598930219949044,0.4032348200596164
pressure,24,200-400,S,528,0.6734139998823492,0.2993721450886342,0.22062602899935238,0.3596694998075031
pressure,24,200-400,SW,525,0.6341020122380161,0.10343909556440672,0.0004239438791140141,0.21422444364810891
pressure,24,200-400,W,536,0.5610797167815946,-0.1351575588084457,-0.22888186125683685,-0.025182492990812252
pressure,24,200-400,NW,526,0.5144685932450068,-0.20422363055157494,-0.2506596989955823,-0.1498257719609418
pressure,24,400-800,N,1616,0.39891370686735733,-0.14614025208451353,-0.17452064385912258,-0.09614673023149856
pressure,24,400-800,NE,1311,0.479933811843789,-0.04101747221073588,-0.13686414853917658,0.0693587618553856
pressure,24,400-800,E,1564,0.6368115711627498,0.27136156806478473,0.1575936553185653,0.3963707843707749
pressure,24,400-800,SE,1493,0.7059124982940007,0.4247528943137371,0.3918564133265172,0.45161017558488814
pressure,24,400-800,S,1616,0.6830568543078315,0.3640868135279949,0.2587530279393227,0.4212834949389097
pressure,24,400-800,SW,1311,0.6280991710668088,0.19543730090651842,0.09671620937412972,0.292091572039458
pressure,24,400-800,W,1564,0.5122819978408407,-0.028766011379613314,-0.1284719924074832,0.06191769361687781
pressure,24,400-800,NW,1493,0.3948122204885609,-0.16403418686656204,-0.19232457589136562,-0.11145759177155164
pressure,24,800-1600,N,1293,0.24198016934049377,-0.1391411480436523,-0.15822640158875603,-0.10175700620998203
pressure,24,800-1600,NE,1807,0.31350452946054425,-0.0794334347401881,-0.11856634569491599,-0.0050438521776136665
pressure,24,800-1600,E,2485,0.5738545011883087,0.2773517329429407,0.15251166044690923,0.3786167832500721
pressure,24,800-1600,SE,1777,0.6844451095121912,0.4906132024962667,0.44874842428645395,0.5246972652508021
pressure,24,800-1600,S,1293,0.6430706078741206,0.40425457145219806,0.33076510311876806,0.47356398969849545
pressure,24,800-1600,SW,1807,0.5636241282405143,0.2613361934435354,0.22434193019790993,0.3058996069200308
pressure,24,800-1600,W,2485,0.46695387375490593,0.09843394110866686,0.044347767751398176,0.1415714545048404
pressure,24,800-1600,NW,1777,0.27466030252508955,-0.08078612097178807,-0.12001808488578906,-0.019014010765961823
pressure,24,>=1600,NE,227,0.17980744300924364,-0.03134568085019274,-0.1114060006473499,0.023939713403300287
pressure,24,>=1600,E,91,0.573081006175724,0.33215190029194136,0.2957378767628487,0.37424384664045207
pressure,24,>=1600,SE,86,0.5432829361380677,0.44958227783553983,0.37551050304094835,0.5060726133481515
pressure,24,>=1600,SW,227,0.4352940964547058,0.25038232326654086,0.2366853433414089,0.2752235319499946
pressure,24,>=1600,W,91,0.43877630691931846,0.10357435387459744,0.08925361711200164,0.12482676156715873
pressure,24,>=1600,NW,86,0.18033170071605054,-0.0072541029301975545,-0.042593094989066035,0.049376292823011744
pressure,0,<50,all,50,0.9988051643816664,,,
pressure,0,50-100,all,211,0.9957252622333883,,,
pressure,0,100-200,all,710,0.9830835847162913,,,
pressure,0,200-400,all,2115,0.9426679081689341,,,
pressure,0,400-800,all,5984,0.8285017497790583,,,
pressure,0,800-1600,all,7362,0.6155742850897423,,,
pressure,0,>=1600,all,404,0.37496479896064566,,,
rh950,3,<50,N,16,0.9096177139486573,0.06332691271469447,0.030639830169340125,0.07934077467227771
rh950,3,<50,NE,11,0.9042760141708676,0.07168491301552717,0.0438546777633077,0.15078725195836878
rh950,3,<50,E,12,0.9212612309845448,0.15781491435653927,0.12126674395484632,0.17812107869299143
rh950,3,<50,SE,11,0.9184830273215178,0.15068759702136433,0.10199790259029229,0.17183305317882797
rh950,3,<50,S,16,0.9222015708076325,0.15774523332730622,0.11471505283224509,0.18321305573837027
rh950,3,<50,SW,11,0.9055495865526247,0.11363017239375231,0.056392070586851514,0.1766165374371796
rh950,3,<50,W,12,0.9203853867641874,0.0836869888671509,0.050578838853595626,0.11907578859224997
rh950,3,<50,NW,11,0.9091079398735894,0.0869712441595768,0.02958564357818743,0.13920831094047026
rh950,3,50-100,N,51,0.8716886535088497,0.09746879216326439,0.0565438489178301,0.12689344915669615
rh950,3,50-100,NE,53,0.8801323857234064,0.1233260275976536,0.1019344392578788,0.16411479544963783
rh950,3,50-100,E,49,0.8866574941328815,0.1962403921168517,0.13952597503515293,0.21784636307191488
rh950,3,50-100,SE,58,0.8923400114195948,0.23281197136711318,0.19587566311268162,0.26011864608917595
rh950,3,50-100,S,51,0.895418176603334,0.23191311313044294,0.18450445367321447,0.2544844166749721
rh950,3,50-100,SW,53,0.8994651340617448,0.18970263213778982,0.15005067297703614,0.2272468944201948
rh950,3,50-100,W,49,0.8858413750008655,0.15199643080215966,0.04701761821371487,0.1975460792419336
rh950,3,50-100,NW,58,0.8682811891773887,0.10225494733336313,0.04411969861452193,0.13562703201312176
rh950,3,100-200,N,189,0.7827081234506852,0.10282117762156498,0.06023437247687883,0.13804018675565005
rh950,3,100-200,NE,176,0.8091922262301887,0.15872433509027983,0.12771670307986882,0.19892803980211204
rh950,3,100-200,E,178,0.8238698481273159,0.2251661977388731,0.1904989249399536,0.25367951877698214
rh950,3,100-200,SE,167,0.8216238686391429,0.24584505417917366,0.21655529751205316,0.2689253055804919
rh950,3,100-200,S,189,0.8106417130413985,0.23559971552405296,0.19555186332432337,0.26168952556053143
rh950,3,100-200,SW,176,0.8137106432720977,0.17831782427609016,0.10620581946575418,0.21005708500217113
rh950,3,100-200,W,178,0.8040599859994975,0.10677327150725158,0.046509807144159136,0.1523066687617966
rh950,3,100-200,NW,167,0.7901784539633918,0.08369880104852244,0.04655157411291803,0.12732268454262896
rh950,3,200-400,N,528,0.623699606157123,0.07655848259061411,0.0455140591863187,0.09977900399077255
rh950,3,200-400,NE,525,0.6892600713256333,0.1530939267079081,0.11624958284758724,0.18262853428749212
rh950,3,200-400,E,536,0.705334202696662,0.21795289052563993,0.1913660549624145,0.23921254940544212
rh950,3,200-400,SE,526,0.659655240431644,0.20825287106263185,0.18160816492235954,0.22803094011383898
rh950,3,200-400,S,528,0.6536541592858299,0.17684259033390962,0.14740053617306878,0.19917402524796185
rh950,3,200-400,SW,525,0.6814756518076448,0.1029799964941257,0.05768240500662782,0.1421417244554508
rh950,3,200-400,W,536,0.6604669769584748,0.03707798816258481,-0.0010120526718976376,0.08010725721341325
rh950,3,200-400,NW,526,0.6218816108313003,0.0472753208904097,0.00902881652315025,0.07602957412451386
rh950,3,400-800,N,1616,0.37828479716620556,0.03755147133439914,0.017503355443949063,0.05867732024736291
rh950,3,400-800,NE,1311,0.45993811346201485,0.11170908988197754,0.07904738738686523,0.14602623871647014
rh950,3,400-800,E,1564,0.47006783872482405,0.16530558825182762,0.1345285096915593,0.187562174906155
rh950,3,400-800,SE,1493,0.4277794905701126,0.1487283197540663,0.12501972975025008,0.16868459262122448
rh950,3,400-800,S,1616,0.40508474996442684,0.10551691496453744,0.07878998378932049,0.12838580105991498
rh950,3,400-800,SW,1311,0.4424446088951663,0.04124761255671507,0.00489233157832146,0.07519635278667913
rh950,3,400-800,W,1564,0.418591626984827,-0.0023198794162857432,-0.024231083526656524,0.02653167017950827
rh950,3,400-800,NW,1493,0.38125021373786483,-0.004220526363336853,-0.020968356650262907,0.019205205568892533
rh950,3,800-1600,N,1293,0.17407870923255658,0.010113228817501199,-0.0014628158151911107,0.027797381154411924
rh950,3,800-1600,NE,1807,0.19986101661126923,0.06103766229535061,0.041549941022207396,0.08370589161881586
rh950,3,800-1600,E,2485,0.17884719731101084,0.07182273502985577,0.04601685711118595,0.10375091939735043
rh950,3,800-1600,SE,1777,0.2338146667984347,0.07201430282917329,0.05445510373407228,0.09892354979095155
rh950,3,800-1600,S,1293,0.18981777538060862,0.047262292110458674,0.02861341824256723,0.06961713020078059
rh950,3,800-1600,SW,1807,0.1746902831736003,-0.0009976130447878935,-0.02329802791205445,0.024471740830666996
rh950,3,800-1600,W,2485,0.15506714192866514,0.0011593803283636696,-0.017648672942342694,0.017109190927964375
rh950,3,800-1600,NW,1777,0.210926037084969,0.004863969888208895,-0.005535639251019465,0.018616833840270193
rh950,3,>=1600,NE,227,0.0430353022903519,0.03565620677286152,0.024171688836647595,0.04826351880508427
rh950,3,>=1600,E,91,0.14772404352102272,0.04789112227478107,0.03870486433128941,0.06124109361751662
rh950,3,>=1600,SE,86,0.198324276708427,0.04012702914572903,0.03356046465776284,0.04922362343763939
rh950,3,>=1600,SW,227,0.015262576031433031,-0.026564304672343903,-0.0339574795746754,-0.014065630451988474
rh950,3,>=1600,W,91,0.1288581690968993,0.009589186495557551,-0.0025575102894999898,0.045724635840895325
rh950,3,>=1600,NW,86,0.19301206190374753,0.022523363931126403,0.01637613177883052,0.03301414518240696
rh950,6,<50,N,16,0.8294641565507341,0.09179306170803132,0.05090232485234707,0.1073783946401174
rh950,6,<50,NE,11,0.823877799083069,0.11170993404158018,0.08154422026626432,0.16058660732222887
rh950,6,<50,E,12,0.8394116122959501,0.18339743795650437,0.16045153622087038,0.21412700333666876
rh950,6,<50,SE,11,0.8374431922914309,0.14746924355213362,0.1400866078327246,0.18490191683147356
rh950,6,<50,S,16,0.8421236086160462,0.1273477025530203,0.07139045092268415,0.15768111417026276
rh950,6,<50,SW,11,0.8292509395702151,0.11518173386419027,0.07217814776441273,0.12842420884184633
rh950,6,<50,W,12,0.8387763103991148,0.05555843034538528,0.013093907657503626,0.07290687493982526
rh950,6,<50,NW,11,0.8280441330315805,0.0798533146860886,0.04936664960836075,0.11272004710123877
rh950,6,50-100,N,51,0.8003168223379378,0.12183481144110406,0.08329723009331505,0.16232212929081047
rh950,6,50-100,NE,53,0.8116299088432847,0.17544485919946345,0.14340881302454564,0.2088894098585762
rh950,6,50-100,E,49,0.8265693227272221,0.22695831102370576,0.2000545994175035,0.26117744928336983
rh950,6,50-100,SE,58,0.8293835182158129,0.2559050066975259,0.21591714705840276,0.27606938976572326
rh950,6,50-100,S,51,0.8329137710774088,0.22886721235276522,0.1879551210614389,0.2560329410858312
rh950,6,50-100,SW,53,0.8335558627926402,0.1841945776796206,0.14118468492328992,0.20786702098191193
rh950,6,50-100,W,49,0.814558817619682,0.14765666799300292,0.0673928308275083,0.18642639086105325
rh950,6,50-100,NW,58,0.800435369365256,0.11992081410228674,0.06606383421856088,0.14923240415472502
rh950,6,100-200,N,189,0.7351890593480441,0.1488096353995095,0.09969043701028733,0.1802981275362895
rh950,6,100-200,NE,176,0.7606588008832004,0.21992683855639583,0.174966051199106,0.25886481170196024
rh950,6,100-200,E,178,0.7830134555609678,0.2884712089298033,0.2451277604050117,0.31732552629459004
rh950,6,100-200,SE,167,0.7915656034762328,0.30577838590703466,0.26838066543886374,0.3293480197851909
rh950,6,100-200,S,189,0.7802011736964385,0.2761354748911463,0.21494778122188463,0.3040739887888447
rh950,6,100-200,SW,176,0.776639287770198,0.20286932442931468,0.1251066998123413,0.24464541938276743
rh950,6,100-200,W,178,0.754902913224042,0.12886776688518148,0.07867101977992697,0.17422219979231507
rh950,6,100-200,NW,167,0.7427629258706766,0.11964787385377698,0.07928263899644031,0.16130762367922247
rh950,6,200-400,N,528,0.5961409764355479,0.12171940296610281,0.08205219594201105,0.1492121050574925
rh950,6,200-400,NE,525,0.6698896459033183,0.21360337893483147,0.1617729217953684,0.2548913247247908
rh950,6,200-400,E,536,0.6932626539789772,0.29484797317559414,0.2580486292646776,0.3249736831364871
rh950,6,200-400,SE,526,0.6616146235049755,0.28826885785266854,0.25074218138974447,0.3166268431251267
rh950,6,200-400,S,528,0.6485887665196479,0.24263486919018093,0.19953054104898485,0.27234329499785626
rh950,6,200-400,SW,525,0.6541876035362265,0.1464599860385749,0.08770735052964787,0.19099710596983788
rh950,6,200-400,W,536,0.615447102065009,0.06714782528982158,0.019491028050436655,0.11480284947665927
rh950,6,200-400,NW,526,0.5886461019525073,0.08144355760543556,0.03471973701517629,0.11668429558382419
rh950,6,400-800,N,1616,0.357693964004007,0.06605134865898032,0.040570251226678046,0.094149101226517
rh950,6,400-800,NE,1311,0.4564621704968871,0.1588105797932623,0.11678587397093869,0.20799443450515898
rh950,6,400-800,E,1564,0.48679116341658646,0.2314067284231402,0.18733531440053827,0.2653796813214654
rh950,6,400-800,SE,1493,0.44577522976848166,0.21046824795854294,0.17757658835779255,0.23562574513694298
rh950,6,400-800,S,1616,0.4095516623371129,0.14603661890603775,0.10851880608434016,0.17894537495448606
rh950,6,400-800,SW,1311,0.4183426991900469,0.06269158387803848,0.02002542011264094,0.10689074705922672
rh950,6,400-800,W,1564,0.389522010391012,0.018494106491008747,-0.010352592123244686,0.05411156987570731
rh950,6,400-800,NW,1493,0.35568459241815276,0.01460187041730979,-0.006615537106066947,0.04549040582786898
rh950,6,800-1600,N,1293,0.16487643707666635,0.02129100283948068,0.004302053381931988,0.04600071650494038
rh950,6,800-1600,NE,1807,0.20636768355535495,0.08804259497761652,0.06115397572772623,0.11579959141422753
rh950,6,800-1600,E,2485,0.1937528753716424,0.10555685802065883,0.07206949442897373,0.1457196030304533
rh950,6,800-1600,SE,1777,0.24523846631316656,0.10498180255597934,0.08011266644340743,0.1436263319291578
rh950,6,800-1600,S,1293,0.19401595631758872,0.06671449238015219,0.04085664545671545,0.09719921009386731
rh950,6,800-1600,SW,1807,0.159272498225469,0.003675169911222423,-0.02226529007325556,0.03616343428167338
