feature,future_day,past_quintile,future_quintile,median,q25,q75,stations
ventilation,1,1,4,0.12070446735395189,0.10695876288659793,0.1332689003436426,184
ventilation,1,1,5,0.0899914089347079,0.05960051546391753,0.11608676975945018,184
ventilation,1,2,1,0.21670962199312716,0.19802405498281786,0.23335481099656358,184
ventilation,1,2,2,0.2710481099656357,0.25966494845360827,0.28887457044673537,184
ventilation,1,2,3,0.22293814432989692,0.21552835051546393,0.23507302405498282,184
ventilation,1,2,4,0.17096219931271478,0.15957903780068727,0.18041237113402062,184
ventilation,1,2,5,0.11232817869415808,0.1012671821305842,0.12338917525773196,184
ventilation,1,3,1,0.15850515463917525,0.14508161512027493,0.16967353951890035,184
ventilation,1,3,2,0.22723367697594501,0.21219931271477663,0.23840206185567012,184
ventilation,1,3,3,0.24463058419243985,0.23228092783505155,0.25816151202749144,184
ventilation,1,3,4,0.2184278350515464,0.20994415807560138,0.22852233676975944,184
ventilation,1,3,5,0.15292096219931273,0.14250429553264604,0.163659793814433,184
ventilation,1,4,1,0.12306701030927836,0.11125429553264604,0.13573883161512026,184
ventilation,1,4,2,0.16881443298969073,0.16237113402061856,0.17536512027491408,184
ventilation,1,4,3,0.21756872852233677,0.20822594501718214,0.2268041237113402,184
ventilation,1,4,4,0.25880584192439865,0.24699312714776633,0.26890034364261167,184
ventilation,1,4,5,0.23238831615120276,0.22272336769759452,0.2419458762886598,184
ventilation,1,5,1,0.08866466294547015,0.06698153714040361,0.10734220695577501,184
ventilation,1,5,2,0.11163589523400601,0.1004723057106054,0.12204808930871619,184
ventilation,1,5,3,0.1567196221554315,0.14416058394160586,0.16487762988407043,184
ventilation,1,5,4,0.23164448261056247,0.22015886646629457,0.2421640188922284,184
ventilation,1,5,5,0.4158437097466724,0.38514383855732076,0.44826105624731644,184
ventilation,3,1,1,0.24914089347079038,0.2301331615120275,0.2810352233676976,184
ventilation,3,1,2,0.18363402061855671,0.16784793814432988,0.19759450171821305,184
ventilation,3,1,3,0.17568728522336768,0.15539089347079038,0.19372852233676977,184
ventilation,3,1,4,0.18041237113402062,0.16870704467353953,0.19458762886597938,184
ventilation,3,1,5,0.20790378006872853,0.1877147766323024,0.22261597938144329,184
ventilation,3,2,1,0.18084192439862543,0.16752577319587628,0.19125859106529208,184
ventilation,3,2,2,0.21413230240549827,0.2036082474226804,0.22744845360824742,184
ventilation,3,2,3,0.20725945017182132,0.20017182130584193,0.21563573883161513,184
ventilation,3,2,4,0.2036082474226804,0.19383591065292097,0.21273625429553264,184
ventilation,3,2,5,0.19158075601374572,0.1794458762886598,0.20500429553264604,184
ventilation,3,3,1,0.16666666666666666,0.15281357388316152,0.18213058419243985,184
ventilation,3,3,2,0.20897766323024056,0.1992053264604811,0.21778350515463918,184
ventilation,3,3,3,0.218213058419244,0.2069372852233677,0.23034793814432988,184
ventilation,3,3,4,0.20790378006872853,0.19888316151202748,0.22315292096219932,184
ventilation,3,3,5,0.19351374570446736,0.18245274914089346,0.20618556701030927,184
ventilation,3,4,1,0.18041237113402062,0.16666666666666666,0.19039948453608246,184
ventilation,3,4,2,0.19780927835051546,0.1872852233676976,0.20962199312714777,184
ventilation,3,4,3,0.20768900343642613,0.19974226804123713,0.218213058419244,184
ventilation,3,4,4,0.2104810996563574,0.20092353951890035,0.22046821305841924,184
ventilation,3,4,5,0.19974226804123713,0.19061426116838487,0.21305841924398625,184
ventilation,3,5,1,0.2179046801202233,0.20523829969944182,0.22992700729927007,184
ventilation,3,5,2,0.1947187634177759,0.18323314727350795,0.20480893087161872,184
ventilation,3,5,3,0.18699012451696007,0.17722198368398456,0.1989051094890511,184
ventilation,3,5,4,0.19386002576212968,0.18248175182481752,0.20609703735508803,184
ventilation,3,5,5,0.20609703735508803,0.19192786603692572,0.21854873336195793,184
dewpoint_deficit,1,1,1,0.5255584192439863,0.4957044673539519,0.5616408934707904,184
dewpoint_deficit,1,1,2,0.24613402061855671,0.21595790378006874,0.27287371134020616,184
dewpoint_deficit,1,1,3,0.11855670103092783,0.10298539518900343,0.13402061855670103,184
dewpoint_deficit,1,1,4,0.06572164948453608,0.05283505154639175,0.08118556701030928,184
dewpoint_deficit,1,1,5,0.03414948453608248,0.023625429553264604,0.04982817869415808,184
dewpoint_deficit,1,2,1,0.24677835051546393,0.2349656357388316,0.2598797250859107,184
dewpoint_deficit,1,2,2,0.34213917525773196,0.32130584192439865,0.36265034364261167,184
dewpoint_deficit,1,2,3,0.23668384879725085,0.22175687285223367,0.25268470790378006,184
dewpoint_deficit,1,2,4,0.11490549828178694,0.10599226804123711,0.125,184
dewpoint_deficit,1,2,5,0.05777491408934708,0.048109965635738834,0.06711769759450172,184
dewpoint_deficit,1,3,1,0.12285223367697594,0.10781786941580757,0.13702749140893472,184
dewpoint_deficit,1,3,2,0.23131443298969073,0.22111254295532645,0.24495274914089346,184
dewpoint_deficit,1,3,3,0.31851374570446733,0.3005798969072165,0.3338702749140893,184
dewpoint_deficit,1,3,4,0.22981099656357387,0.20962199312714777,0.24624140893470792,184
dewpoint_deficit,1,3,5,0.0977233676975945,0.08934707903780069,0.10878436426116839,184
dewpoint_deficit,1,4,1,0.06958762886597938,0.06045962199312715,0.07699742268041238,184
dewpoint_deficit,1,4,2,0.12585910652920962,0.11415378006872852,0.14196735395189003,184
dewpoint_deficit,1,4,3,0.22938144329896906,0.21391752577319587,0.24495274914089346,184
dewpoint_deficit,1,4,4,0.35094501718213056,0.33118556701030927,0.3708118556701031,184
dewpoint_deficit,1,4,5,0.22036082474226804,0.20865549828178695,0.23807989690721648,184
dewpoint_deficit,1,5,1,0.029411764705882353,0.0236152855302705,0.03789179905538858,184
dewpoint_deficit,1,5,2,0.05195362816659511,0.04497638471446973,0.0579647917561185,184
dewpoint_deficit,1,5,3,0.09553456419063976,0.08651781880635466,0.10905968226706741,184
dewpoint_deficit,1,5,4,0.23636753971661656,0.21983683984542723,0.25354229282954055,184
dewpoint_deficit,1,5,5,0.5884499785315587,0.5546371833404895,0.6101331043366252,184
dewpoint_deficit,3,1,1,0.29853951890034364,0.2773840206185567,0.33000429553264604,184
dewpoint_deficit,3,1,2,0.21799828178694158,0.2026417525773196,0.23163659793814434,184
dewpoint_deficit,3,1,3,0.1799828178694158,0.16666666666666666,0.19254725085910654,184
dewpoint_deficit,3,1,4,0.15829037800687284,0.14432989690721648,0.1722508591065292,184
dewpoint_deficit,3,1,5,0.13552405498281786,0.11490549828178694,0.15292096219931273,184
dewpoint_deficit,3,2,1,0.21499140893470792,0.20231958762886598,0.22852233676975944,184
dewpoint_deficit,3,2,2,0.23990549828178695,0.22852233676975944,0.2534364261168385,184
dewpoint_deficit,3,2,3,0.22401202749140894,0.2112328178694158,0.23539518900343642,184
dewpoint_deficit,3,2,4,0.17719072164948454,0.16666666666666666,0.18857388316151202,184
dewpoint_deficit,3,2,5,0.13917525773195877,0.12661082474226804,0.15356529209621994,184
dewpoint_deficit,3,3,1,0.17504295532646047,0.16237113402061856,0.1872852233676976,184
dewpoint_deficit,3,3,2,0.21348797250859106,0.20532646048109965,0.2260524054982818,184
dewpoint_deficit,3,3,3,0.23238831615120276,0.22036082474226804,0.2423754295532646,184
dewpoint_deficit,3,3,4,0.21585051546391754,0.2031786941580756,0.22862972508591065,184
dewpoint_deficit,3,3,5,0.16108247422680413,0.15023625429553264,0.17504295532646047,184
dewpoint_deficit,3,4,1,0.15721649484536082,0.14432989690721648,0.1723582474226804,184
dewpoint_deficit,3,4,2,0.18256013745704466,0.16827749140893472,0.19254725085910654,184
dewpoint_deficit,3,4,3,0.20403780068728522,0.19448024054982818,0.21477663230240548,184
dewpoint_deficit,3,4,4,0.23367697594501718,0.22154209621993126,0.2424828178694158,184
dewpoint_deficit,3,4,5,0.22293814432989692,0.20704467353951891,0.23711340206185566,184
dewpoint_deficit,3,5,1,0.14061829111206525,0.12870330613997424,0.16058394160583941,184
dewpoint_deficit,3,5,2,0.1455560326320309,0.13042078145126665,0.155538857878918,184
dewpoint_deficit,3,5,3,0.15951051953628165,0.14620008587376554,0.1691713181623014,184
dewpoint_deficit,3,5,4,0.21511378273937312,0.20341348218119365,0.2276728209531988,184
dewpoint_deficit,3,5,5,0.34134821811936455,0.3156934306569343,0.3613138686131387,184
log_precipitation,1,1,1,0.6783479886800081,0.6368031158209987,0.7112438419107971,184
log_precipitation,1,1,2,0.09409237813387442,0.07255694309722067,0.12155470349500842,184
log_precipitation,1,1,3,0.03137346415907274,0.023528022251006975,0.0439256801322768,184
log_precipitation,1,1,4,0.03868895408827039,0.013772343429499987,0.08254807083063116,184
log_precipitation,1,1,5,0.14329519338306684,0.1283704332968573,0.1671978193409762,184
log_precipitation,1,2,1,0.09932009679793657,0.07335842493648531,0.1239650991871553,184
log_precipitation,1,2,2,0.613963508462587,0.5461986733285873,0.6665633017781291,184
log_precipitation,1,2,3,0.08591344343330568,0.06886280285310001,0.10972483480704939,184
log_precipitation,1,2,4,0.05380619030662023,0.022327113738966856,0.12413918423262824,184
log_precipitation,1,2,5,0.13428535172317224,0.12278279169592908,0.15126467856660578,184
log_precipitation,1,3,1,0.02992141665616087,0.022064051775426988,0.040831710638488984,184
log_precipitation,1,3,2,0.08680706373196467,0.06784460038227771,0.11377884543456071,184
log_precipitation,1,3,3,0.6327073199326649,0.5818982677695601,0.6618986581509941,184
log_precipitation,1,3,4,0.1338497397014004,0.07220641486867013,0.18490905308803468,184
log_precipitation,1,3,5,0.12839000465452527,0.10919531637445667,0.1487352307826775,184
log_precipitation,1,4,1,0.03368931200189128,0.013284811020821272,0.07275030788788908,184
log_precipitation,1,4,2,0.05208218144906332,0.021158563143295967,0.11604931514725329,184
log_precipitation,1,4,3,0.12747097299702448,0.06977947811257414,0.18860663867107166,184
log_precipitation,1,4,4,0.6205143943669089,0.39589333208263666,0.7541998886232417,184
log_precipitation,1,4,5,0.17298367679048837,0.14365208781126626,0.23388097228303412,184
log_precipitation,1,5,1,0.14620008587376554,0.1312388214820902,0.16723915843709747,184
log_precipitation,1,5,2,0.13975955345641905,0.12440961786174323,0.1532349590184761,184
log_precipitation,1,5,3,0.12561657437197454,0.10881210043439316,0.13876363328918073,184
log_precipitation,1,5,4,0.17599214343271558,0.14812829378826822,0.22971232288535853,184
log_precipitation,1,5,5,0.396951481322456,0.3742626437336087,0.4221768999570631,184
log_precipitation,3,1,1,0.557271851176883,0.48974074381997557,0.5938037865748709,184
log_precipitation,3,1,2,0.11010264357747682,0.08710124646130808,0.13043454584844005,184
log_precipitation,3,1,3,0.040621171373076345,0.02915829874592761,0.0556881713055822,184
log_precipitation,3,1,4,0.04690654356544911,0.017434741534284773,0.10287800687285223,184
log_precipitation,3,1,5,0.23744852046478665,0.22421572840567255,0.25049630277289603,184
log_precipitation,3,2,1,0.1134991480379441,0.09317907245221185,0.13580180416738202,184
log_precipitation,3,2,2,0.5199972777037594,0.42258880016126743,0.5695527551046298,184
log_precipitation,3,2,3,0.10244099354975167,0.08399858681702164,0.12512116874027226,184
log_precipitation,3,2,4,0.061989323396778415,0.02954686777229262,0.1479083330254302,184
log_precipitation,3,2,5,0.18943967823636426,0.17654746539497837,0.2079277221408716,184
log_precipitation,3,3,1,0.03863331453172851,0.02955265765508052,0.05122422680412371,184
log_precipitation,3,3,2,0.10205376772317684,0.0802716468590832,0.1290236753234399,184
log_precipitation,3,3,3,0.5297024584795837,0.45607817869415807,0.5686921976982864,184
log_precipitation,3,3,4,0.17322261615973128,0.09854893653432992,0.21679949560539197,184
log_precipitation,3,3,5,0.1741483784883124,0.15324312714776633,0.18587084276004961,184
log_precipitation,3,4,1,0.04929868523116791,0.01645663605379011,0.10195707922796599,184
log_precipitation,3,4,2,0.06471204321169943,0.02949418145908869,0.14143041237113402,184
log_precipitation,3,4,3,0.15976918478601823,0.08861940885274155,0.22390463917525774,184
log_precipitation,3,4,4,0.5687680981051202,0.34126077553791745,0.6949416597937557,184
log_precipitation,3,4,5,0.17716622019255587,0.15577965885760645,0.19570371018783628,184
log_precipitation,3,5,1,0.23336195792185488,0.2170459424645771,0.24946328896522113,184
log_precipitation,3,5,2,0.2013739802490339,0.1826272990196692,0.21623880810448368,184
log_precipitation,3,5,3,0.165092314297982,0.15398645000433056,0.17561185057964793,184
log_precipitation,3,5,4,0.18162301416917132,0.16013738881098005,0.208029197080292,184
log_precipitation,3,5,5,0.2211249463288965,0.20942464577071704,0.23325461571489908,184
