source_index,source,target_index,target,distance_km,lead_hour,wind_regime,partial_r_control_target_pm,partial_r_control_target_and_regional_pm,partial_r_add_future_target_weather_controls
10,Cangzhou,9,Langfang,135.25632670291017,3,upwind,-0.0353225320155102,-0.04680924053726704,-0.03394860632383201
0,Beijing,9,Langfang,63.83821400249894,6,downwind,0.39951524630635465,0.3937788192881937,0.37759538416155214
0,Beijing,9,Langfang,63.83821400249894,6,crosswind,0.2823044886668326,0.2632923548361099,0.2728222577768
0,Beijing,9,Langfang,63.83821400249894,6,upwind,0.15325922606009687,0.13201342074584102,0.14363874947824076
1,Tianjin,9,Langfang,72.208496751713,6,downwind,0.3218969766920516,0.30523247047806973,0.3154039638760518
1,Tianjin,9,Langfang,72.208496751713,6,crosswind,0.1078233393686513,0.07765044319865565,0.08546274393491789
1,Tianjin,9,Langfang,72.208496751713,6,upwind,-0.013766354247108984,-0.024647323305826717,-0.03759389539675669
3,Tangshan,9,Langfang,126.47618856325923,6,downwind,0.24989205794799788,0.23761674919406514,0.24729388612022637
3,Tangshan,9,Langfang,126.47618856325923,6,crosswind,0.06163324626084015,0.04106481344073922,0.06350909335056784
3,Tangshan,9,Langfang,126.47618856325923,6,upwind,0.0125968140850527,-0.026867924354302557,-0.027437676663636258
6,Baoding,9,Langfang,128.26290158414463,6,downwind,0.20109112490693054,0.16281590612034164,0.14092118080531046
6,Baoding,9,Langfang,128.26290158414463,6,crosswind,0.16074877463428472,0.12735789885994891,0.07689136285928802
6,Baoding,9,Langfang,128.26290158414463,6,upwind,0.03486705507602866,0.01226623867747711,0.03811257442907185
10,Cangzhou,9,Langfang,135.25632670291017,6,downwind,0.12763494053532443,0.08656904940621954,0.09016746749422314
10,Cangzhou,9,Langfang,135.25632670291017,6,crosswind,0.10098369473808307,0.08508410200392395,0.08509921233232855
10,Cangzhou,9,Langfang,135.25632670291017,6,upwind,-0.07109960821772367,-0.090189397782984,-0.05967732060940038
0,Beijing,9,Langfang,63.83821400249894,12,downwind,0.274479189073064,0.2604359572545747,0.22967393681711787
0,Beijing,9,Langfang,63.83821400249894,12,crosswind,0.24744281530467377,0.2222647989109058,0.21548966698104494
0,Beijing,9,Langfang,63.83821400249894,12,upwind,0.12354789072720153,0.09866379156966468,0.10779894161449052
1,Tianjin,9,Langfang,72.208496751713,12,downwind,0.18669075803478985,0.16470324724240087,0.19263288677483853
1,Tianjin,9,Langfang,72.208496751713,12,crosswind,0.0532047710534316,0.015045823776039306,0.029737716292281238
1,Tianjin,9,Langfang,72.208496751713,12,upwind,-0.027707082646132277,-0.05172962630954742,-0.06472795452253054
3,Tangshan,9,Langfang,126.47618856325923,12,downwind,0.19241653604556125,0.17794592800503198,0.20662052483255047
3,Tangshan,9,Langfang,126.47618856325923,12,crosswind,0.03239591932788917,-0.005864395671770778,0.009752998142914948
3,Tangshan,9,Langfang,126.47618856325923,12,upwind,-0.0026176347740086716,-0.042472123133430274,-0.038039770293562335
6,Baoding,9,Langfang,128.26290158414463,12,downwind,0.14789731470601256,0.10439985232877699,0.0909478088079063
6,Baoding,9,Langfang,128.26290158414463,12,crosswind,0.16510142948777892,0.12192426192041772,0.08991835635244984
6,Baoding,9,Langfang,128.26290158414463,12,upwind,0.05344656464132084,0.025278030547473577,0.04311891692431924
10,Cangzhou,9,Langfang,135.25632670291017,12,downwind,0.09640806650592225,0.04670855981872947,0.05862462568068473
10,Cangzhou,9,Langfang,135.25632670291017,12,crosswind,0.07673505503293629,0.05956219842892227,0.08077416118308203
10,Cangzhou,9,Langfang,135.25632670291017,12,upwind,-0.05693793207533054,-0.08737880344410626,-0.05752321464933621
0,Beijing,9,Langfang,63.83821400249894,24,downwind,0.11030861665638605,0.08570349240247145,0.06985956082336939
0,Beijing,9,Langfang,63.83821400249894,24,crosswind,0.06738385489651205,0.045548692070554175,0.05746290888785509
0,Beijing,9,Langfang,63.83821400249894,24,upwind,0.038073813653952814,0.014350862526509625,-0.00588264230911769
1,Tianjin,9,Langfang,72.208496751713,24,downwind,0.006867603288161056,-0.016270690679856984,0.018199217878606223
1,Tianjin,9,Langfang,72.208496751713,24,crosswind,-0.005747900036107725,-0.03070575167815822,-0.025862211023046006
1,Tianjin,9,Langfang,72.208496751713,24,upwind,0.004626286076807497,-0.04591360567774908,-0.059265952446605846
3,Tangshan,9,Langfang,126.47618856325923,24,downwind,0.10475633055085726,0.09096089219574197,0.12926917733631124
3,Tangshan,9,Langfang,126.47618856325923,24,crosswind,0.010941995897004675,-0.02775768461273126,-0.00734530407155125
3,Tangshan,9,Langfang,126.47618856325923,24,upwind,-0.009125989847327431,-0.04833048411431531,-0.05716670735086523
6,Baoding,9,Langfang,128.26290158414463,24,downwind,0.1364383945841643,0.09915506882019594,0.08409877968369318
6,Baoding,9,Langfang,128.26290158414463,24,crosswind,0.17976873279712352,0.149297299916406,0.1045273651352154
6,Baoding,9,Langfang,128.26290158414463,24,upwind,0.11423280302930877,0.08367469316822992,0.08659365298294673
10,Cangzhou,9,Langfang,135.25632670291017,24,downwind,0.03636614638046963,-0.0006491527018055898,-0.007436977999111691
10,Cangzhou,9,Langfang,135.25632670291017,24,crosswind,0.03011609331277683,0.007719832655953371,0.029721503103130847
10,Cangzhou,9,Langfang,135.25632670291017,24,upwind,-0.0006907752960088962,-0.04366613409005105,-0.031052632292840745
1,Tianjin,10,Cangzhou,93.31029278431775,3,downwind,0.36201126895305336,0.35793503281328887,0.3253652540871156
1,Tianjin,10,Cangzhou,93.31029278431775,3,crosswind,0.2714798448563968,0.26216621006289165,0.25150823411397405
1,Tianjin,10,Cangzhou,93.31029278431775,3,upwind,0.12214165742305129,0.08939591130013212,0.09128045755283187
11,Hengshui,10,Cangzhou,122.44966716798783,3,downwind,0.26464087059905084,0.22729103135756892,0.2078935184932371
11,Hengshui,10,Cangzhou,122.44966716798783,3,crosswind,0.1614280357314621,0.12255076302464026,0.08546104166943158
11,Hengshui,10,Cangzhou,122.44966716798783,3,upwind,-0.005299859765230946,-0.020200175796068105,-0.013959717672240399
9,Langfang,10,Cangzhou,135.25632670291017,3,downwind,0.42414645151880376,0.41592989345405224,0.3773480619811803
9,Langfang,10,Cangzhou,135.25632670291017,3,crosswind,0.17741396806165574,0.16446338659810908,0.17367107132576562
9,Langfang,10,Cangzhou,135.25632670291017,3,upwind,0.10340679794384587,0.07957329527942762,0.08355285132171941
6,Baoding,10,Cangzhou,135.64672527655662,3,downwind,0.3491391075078202,0.3368708742313211,0.2756051142643472
6,Baoding,10,Cangzhou,135.64672527655662,3,crosswind,0.20127642126814596,0.1750707973554048,0.15958177618502645
6,Baoding,10,Cangzhou,135.64672527655662,3,upwind,0.1427626946746111,0.12428153462132213,0.12960238967331147
56,Binzhou,10,Cangzhou,143.52270989395478,3,downwind,0.2202407665729652,0.18840822597578363,0.19570357636850438
56,Binzhou,10,Cangzhou,143.52270989395478,3,crosswind,0.10661863988571622,0.07692068029205833,0.08253066718316954
56,Binzhou,10,Cangzhou,143.52270989395478,3,upwind,0.0018484830134405464,-0.03815304442172008,-0.025104579500607013
1,Tianjin,10,Cangzhou,93.31029278431775,6,downwind,0.3445669131804298,0.3326024510621078,0.2985526196398875
1,Tianjin,10,Cangzhou,93.31029278431775,6,crosswind,0.28286659528895347,0.2674030763844996,0.2601930549946787
1,Tianjin,10,Cangzhou,93.31029278431775,6,upwind,0.15104303572098382,0.1049295002627989,0.10900268441701674
11,Hengshui,10,Cangzhou,122.44966716798783,6,downwind,0.2505845737861561,0.19230818731891805,0.1794470538589946
11,Hengshui,10,Cangzhou,122.44966716798783,6,crosswind,0.19516991445507492,0.13625983418190352,0.09396325569820371
11,Hengshui,10,Cangzhou,122.44966716798783,6,upwind,-0.012771603741818256,-0.03482014280641828,-0.03222799438542207
9,Langfang,10,Cangzhou,135.25632670291017,6,downwind,0.4555012224795036,0.44377648879583625,0.41728216021886716
9,Langfang,10,Cangzhou,135.25632670291017,6,crosswind,0.20621920630119608,0.1878512709383476,0.19586754728526234
9,Langfang,10,Cangzhou,135.25632670291017,6,upwind,0.14391750485375776,0.1081397569748366,0.1055312475447819
6,Baoding,10,Cangzhou,135.64672527655662,6,downwind,0.3834418381517336,0.3549549992517567,0.3030687151977691
6,Baoding,10,Cangzhou,135.64672527655662,6,crosswind,0.23276516416646878,0.19752535908550264,0.1918676152417345
6,Baoding,10,Cangzhou,135.64672527655662,6,upwind,0.1405317793068348,0.10940165586839001,0.11280568760435734
56,Binzhou,10,Cangzhou,143.52270989395478,6,downwind,0.2669907707295471,0.21841909779051288,0.227438241591552
56,Binzhou,10,Cangzhou,143.52270989395478,6,crosswind,0.13414467825207302,0.08550924434823715,0.09299987858988308
56,Binzhou,10,Cangzhou,143.52270989395478,6,upwind,0.023990751988312162,-0.03047730502990366,-0.021971665946903772
1,Tianjin,10,Cangzhou,93.31029278431775,12,downwind,0.20502060197901537,0.1892487612883149,0.15311213520675365
1,Tianjin,10,Cangzhou,93.31029278431775,12,crosswind,0.18282560756901617,0.15509631090485876,0.15950513927073134
1,Tianjin,10,Cangzhou,93.31029278431775,12,upwind,0.12776256078573334,0.06994014632100695,0.07613098561039279
11,Hengshui,10,Cangzhou,122.44966716798783,12,downwind,0.15227557527128013,0.07696847285143774,0.06181007729335023
11,Hengshui,10,Cangzhou,122.44966716798783,12,crosswind,0.15835376534130854,0.07909408715951041,0.04891494193922083
11,Hengshui,10,Cangzhou,122.44966716798783,12,upwind,-0.015325847903124194,-0.04529449126928146,-0.04256365303464201
9,Langfang,10,Cangzhou,135.25632670291017,12,downwind,0.31581429760478347,0.30100671054162476,0.28630508754612316
9,Langfang,10,Cangzhou,135.25632670291017,12,crosswind,0.16551287168108883,0.13931632715714234,0.1581654865009255
9,Langfang,10,Cangzhou,135.25632670291017,12,upwind,0.16731059672252388,0.11765473591293629,0.1081378235628763
6,Baoding,10,Cangzhou,135.64672527655662,12,downwind,0.28162074551783295,0.23651612372216518,0.20386849029774765
6,Baoding,10,Cangzhou,135.64672527655662,12,crosswind,0.2356168147810153,0.19083254459912893,0.19060624483082436
6,Baoding,10,Cangzhou,135.64672527655662,12,upwind,0.1428879365467816,0.11349414442661648,0.11445071511426158
56,Binzhou,10,Cangzhou,143.52270989395478,12,downwind,0.21003425107495707,0.1416523822797271,0.15563606146462636
56,Binzhou,10,Cangzhou,143.52270989395478,12,crosswind,0.14211544171802892,0.07476593995594374,0.09117980078145722
56,Binzhou,10,Cangzhou,143.52270989395478,12,upwind,0.02310294640338246,-0.04167976674065828,-0.044261620274012876
1,Tianjin,10,Cangzhou,93.31029278431775,24,downwind,0.02924094499918903,0.022154857143433158,0.008215245522826799
1,Tianjin,10,Cangzhou,93.31029278431775,24,crosswind,0.04604488819760958,0.005726561052640779,0.016747579688286832
1,Tianjin,10,Cangzhou,93.31029278431775,24,upwind,0.049250834060040466,0.00022761559571078156,-0.0017562813113408248
11,Hengshui,10,Cangzhou,122.44966716798783,24,downwind,0.044862299890934806,-0.011791670445707789,-0.02347965550567219
11,Hengshui,10,Cangzhou,122.44966716798783,24,crosswind,0.0877842753276419,0.014564673478976966,0.001657999115015962
11,Hengshui,10,Cangzhou,122.44966716798783,24,upwind,0.029753539132122375,-0.006028497618916069,-0.004235145802978512
9,Langfang,10,Cangzhou,135.25632670291017,24,downwind,0.10676835334803224,0.09730599665704814,0.08968757232807528
9,Langfang,10,Cangzhou,135.25632670291017,24,crosswind,0.07673275162194479,0.047490067258032335,0.05578459847705716
9,Langfang,10,Cangzhou,135.25632670291017,24,upwind,0.13578518992815578,0.08678883221082734,0.07197716379442845
6,Baoding,10,Cangzhou,135.64672527655662,24,downwind,0.2292777110090141,0.1977716394422255,0.1755441239533867
6,Baoding,10,Cangzhou,135.64672527655662,24,crosswind,0.22496187757167319,0.18862857690672566,0.1857000295871028
6,Baoding,10,Cangzhou,135.64672527655662,24,upwind,0.16610266705190455,0.13587441744756287,0.11867602967328737
56,Binzhou,10,Cangzhou,143.52270989395478,24,downwind,0.0896360751996942,0.01744483096505464,0.020393048647104114
56,Binzhou,10,Cangzhou,143.52270989395478,24,crosswind,0.08563332888372796,0.033441264129435835,0.04866755288851327
56,Binzhou,10,Cangzhou,143.52270989395478,24,upwind,0.0019901598293487624,-0.06323511309264031,-0.0536918246840634
2,Shijiazhuang,11,Hengshui,108.66152302088751,3,downwind,0.3141062777272808,0.2893976529238534,0.26020035213415016
2,Shijiazhuang,11,Hengshui,108.66152302088751,3,crosswind,0.1844971677264662,0.15615310530946894,0.1503872741502202
2,Shijiazhuang,11,Hengshui,108.66152302088751,3,upwind,0.10929917282402946,0.07669266259874032,0.07304513041627905
10,Cangzhou,11,Hengshui,122.44966716798783,3,downwind,0.3462482551941863,0.34024684833335345,0.32419489127745593
10,Cangzhou,11,Hengshui,122.44966716798783,3,crosswind,0.1442751040101357,0.11230776383512833,0.10874917826087872
10,Cangzhou,11,Hengshui,122.44966716798783,3,upwind,0.0923820277950997,0.06187788228538244,0.05244112018296661
6,Baoding,11,Hengshui,126.91099249424225,3,downwind,0.37330530576037746,0.3515332776291512,0.31996233493250836
6,Baoding,11,Hengshui,126.91099249424225,3,crosswind,0.2508013191371306,0.23476679268691159,0.21242029717057176
6,Baoding,11,Hengshui,126.91099249424225,3,upwind,0.11821941939824733,0.08561921752289121,0.08862656785232713
12,Xingtai,11,Hengshui,127.19987897017315,3,downwind,0.27681599163456605,0.24921728518086142,0.22661556214611112
12,Xingtai,11,Hengshui,127.19987897017315,3,crosswind,0.2765337719872482,0.23369017489161528,0.16661625930964316
12,Xingtai,11,Hengshui,127.19987897017315,3,upwind,0.09901964930377273,0.0707555413548074,0.06961254422454335
55,Liaocheng,11,Hengshui,145.62638212714683,3,downwind,0.19242630533712798,0.13905291536605133,0.13902813833392044
55,Liaocheng,11,Hengshui,145.62638212714683,3,crosswind,0.03908766660861553,0.013360649272454972,0.02431638169687862
55,Liaocheng,11,Hengshui,145.62638212714683,3,upwind,0.015818371283857387,-0.02040917193587451,-0.008040074554734884
2,Shijiazhuang,11,Hengshui,108.66152302088751,6,downwind,0.35844362871085617,0.31536707578659173,0.2854883595802899
2,Shijiazhuang,11,Hengshui,108.66152302088751,6,crosswind,0.20391090335358025,0.16523284988911166,0.15722931388395725
2,Shijiazhuang,11,Hengshui,108.66152302088751,6,upwind,0.1096769998441066,0.07047862006012351,0.06348438027999895
10,Cangzhou,11,Hengshui,122.44966716798783,6,downwind,0.34352382329554537,0.33501179859896213,0.3327951599709129
10,Cangzhou,11,Hengshui,122.44966716798783,6,crosswind,0.14305326917495836,0.09752959863186286,0.09855739864713492
10,Cangzhou,11,Hengshui,122.44966716798783,6,upwind,0.09795312028027754,0.05390611857220447,0.03742995733421159
6,Baoding,11,Hengshui,126.91099249424225,6,downwind,0.3765365517457808,0.3437137014465052,0.32835479467964035
6,Baoding,11,Hengshui,126.91099249424225,6,crosswind,0.29177934586688176,0.2668653499346376,0.2538308811620076
6,Baoding,11,Hengshui,126.91099249424225,6,upwind,0.12659455496545077,0.08146176577895173,0.07977284480987082
12,Xingtai,11,Hengshui,127.19987897017315,6,downwind,0.32779731718774574,0.2854848195600436,0.2613811021504502
12,Xingtai,11,Hengshui,127.19987897017315,6,crosswind,0.3083579093494006,0.2520210130439922,0.1807068835870797
12,Xingtai,11,Hengshui,127.19987897017315,6,upwind,0.10238342011577375,0.061184131471510445,0.06422940930948988
55,Liaocheng,11,Hengshui,145.62638212714683,6,downwind,0.2197354521035858,0.1456005497097339,0.15137096150913024
55,Liaocheng,11,Hengshui,145.62638212714683,6,crosswind,0.10088004038547273,0.05188358830288132,0.05735514926180782
55,Liaocheng,11,Hengshui,145.62638212714683,6,upwind,0.05733736170969919,0.01060147867418832,0.030149119431797895
2,Shijiazhuang,11,Hengshui,108.66152302088751,12,downwind,0.30206300413176507,0.24094975972486693,0.19583633889320462
2,Shijiazhuang,11,Hengshui,108.66152302088751,12,crosswind,0.19380648113846682,0.1462237153719649,0.1488330266811421
2,Shijiazhuang,11,Hengshui,108.66152302088751,12,upwind,0.11060474086591582,0.06300819836135113,0.05775284362930512
10,Cangzhou,11,Hengshui,122.44966716798783,12,downwind,0.2517461647481617,0.2410467940557929,0.24022961937626908
10,Cangzhou,11,Hengshui,122.44966716798783,12,crosswind,0.059653434274637374,0.0003371730823646215,-0.011089783426255998
10,Cangzhou,11,Hengshui,122.44966716798783,12,upwind,0.10413091555491974,0.04559974298650845,0.02633573283912774
6,Baoding,11,Hengshui,126.91099249424225,12,downwind,0.2873000371860188,0.24642771722879753,0.23338884661019427
6,Baoding,11,Hengshui,126.91099249424225,12,crosswind,0.2596666063324821,0.22436338439424186,0.20995134213705668
6,Baoding,11,Hengshui,126.91099249424225,12,upwind,0.1290362851509913,0.0713662867206107,0.06877375117022155
12,Xingtai,11,Hengshui,127.19987897017315,12,downwind,0.27820957981316813,0.21504833486555858,0.19035419167225198
12,Xingtai,11,Hengshui,127.19987897017315,12,crosswind,0.2961349937408296,0.23591461845349088,0.18475265981015765
12,Xingtai,11,Hengshui,127.19987897017315,12,upwind,0.0898879416736188,0.034294442757693756,0.038766573103845216
55,Liaocheng,11,Hengshui,145.62638212714683,12,downwind,0.18819942197675768,0.08595811633077534,0.10288935050941628
55,Liaocheng,11,Hengshui,145.62638212714683,12,crosswind,0.15352776176181102,0.09477593699350333,0.09102284420050759
55,Liaocheng,11,Hengshui,145.62638212714683,12,upwind,0.0853483492183495,0.028050733190901983,0.045368448729288836
2,Shijiazhuang,11,Hengshui,108.66152302088751,24,downwind,0.16211590819145963,0.11073154895470814,0.07099704769367034
2,Shijiazhuang,11,Hengshui,108.66152302088751,24,crosswind,0.16371369510952685,0.12085269697772276,0.10445661176788294
2,Shijiazhuang,11,Hengshui,108.66152302088751,24,upwind,0.12414241304743268,0.07138162675424006,0.05756544213170006
10,Cangzhou,11,Hengshui,122.44966716798783,24,downwind,0.07145980440549908,0.0573414220457279,0.05360565645812461
10,Cangzhou,11,Hengshui,122.44966716798783,24,crosswind,0.032240476423256906,-0.019739484720216617,-0.023404668936693792
10,Cangzhou,11,Hengshui,122.44966716798783,24,upwind,0.04383125573213256,-0.005890370217039431,-0.03805246678751153
6,Baoding,11,Hengshui,126.91099249424225,24,downwind,0.1945883901274764,0.16673611919638132,0.1406730448448657
6,Baoding,11,Hengshui,126.91099249424225,24,crosswind,0.2113025262184774,0.17852078713331418,0.18080308156290614
6,Baoding,11,Hengshui,126.91099249424225,24,upwind,0.15603573658164033,0.10368498923527396,0.08575824233904383
12,Xingtai,11,Hengshui,127.19987897017315,24,downwind,0.15677188200723144,0.10489208423579524,0.07887040019648339
12,Xingtai,11,Hengshui,127.19987897017315,24,crosswind,0.2388683109144401,0.17437820669183374,0.1266349311158582
12,Xingtai,11,Hengshui,127.19987897017315,24,upwind,0.11995775502583776,0.06707920238221843,0.04918065125387414
55,Liaocheng,11,Hengshui,145.62638212714683,24,downwind,0.10808714715567384,0.027058621770581933,0.03765287537086123
55,Liaocheng,11,Hengshui,145.62638212714683,24,crosswind,0.12815248793158826,0.049834446181489155,0.05689078141686211
55,Liaocheng,11,Hengshui,145.62638212714683,24,upwind,0.0921465335789263,0.02838383848933756,0.04502407025722407
5,Handan,12,Xingtai,52.18104100961623,3,downwind,0.19876841434383485,0.17002754456408123,0.1531217554726782
5,Handan,12,Xingtai,52.18104100961623,3,crosswind,-0.0006754689605755109,-0.0340484250743547,-0.0338160367198576
5,Handan,12,Xingtai,52.18104100961623,3,upwind,0.08231508508755726,0.06111779332778432,0.04411161868685459
2,Shijiazhuang,12,Xingtai,106.36778474992234,3,downwind,0.3604327701727626,0.35012534355879554,0.34499375131367954
2,Shijiazhuang,12,Xingtai,106.36778474992234,3,crosswind,0.20426846408603602,0.18911748856069135,0.16419920849913386
2,Shijiazhuang,12,Xingtai,106.36778474992234,3,upwind,0.05877869557700067,0.03226947934173417,0.036378776457033205
75,Anyang,12,Xingtai,110.82434755584207,3,downwind,0.18132181842998857,0.13949964657775543,0.1274255915780591
75,Anyang,12,Xingtai,110.82434755584207,3,crosswind,0.11314703517550943,0.07301054434795906,0.06621086450868065
75,Anyang,12,Xingtai,110.82434755584207,3,upwind,0.056286943285541416,0.02480549732580473,0.028769040892225022
69,Yangquan,12,Xingtai,120.57562975636775,3,downwind,0.24108660158428144,0.23139521697196264,0.17301949090189767
69,Yangquan,12,Xingtai,120.57562975636775,3,crosswind,0.13451748619831938,0.13120118303707012,0.10676751095841158
69,Yangquan,12,Xingtai,120.57562975636775,3,upwind,0.023681798685994706,0.01720312351202476,0.02509083953148356
11,Hengshui,12,Xingtai,127.19987897017315,3,downwind,0.28671040363822703,0.2716703130438238,0.2668410744759817
11,Hengshui,12,Xingtai,127.19987897017315,3,crosswind,0.01598013793433404,-0.009489204922423878,-0.017609801421597977
11,Hengshui,12,Xingtai,127.19987897017315,3,upwind,0.06030645956944529,0.02041496203523449,0.0011312636777904492
5,Handan,12,Xingtai,52.18104100961623,6,downwind,0.1771749808830435,0.13227631527697378,0.12316469005232915
5,Handan,12,Xingtai,52.18104100961623,6,crosswind,-0.002428542998155064,-0.04616619651438938,-0.034339512179250416
5,Handan,12,Xingtai,52.18104100961623,6,upwind,0.08891220780124018,0.05358919405607584,0.04783533433816109
2,Shijiazhuang,12,Xingtai,106.36778474992234,6,downwind,0.3610693145878116,0.34546834844678237,0.34328698231854593
2,Shijiazhuang,12,Xingtai,106.36778474992234,6,crosswind,0.2532598706336104,0.22999828341116554,0.19688303567671295
2,Shijiazhuang,12,Xingtai,106.36778474992234,6,upwind,0.10947721452660666,0.07612498537046154,0.06926040315659467
75,Anyang,12,Xingtai,110.82434755584207,6,downwind,0.18406162664309214,0.1182806646470175,0.11991129151671304
75,Anyang,12,Xingtai,110.82434755584207,6,crosswind,0.12237338298805664,0.06408216774799635,0.07072897907431974
75,Anyang,12,Xingtai,110.82434755584207,6,upwind,0.07807636166245299,0.024878841123392437,0.039048429024399006
69,Yangquan,12,Xingtai,120.57562975636775,6,downwind,0.29816022464481856,0.28346475080515854,0.21427113957071095
69,Yangquan,12,Xingtai,120.57562975636775,6,crosswind,0.16997842758488912,0.16689286913882737,0.15511953718303145
69,Yangquan,12,Xingtai,120.57562975636775,6,upwind,0.02711762022487432,0.01797479321147892,0.024575572371976828
11,Hengshui,12,Xingtai,127.19987897017315,6,downwind,0.30942656903793525,0.2883190310446109,0.2911490276031634
11,Hengshui,12,Xingtai,127.19987897017315,6,crosswind,0.027222670498416184,-0.012101558098876893,-0.030771623534790613
11,Hengshui,12,Xingtai,127.19987897017315,6,upwind,0.08844176078946843,0.02698154730018239,0.007545143142598212
5,Handan,12,Xingtai,52.18104100961623,12,downwind,0.1280434760702848,0.07006831592039375,0.07569450109429547
5,Handan,12,Xingtai,52.18104100961623,12,crosswind,0.048044871186981274,-0.016927218244423177,0.01217014549746689
5,Handan,12,Xingtai,52.18104100961623,12,upwind,0.08649020321074997,0.04263025757893764,0.032226441876702906
2,Shijiazhuang,12,Xingtai,106.36778474992234,12,downwind,0.26851661625896595,0.2454800374573698,0.2321425362162638
2,Shijiazhuang,12,Xingtai,106.36778474992234,12,crosswind,0.24689020138079487,0.21629782435694941,0.18105112743477345
2,Shijiazhuang,12,Xingtai,106.36778474992234,12,upwind,0.16350891784319935,0.12989861733590466,0.10980248203410607
75,Anyang,12,Xingtai,110.82434755584207,12,downwind,0.14119010549775227,0.05134115495103892,0.06708055884913645
75,Anyang,12,Xingtai,110.82434755584207,12,crosswind,0.09048603089006262,0.008917152126105912,0.03896366956369756
75,Anyang,12,Xingtai,110.82434755584207,12,upwind,0.10172824830762707,0.03275503264932066,0.04097671057029214
69,Yangquan,12,Xingtai,120.57562975636775,12,downwind,0.2993247281219412,0.28004813315263544,0.214433788034342
69,Yangquan,12,Xingtai,120.57562975636775,12,crosswind,0.13170920565478508,0.1277367857746019,0.12618638425993664
69,Yangquan,12,Xingtai,120.57562975636775,12,upwind,0.05888553594081324,0.047978533778565834,0.0504653854357921
11,Hengshui,12,Xingtai,127.19987897017315,12,downwind,0.22614247967837445,0.19830203466330737,0.19907039367604737
11,Hengshui,12,Xingtai,127.19987897017315,12,crosswind,0.047679494163311915,-0.00348596699684906,-0.014137384923718228
11,Hengshui,12,Xingtai,127.19987897017315,12,upwind,0.10949540659851667,0.02813053837046714,0.005664910653091452
5,Handan,12,Xingtai,52.18104100961623,24,downwind,0.06548353493847629,0.014350885281464252,0.03198287116906144
5,Handan,12,Xingtai,52.18104100961623,24,crosswind,0.03311416408121566,-0.013694643927446336,0.01409546913191092
5,Handan,12,Xingtai,52.18104100961623,24,upwind,0.08000399695570777,0.04566640578011649,0.037945314111021144
2,Shijiazhuang,12,Xingtai,106.36778474992234,24,downwind,0.17387931218137906,0.15339712358497248,0.13468282277580215
2,Shijiazhuang,12,Xingtai,106.36778474992234,24,crosswind,0.15706863305995178,0.13075993291233667,0.09396562676850753
2,Shijiazhuang,12,Xingtai,106.36778474992234,24,upwind,0.10745277230308257,0.07516535964999882,0.05039092601354498
75,Anyang,12,Xingtai,110.82434755584207,24,downwind,0.07240291978956932,-0.008565771273914446,0.010633787429523225
75,Anyang,12,Xingtai,110.82434755584207,24,crosswind,0.11714581713216086,0.05691543432100685,0.07991344609701233
75,Anyang,12,Xingtai,110.82434755584207,24,upwind,0.06200521692467672,0.006515953592975011,0.017245143806500045
69,Yangquan,12,Xingtai,120.57562975636775,24,downwind,0.1408206475079645,0.11961829610628141,0.07810615705365354
69,Yangquan,12,Xingtai,120.57562975636775,24,crosswind,0.021977873597284408,0.016146884329099758,0.00931866710775065
69,Yangquan,12,Xingtai,120.57562975636775,24,upwind,0.0605013389434214,0.052512600701315824,0.040425666847590254
11,Hengshui,12,Xingtai,127.19987897017315,24,downwind,0.09956898074427321,0.07627153751288734,0.07716569315264081
11,Hengshui,12,Xingtai,127.19987897017315,24,crosswind,-0.029161452627777213,-0.08137256885407178,-0.07834106863247317
11,Hengshui,12,Xingtai,127.19987897017315,24,upwind,0.05967369307683582,-0.008566339542000442,-0.027893420590882505
121,Jinzhong,13,Taiyuan,25.14477798086572,3,downwind,0.07049957028909218,0.05985426284591446,0.06484051402402971
121,Jinzhong,13,Taiyuan,25.14477798086572,3,crosswind,0.026513766895125978,0.019191961109206998,0.017539432160304763
121,Jinzhong,13,Taiyuan,25.14477798086572,3,upwind,-0.027344392698305946,-0.040908672360871985,-0.043418870108585805
123,Xinzhou,13,Taiyuan,69.92474975072733,3,downwind,0.1362099540456834,0.12938750947516664,0.132067099230157
123,Xinzhou,13,Taiyuan,69.92474975072733,3,crosswind,0.13667592391590805,0.12559703244348494,0.1107788737654482
123,Xinzhou,13,Taiyuan,69.92474975072733,3,upwind,0.07650900771257939,0.06748671946029138,0.056117060812295755
69,Yangquan,13,Taiyuan,92.48142303466751,3,downwind,0.16088775267270083,0.15533995576314094,0.15994970890671606
69,Yangquan,13,Taiyuan,92.48142303466751,3,crosswind,0.005130907769783064,-0.00975466460960917,-0.019049770319437248
69,Yangquan,13,Taiyuan,92.48142303466751,3,upwind,0.07467126919324582,0.0655301956277634,0.049582934804459224
124,Lu:liang,13,Taiyuan,125.81051194014195,3,downwind,0.11375578189809823,0.10858612780325452,0.09255350132130244
124,Lu:liang,13,Taiyuan,125.81051194014195,3,crosswind,0.15621716032536798,0.14816470251329025,0.13354838356855506
124,Lu:liang,13,Taiyuan,125.81051194014195,3,upwind,0.060311267375669025,0.05653562034036186,0.047357145270653246
120,Shuozhou,13,Taiyuan,166.46715909433107,3,downwind,0.22047113997412346,0.22053830682149397,0.191723785893359
120,Shuozhou,13,Taiyuan,166.46715909433107,3,crosswind,0.18704995552992926,0.18116675806168941,0.13210323157274886
