past_feature,future_feature,lead_hour,raw_median,raw_q25,raw_q75,raw_n,partial_control_target_now_median,partial_control_target_now_q25,partial_control_target_now_q75,partial_control_target_now_n
log_precipitation,pbl,24,-0.010413702723588486,-0.03542046015993151,0.022421398467325333,184,0.022795135003550883,-0.00440347577218409,0.04390051652997474,184
log_precipitation,ventilation,24,0.02025605440398,-0.006224358969653451,0.05014547297709987,184,0.017852350273021123,-0.00832382014662643,0.04055385611732394,184
log_precipitation,log_precipitation,24,0.09253691377601686,0.0613038839281491,0.12317161063204986,184,,,,0
pm,pm,48,0.1877701904861149,0.13856647993441085,0.24604132077554403,184,,,,0
pm,temperature,48,0.10127409876615417,0.06766475073563294,0.1313702890378724,184,0.018360737949693534,-0.010339992558044912,0.05386890062641998,184
pm,pressure,48,-0.0829949744946423,-0.11207883904632533,-0.055050627951250604,184,-0.036631261350843214,-0.08453339570615481,-0.007720343282972781,184
pm,rh950,48,0.02324453148576954,-0.031949907466672006,0.09993133945541932,184,0.0376925676569947,0.007399972786009125,0.0653021308732359,184
pm,wind_speed,48,0.013919179034655817,-0.007028359696811069,0.037947600862652905,184,0.02297656162109363,0.0030794165485551767,0.04670061211916578,184
pm,wind_u,48,-0.058462917030784656,-0.07972824041063073,-0.032274827355757096,184,-0.057231942070851916,-0.07895683494651864,-0.03402664922793429,184
pm,wind_v,48,-0.022686456692547284,-0.0484633139459878,0.014097699795829633,184,-0.018924925238569257,-0.04660269539064791,0.015565889893624075,184
pm,pbl,48,-0.0166507054644874,-0.04112363482357376,-0.002186471794126927,184,0.013199478647141126,-0.014624414095014538,0.026736331081282805,184
pm,ventilation,48,-0.0007752536269597045,-0.02110309967954102,0.018880376355447207,184,0.015084637497047849,-0.005606902077115395,0.03369653657124048,184
pm,log_precipitation,48,0.012429126023495501,0.001708334656226487,0.03053710270258734,184,0.015766084460555052,0.005556000251105053,0.031781997302505846,184
temperature,pm,48,-0.03255046076401406,-0.07087329115251981,0.007682807561203749,184,-0.0823018103620628,-0.12190889129829297,-0.03837671170076583,184
temperature,temperature,48,0.38085817250407755,0.35661937578544056,0.3960068752396232,184,,,,0
temperature,pressure,48,-0.23420820908006723,-0.28757650123521283,-0.18813506771732624,184,-0.12337696606214821,-0.14483235903213543,-0.08527391413484882,184
temperature,rh950,48,0.0984395030098334,0.060666192871720745,0.13526333720550804,184,0.13060571456183356,0.10209902881731969,0.16850206148079613,184
temperature,wind_speed,48,0.07747223538500052,0.04354572777056761,0.11724773287278155,184,0.07857945200675251,0.04362530991876549,0.12023619141872864,184
temperature,wind_u,48,-0.10115111415837078,-0.13673480502712987,-0.06410568491598474,184,-0.10227463130990178,-0.13821342126719374,-0.06821591485733705,184
temperature,wind_v,48,-0.05665892525281232,-0.0861342590649309,-0.012462623746867118,184,-0.06239813148290375,-0.10100694484947961,-0.016249045418381514,184
temperature,pbl,48,0.0819542090828881,0.04170702292168034,0.10626254369195186,184,0.05788501506390133,0.026394504281391156,0.08698403059071232,184
temperature,ventilation,48,0.0861312800066775,0.02646152288772034,0.1220058002706996,184,0.08742828737627241,0.026707131016720058,0.1246407864356526,184
temperature,log_precipitation,48,0.05263925165907795,0.04109759585916849,0.0681936590988124,184,0.05630270595891624,0.04264612004829588,0.07292739547736377,184
pressure,pm,48,0.06946039881182682,0.03580965372241025,0.10715726255991309,184,0.09902476186960973,0.06946442511123,0.1430230179240536,184
pressure,temperature,48,-0.13932102636412902,-0.16505320609372115,-0.1128452675847218,184,0.08693955059705838,0.05771052551819525,0.11847159273032379,184
pressure,pressure,48,0.2608693404436313,0.20551006647704534,0.31336936537347576,184,,,,0
pressure,rh950,48,-0.13586767546060685,-0.2146134837065174,-0.05257981808933703,184,-0.10320782319197755,-0.18343791898263523,-0.01929911184432184,184
pressure,wind_speed,48,-0.07473001039576957,-0.14272925007629378,-0.036874606139824066,184,-0.073516131716553,-0.1446070388081465,-0.03423453869492358,184
pressure,wind_u,48,0.12618834998246473,0.08750456871461926,0.17178396314451244,184,0.13097558253840508,0.09365372780459823,0.17865796779606463,184
pressure,wind_v,48,0.14057176837109092,0.10314180100598876,0.1944700170527242,184,0.1451709290192243,0.09854716021223886,0.19990077607759243,184
pressure,pbl,48,-0.052008958806561326,-0.08785891605215992,-0.02356194370552981,184,-0.06592287406392748,-0.1143424528311587,-0.031241007375687715,184
pressure,ventilation,48,-0.0768140708032996,-0.1158299206719325,-0.03527154869570998,184,-0.08100249452326308,-0.12416023219129133,-0.03354312344859786,184
pressure,log_precipitation,48,-0.059884360878069184,-0.11130389741680116,-0.02652266265453404,184,-0.05670689962945122,-0.10911055991460974,-0.025701211035020644,184
rh950,pm,48,-0.09128632634656603,-0.15665047576135072,-0.05045433782953374,184,-0.09675592654045553,-0.13295761976344078,-0.06911469983020126,184
rh950,temperature,48,-0.13818699290236303,-0.20184781030104706,-0.08908652746933719,184,-0.10329378477023647,-0.18317988964673196,-0.04571160605477531,184
rh950,pressure,48,0.059194377026904776,0.024878127357668495,0.08289017139054648,184,0.09719654667756597,0.06480452398724686,0.14266554564477105,184
rh950,rh950,48,0.2531346823497077,0.1981864160239581,0.2957291253983775,184,,,,0
rh950,wind_speed,48,0.012971300881501837,-0.013489950232013622,0.04514145615869992,184,0.01138619681912098,-0.0099049685496665,0.03853041987720268,184
rh950,wind_u,48,-0.0005742675565787256,-0.02996117336673374,0.02253127013574849,184,0.005222904581144595,-0.020045522224960963,0.02932364185587783,184
rh950,wind_v,48,-0.10943850454415735,-0.16991641232457477,-0.048979927736573246,184,-0.10940280993659887,-0.1638020541187904,-0.04966084490949736,184
rh950,pbl,48,0.0051012809515018406,-0.048227956848279775,0.06416331873861637,184,0.020714644188860057,-0.003951618987834358,0.06507592460245787,184
rh950,ventilation,48,0.01976028460415709,-0.016563502290416546,0.06678436249889157,184,0.022745880658479222,-0.00926828169651327,0.05977905330032723,184
rh950,log_precipitation,48,0.054757840535626975,0.03907486493645666,0.06752550075342127,184,0.054315983649434546,0.037561342939528855,0.06359411357072614,184
wind_speed,pm,48,-0.10841569548087238,-0.13793360487894965,-0.07339654281832607,184,-0.06751792833084243,-0.09251782358607899,-0.04215307025786353,184
wind_speed,temperature,48,-0.10819780240584846,-0.13862493232682066,-0.06741237414118312,184,-0.10658076578817091,-0.12911949078168036,-0.08194998650765728,184
wind_speed,pressure,48,0.0378996188235651,0.007329254895212416,0.08561961783279662,184,0.04823585380005796,0.026509616600264574,0.08990306857760282,184
wind_speed,rh950,48,-0.007525791205955139,-0.04363504357280486,0.03475801937079148,184,-0.016468735915807498,-0.044835900017452385,0.018594319797463527,184
wind_speed,wind_speed,48,0.03416138362514326,0.011574543221339332,0.05508606139576191,184,,,,0
wind_speed,wind_u,48,0.04448996047148238,0.010181149403177586,0.06844297755148647,184,0.043161740089102965,0.013598163476918789,0.06816642946121276,184
wind_speed,wind_v,48,-0.02322977762370463,-0.04976695733012986,-0.0067000160192472276,184,-0.019971802364842535,-0.047376978655282495,0.0028289646859151717,184
wind_speed,pbl,48,0.032423815987929816,0.010652723476242243,0.0676183326158414,184,-0.018261039434943442,-0.04513362418588131,0.009230232950161309,184
wind_speed,ventilation,48,0.03871642774495504,0.018947511792099102,0.07025449069421089,184,0.000630586856970535,-0.021823471483483667,0.02005935197937675,184
wind_speed,log_precipitation,48,0.002849422055460195,-0.014331534131054754,0.01449298673140949,184,0.0010861441460019152,-0.016070515248889607,0.012139684080564138,184
wind_u,pm,48,0.04741268007306864,-0.03191697775784477,0.11001702212556128,184,0.05340290755697079,-0.008530193527987558,0.09886707670097838,184
wind_u,temperature,48,0.09427078705616015,0.02676520872017094,0.14756097764279724,184,0.09603330853978884,0.049344370493254186,0.1385359001518321,184
wind_u,pressure,48,-0.05287504179526136,-0.10965883497008908,0.004308601774887935,184,-0.048039232688463024,-0.0883766448388027,0.010700865825031231,184
wind_u,rh950,48,-0.2140184099732412,-0.26952899342447906,-0.1372544918627257,184,-0.1743537651349653,-0.23556354401434404,-0.10788786621293509,184
wind_u,wind_speed,48,-0.02323960235368467,-0.05652926103470987,0.02419706217378759,184,-0.02123194532381191,-0.05619021460147814,0.0225516525253403,184
wind_u,wind_u,48,0.04120179441008767,0.020279143640415057,0.0608428014415644,184,,,,0
wind_u,wind_v,48,0.10558269905859113,0.03233714290915868,0.16963629249995943,184,0.09807184305453945,0.031047049511903672,0.17478283902161973,184
wind_u,pbl,48,-0.038895286316613466,-0.0791249617635287,0.0013872064426167041,184,-0.03664684709061471,-0.07796277739454639,-0.015779636183072602,184
wind_u,ventilation,48,-0.036481035432696006,-0.084623442419093,0.003826983213736172,184,-0.034643211132104876,-0.08588938444093908,0.0010082269222595158,184
wind_u,log_precipitation,48,-0.05397045680523617,-0.06912593886729296,-0.03689323720239123,184,-0.05256721800219975,-0.06839697447997832,-0.03636569400658668,184
wind_v,pm,48,0.062169821902525055,0.0254812365490849,0.10138447407105512,184,0.03003464600877256,-0.006131163791584947,0.07434547183688571,184
wind_v,temperature,48,0.20013108511187755,0.14675981257969128,0.27538416282837075,184,0.13427976956045268,0.05243435103495592,0.17139641955682253,184
wind_v,pressure,48,-0.1520468435244552,-0.2129579674033453,-0.10560039805548832,184,-0.11783565651821487,-0.169083612663826,-0.07456961775028521,184
wind_v,rh950,48,0.07070060655686342,0.015401507932494415,0.10841240498378445,184,0.11323149078032574,0.07238893734757573,0.15769351448450117,184
wind_v,wind_speed,48,0.047605606716885435,0.024261349174223,0.06544153563452809,184,0.05373270478707702,0.03180437859945856,0.07418854967777308,184
wind_v,wind_u,48,-0.05314939895608112,-0.09569976837742307,-0.005050442088557404,184,-0.05218345485155643,-0.10130535055903059,-0.007598825181737139,184
wind_v,wind_v,48,0.0020897666118441776,-0.030754976595203,0.029697043598549196,184,,,,0
wind_v,pbl,48,-0.015502563770519465,-0.03557280481827839,0.006616427523776868,184,0.01013246092080744,-0.004196728205376132,0.026897829053652542,184
wind_v,ventilation,48,0.01986284592469556,-0.0015038883199828528,0.03970579704978908,184,0.03469530550312634,0.017797921241798624,0.053375101644879394,184
wind_v,log_precipitation,48,0.030219408845936165,0.007769529406521636,0.04543249907365693,184,0.03113942638634714,0.011455865428249452,0.04872630384532617,184
pbl,pm,48,-0.056930711529762965,-0.07451562436233244,-0.034912577020817674,184,-0.01769567397146483,-0.03596248857280724,0.002742911059067387,184
pbl,temperature,48,-0.02680888994632278,-0.062086489354668095,0.008441159388852641,184,-0.07266430351603449,-0.09426574088273079,-0.05325622405878826,184
pbl,pressure,48,0.061522657621114224,0.02767647698415594,0.10131178959982748,184,0.036487425956301556,0.01345989538681411,0.05989470347294145,184
pbl,rh950,48,-0.08436889365685327,-0.10887715009061708,-0.05809335000965672,184,-0.05173367754500771,-0.0732976995259186,-0.03624662614602994,184
pbl,wind_speed,48,-0.007087795601458899,-0.015669249098838958,0.007981733402575254,184,-0.017803506210420636,-0.0389763662343846,-0.0031215408518773216,184
pbl,wind_u,48,0.056418808373069826,0.027789908787100918,0.07387288137440641,184,0.05328401525426978,0.024420289227898892,0.07341827887747646,184
pbl,wind_v,48,0.02027639829252775,0.0019650388489129726,0.03478989772076329,184,0.0186914369422087,0.0009111665576611536,0.040589781942814845,184
pbl,pbl,48,0.14211203441073544,0.1112367780995024,0.1620504155341792,184,,,,0
pbl,ventilation,48,0.0673944981357174,0.046723676545699415,0.08541104447688261,184,0.03188656310586632,0.008747592679538018,0.05726410136589269,184
pbl,log_precipitation,48,-0.018169110808717207,-0.028688492059142014,-0.009081207380321022,184,-0.018350725087366612,-0.027255513382921072,-0.008569237827507523,184
ventilation,pm,48,-0.09112033094879547,-0.11870682658644878,-0.0650150141059302,184,-0.050296759207732085,-0.06907702273515524,-0.02562571385823826,184
ventilation,temperature,48,-0.08680174089699104,-0.13370342587662645,-0.03996147154936018,184,-0.09441531120861679,-0.11885331263543317,-0.056421722286632316,184
ventilation,pressure,48,0.0603478181093813,0.022089392025503942,0.11183654413594676,184,0.049940517379944475,0.017717929636395326,0.09221474242240393,184
ventilation,rh950,48,-0.05772644318376637,-0.08393291478462703,-0.02465260558351213,184,-0.04828951419479553,-0.07244703714243526,-0.025664660254919723,184
ventilation,wind_speed,48,0.016578293314746063,-0.0016796214341118034,0.029200302040327912,184,-0.01654007035448033,-0.034180688773920234,-0.0009248221830717582,184
ventilation,wind_u,48,0.06599617550635231,0.030063994900750114,0.09243527083393838,184,0.061862244802204355,0.030484984072485805,0.0892900919394542,184
ventilation,wind_v,48,-0.003465038067836851,-0.018857022440421155,0.02247020631357241,184,-0.00253929654034183,-0.02320153166857354,0.03176915238401068,184
ventilation,pbl,48,0.08056772301187531,0.05970031210415917,0.10547597997402752,184,-0.023383429381836518,-0.06344378938980554,0.0023274667107011167,184
ventilation,ventilation,48,0.05839669614392874,0.038356953202239426,0.07949125489183605,184,,,,0
ventilation,log_precipitation,48,-0.013203326872895117,-0.023094260726278838,-0.0016338532298974494,184,-0.01264751714356133,-0.023825116603425095,-0.002478177142869343,184
log_precipitation,pm,48,-0.057270674162906474,-0.09763710290722727,-0.0393148027701655,184,-0.04252733813463789,-0.06122903013924607,-0.018877722834389887,184
log_precipitation,temperature,48,-0.09625444440489381,-0.1227312148572926,-0.06297908013275619,184,-0.043409193460446166,-0.07307287274464849,-0.02211960384755282,184
log_precipitation,pressure,48,0.03228879597365493,0.014850731544821574,0.05628035842224015,184,0.06170536131980774,0.02914680986442897,0.09008323524977588,184
log_precipitation,rh950,48,0.06698240367021371,0.03828149566948519,0.09878062743351462,184,-0.01892047866035606,-0.03236240704687325,0.003951930506838165,184
log_precipitation,wind_speed,48,-0.008238147843009337,-0.02413293934829681,0.004264543633148825,184,-0.01200478920082388,-0.02839341589847493,0.0006052380860910476,184
log_precipitation,wind_u,48,0.015436967506405492,0.0016110639334961647,0.028929838291324776,184,0.02102554410034706,0.00353409338747072,0.03400578571870986,184
log_precipitation,wind_v,48,-0.034836332816856934,-0.057568836674069084,-0.02029931280665083,184,-0.03627944796723521,-0.05433526599928735,-0.020877728140470335,184
log_precipitation,pbl,48,-0.011388855070795515,-0.025787273972525865,0.0017045589061403196,184,-0.000572025431873713,-0.014183125427598984,0.011736799652012733,184
log_precipitation,ventilation,48,-0.0057598986278747984,-0.018339453477557166,0.006320927850812241,184,-0.00723469199659192,-0.02023550057550615,0.00613012854933191,184
log_precipitation,log_precipitation,48,0.012955174554583252,-0.004701336017710558,0.02746049970291149,184,,,,0
pm,pm,72,0.09654319353234658,0.05574194581705505,0.15703446834082452,184,,,,0
pm,temperature,72,0.05797273260588545,0.02201840409818815,0.0840302734940279,184,0.00797980498561324,-0.027254072680008987,0.04608071358247569,184
pm,pressure,72,-0.054996257460731834,-0.08425748818507114,-0.02666778415426633,184,-0.044150636611946605,-0.07377822550022188,-0.017016412624357647,184
pm,rh950,72,0.027543720540468004,-0.007207084197648138,0.06765852674127112,184,0.027941171111478723,0.010968456551211207,0.04866515784681665,184
pm,wind_speed,72,0.019760472555860553,0.004262538347509472,0.03928297164652229,184,0.018800818497186584,0.002457255174310365,0.0338435719046503,184
pm,wind_u,72,-0.024097402735969737,-0.04308586755505377,-0.00565112522740695,184,-0.024275066600527917,-0.038563595665095804,-0.009247917089619194,184
pm,wind_v,72,-0.029405272083576933,-0.05167090225882791,-0.0029155317931421664,184,-0.024987287517938515,-0.046683801379537475,-0.000792342193364784,184
pm,pbl,72,-0.0026540463790252116,-0.013521935438126268,0.011053314591172933,184,0.014442627135914578,-0.001331162168619988,0.02741382760756848,184
pm,ventilation,72,0.011798722739483288,-0.001780084886269674,0.025214694080306018,184,0.0123625486037191,-0.0018426247238120903,0.025813585951026664,184
pm,log_precipitation,72,0.016052775332110962,0.0035407803439096676,0.025895239405421617,184,0.016622953453041798,0.00507794012263996,0.026919614774776987,184
temperature,pm,72,-0.06623415140304828,-0.10776484526447722,-0.034109814964824514,184,-0.09488348961393725,-0.13367618498475947,-0.050616741508436335,184
temperature,temperature,72,0.21083762895108044,0.1946682890322188,0.2352586670883632,184,,,,0
temperature,pressure,72,-0.1422406783006796,-0.1845343087659685,-0.11674800862138737,184,-0.11419116679168137,-0.14289520665196026,-0.09235530412027369,184
temperature,rh950,72,0.09626596007578694,0.06607577864993863,0.124625278299767,184,0.11715434375650058,0.09132366158977104,0.1446888958347116,184
temperature,wind_speed,72,0.05553865824294691,0.023230059813614614,0.08166505087405122,184,0.056799252665809576,0.022993649821434772,0.08216641445884879,184
temperature,wind_u,72,-0.06997193169863204,-0.0870939851717247,-0.05155033686893863,184,-0.0696669723186491,-0.08524101708805779,-0.052890824537186326,184
temperature,wind_v,72,-0.05553514053552537,-0.0847508938560396,-0.02958329532685882,184,-0.05314541469124509,-0.0828078249423698,-0.02499802375599168,184
temperature,pbl,72,0.07354713481646602,0.03869739653024672,0.09744169282609819,184,0.057121983215681946,0.023372268180089903,0.08436310185063381,184
temperature,ventilation,72,0.06862181646655335,0.026218238720462358,0.10119244766952099,184,0.06777014733383438,0.024404366166112447,0.1005995105804402,184
temperature,log_precipitation,72,0.047247256220907606,0.036535088122405725,0.060566420945693054,184,0.047984960482390884,0.0373519030174123,0.06178272270278922,184
pressure,pm,72,0.09730381756762085,0.07187632524701852,0.12408154576918197,184,0.11273139369314739,0.09210099582306312,0.14094279055443798,184
pressure,temperature,72,0.0006199223367366817,-0.018322745709921703,0.03191853792763008,184,0.15093734454904922,0.11962568447283797,0.17555710798175728,184
pressure,pressure,72,0.08859848935555367,0.052034893020555875,0.1271808470764781,184,,,,0
pressure,rh950,72,-0.13479996519928716,-0.18267395130109326,-0.0648039670949604,184,-0.11903298125177147,-0.16037932214279327,-0.04322908530669513,184
pressure,wind_speed,72,-0.046606782058908176,-0.0957867854509705,-0.01836105623802818,184,-0.04622664712724546,-0.0953184403475431,-0.01856716047720084,184
pressure,wind_u,72,0.09081382374039164,0.06175441515838277,0.11413465653158478,184,0.08729442861390695,0.06031703880501177,0.10909369305464908,184
pressure,wind_v,72,0.1022405787370424,0.07924608968826405,0.1492608425723817,184,0.10045570340205981,0.07459040246500656,0.15560183654993598,184
pressure,pbl,72,-0.05120310662478942,-0.08530298699457435,-0.013297728027254867,184,-0.057377024029803804,-0.09656065554108618,-0.017236933442974816,184
pressure,ventilation,72,-0.05582672488728739,-0.1013924136119468,-0.01680743848070111,184,-0.05639489005596242,-0.1017238256197841,-0.016968883910521423,184
pressure,log_precipitation,72,-0.061245623975344124,-0.08851801541889842,-0.03777632728695008,184,-0.06008291986056488,-0.08832326773437423,-0.03823701737563662,184
rh950,pm,72,-0.08088739033135768,-0.12568240010101925,-0.04249054331650223,184,-0.08157445693078244,-0.11846760920876365,-0.0468129468034246,184
rh950,temperature,72,-0.1181280396642663,-0.19448111932744855,-0.07619330084336409,184,-0.09700327508928061,-0.1839254185896385,-0.04314078445347774,184
rh950,pressure,72,0.05455020669659576,0.012860298102089378,0.08680617575864373,184,0.06607996454007742,0.024485266755992764,0.11681973029986394,184
rh950,rh950,72,0.14838415335827396,0.11001340618912478,0.18420773056696116,184,,,,0
rh950,wind_speed,72,0.001275675689840041,-0.011455918592896944,0.021932140764821587,184,0.0018574546695181138,-0.011846368536751018,0.02089679071235356,184
rh950,wind_u,72,0.012871421890328427,-0.002660774230046898,0.03404714682863616,184,0.006340054316538905,-0.006679494111417788,0.02580026063798572,184
rh950,wind_v,72,-0.051939670936813245,-0.08170668859880686,-0.019963171557561173,184,-0.05966277503403014,-0.08602468922761547,-0.021689065169739122,184
rh950,pbl,72,-0.008410344239990902,-0.04013553252748697,0.02332960734831529,184,0.004010551948355118,-0.015290467164979588,0.02470720441760072,184
rh950,ventilation,72,0.009724433826872984,-0.01589039866639936,0.029331069627395505,184,0.011270503757877994,-0.013237677431466892,0.0303823570105781,184
rh950,log_precipitation,72,0.028781242986813692,0.02010406757572355,0.03824996070537446,184,0.029470775943232837,0.021434703583601236,0.038732446495742326,184
wind_speed,pm,72,-0.032609098350584134,-0.06360864196930541,-0.008887183198449354,184,-0.011337232152951092,-0.03894127229391507,0.005533763473825101,184
wind_speed,temperature,72,-0.06978457608624487,-0.10471853591284554,-0.03810735787403869,184,-0.0701693811009909,-0.09260742548044629,-0.045532175981988485,184
wind_speed,pressure,72,0.026708368140452556,0.010531542103476342,0.057062636930967484,184,0.02791435988456356,0.011638809567637454,0.0611588504535549,184
wind_speed,rh950,72,-0.015506105800419641,-0.03792714120803288,0.011769345325826106,184,-0.01760659738575117,-0.03473024369140066,0.001179980774100386,184
wind_speed,wind_speed,72,-0.012417506249818779,-0.025437938958529395,0.003829149005920822,184,,,,0
wind_speed,wind_u,72,0.018394882038207057,0.0024267603076511524,0.040394547505402556,184,0.02303841720570938,0.005727456329236807,0.035311048090205986,184
wind_speed,wind_v,72,-0.003316581287546457,-0.019669019218665033,0.013659947296209857,184,-0.0067014999173946295,-0.019049057448596196,0.012507148210168928,184
wind_speed,pbl,72,0.0036437630912210437,-0.00758111075340255,0.017840091587938825,184,-0.022326775902263354,-0.04213357002462985,-0.007884460693539264,184
wind_speed,ventilation,72,-0.003252262079245733,-0.01199758226671662,0.00990440104964494,184,-0.007274730973506002,-0.0267469546054084,0.009890603064264068,184
wind_speed,log_precipitation,72,-0.0054685536973561955,-0.013949805415214723,0.004891477268599748,184,-0.005362788459194267,-0.015563531796457234,0.004270516854847373,184
wind_u,pm,72,0.038053263869154,0.0003905549857321026,0.07733966601628933,184,0.04447308905593059,0.015581509296202646,0.07512983401386326,184
wind_u,temperature,72,0.08973730753169921,0.058684226225751625,0.11532465760117881,184,0.08695900755635005,0.060863888822989265,0.1119952338512238,184
wind_u,pressure,72,-0.03228089543263272,-0.0564174892500229,-0.00794916105611312,184,-0.02782236595778148,-0.05062130297229337,-0.00016899013464822805,184
wind_u,rh950,72,-0.11153542864375393,-0.14776818101760636,-0.07441323194763648,184,-0.08419268541498515,-0.1300984919893197,-0.04413465860895951,184
wind_u,wind_speed,72,1.690374932608659e-05,-0.03590487814244203,0.02003742874459218,184,-0.00403170131955387,-0.03930562796883596,0.01878297985716744,184
wind_u,wind_u,72,-0.027529437524864912,-0.046956026835902026,0.0020860636198490297,184,,,,0
wind_u,wind_v,72,0.05126870422578543,0.018162477706229814,0.1116761877282866,184,0.05701805588406589,0.0235897010589494,0.11612091307161108,184
wind_u,pbl,72,-0.034131210159209974,-0.07135390749521861,-0.0019842870928821394,184,-0.035304452009019126,-0.07074184900959529,-0.012043738289904096,184
wind_u,ventilation,72,-0.025410415479519846,-0.06486516759339962,0.002938449791377708,184,-0.026318182782499144,-0.06302001401458486,0.0016352563206892055,184
wind_u,log_precipitation,72,-0.020268087698593246,-0.03252605377854475,-0.0038723830708830226,184,-0.019902137026531146,-0.03289697072177182,-0.004635630204831125,184
wind_v,pm,72,0.004445650809050719,-0.029054946536885735,0.03504996226175906,184,-0.011777281035546885,-0.04742336580063625,0.018275767336586937,184
wind_v,temperature,72,0.1191692724312216,0.07476167818944832,0.15518896725060854,184,0.0791959992495084,0.01286017834729141,0.10176689640670983,184
wind_v,pressure,72,-0.09051664869804191,-0.12516815115522212,-0.051885240227011145,184,-0.07633349318856614,-0.10668981186014723,-0.041406966474688396,184
wind_v,rh950,72,0.055745973237103806,0.03288140862250982,0.07781022564495013,184,0.08181880608348373,0.04738643610197209,0.11405898621683748,184
wind_v,wind_speed,72,0.032237279105498506,0.0186114026927897,0.05638288827146284,184,0.031962316077247026,0.017437473781687193,0.05410667109162765,184
wind_v,wind_u,72,-0.0419324428517438,-0.06176223714841557,-0.02237870748907368,184,-0.04162042278323167,-0.06066678251243039,-0.023592765667298718,184
wind_v,wind_v,72,-0.009761279884009447,-0.03873521788443252,0.001004517006295546,184,,,,0
wind_v,pbl,72,0.0010695972377108053,-0.016848252660412975,0.01940131243898427,184,0.017656694467374064,-0.004363042431108277,0.03550670806308169,184
wind_v,ventilation,72,0.017171543666124348,0.0023468628074481126,0.040368934734186776,184,0.021192590484227745,0.004906974989742114,0.0423428674337088,184
wind_v,log_precipitation,72,0.02699107171152064,0.014570977757941053,0.03831617358986783,184,0.027313368083297013,0.014692381145430446,0.04027698721941833,184
pbl,pm,72,-0.007022648552818745,-0.025266020377552195,0.010329602092568592,184,0.013832919573738018,-0.004333992134918318,0.031942880431901854,184
pbl,temperature,72,-0.011883416299514175,-0.03285214583096035,0.009455481547063741,184,-0.03500014071820666,-0.05110375639697641,-0.018309347831969018,184
pbl,pressure,72,0.039096207822173476,0.016132286426244646,0.06700191009954135,184,0.03106155906727897,0.011896650491354265,0.05158539184788452,184
pbl,rh950,72,-0.06658047446143273,-0.08455034411642419,-0.054369316341330375,184,-0.04539019291428102,-0.06302133202419627,-0.03173716612023915,184
pbl,wind_speed,72,-0.01953060839487368,-0.038375891248086255,-0.002229165513205409,184,-0.016791236386518707,-0.033607145165523176,0.0005652394984715929,184
pbl,wind_u,72,0.019477592791779002,0.005662476508250384,0.03715212340703343,184,0.02394690602009622,0.00773497189857603,0.03865696931449391,184
pbl,wind_v,72,0.01368777486052547,0.003931558368149672,0.029913568675465612,184,0.010410542453691905,-0.00011777293204660283,0.027732682942583704,184
pbl,pbl,72,0.07535628552342731,0.054110777844795545,0.10112369934139294,184,,,,0
pbl,ventilation,72,0.027579659800897542,0.00815158014182432,0.04844494793831615,184,0.03541260605974148,0.019158588194732148,0.052490789503369106,184
pbl,log_precipitation,72,-0.014120479868510533,-0.024222371237996955,-0.0022145269088960345,184,-0.01479978013581868,-0.02375451231950301,-0.0032459545731690067,184
ventilation,pm,72,-0.02207685477093339,-0.04335982433149924,0.000652723779898101,184,0.002540786277490246,-0.018378667150219064,0.021374970567225173,184
ventilation,temperature,72,-0.04607636312288412,-0.07824558049614018,-0.016059062702647536,184,-0.045508438078837775,-0.07185023325457413,-0.023979917537803305,184
ventilation,pressure,72,0.036286318676153534,0.012473054331108768,0.07238903204060121,184,0.03224746254314706,0.01083541479734685,0.06221956641083816,184
ventilation,rh950,72,-0.05198205960968077,-0.0632534748567451,-0.03232190603302394,184,-0.04273150585236559,-0.05727447463910496,-0.026707941688859968,184
ventilation,wind_speed,72,-0.02321004612325276,-0.03871551981870466,-0.005396461371562439,184,-0.01949446143186232,-0.04097229969031037,0.00043932618316025717,184
ventilation,wind_u,72,0.023560909682247562,0.010530595434117572,0.04567551491483533,184,0.028094650838542415,0.01581335312614997,0.04661773642589512,184
ventilation,wind_v,72,0.008441523528258377,-0.004678727635017168,0.034719918135044325,184,0.003525086873800831,-0.007408615332004605,0.028031890318265605,184
ventilation,pbl,72,0.033833853027864194,0.01893840609382548,0.052641892270194265,184,-0.03403909495290694,-0.049890774031929874,-0.020823060974176258,184
ventilation,ventilation,72,0.004256854864924676,-0.012449806705071478,0.024614600950002622,184,,,,0
ventilation,log_precipitation,72,-0.013105153204265097,-0.02225103094077457,-0.004349649110878008,184,-0.013515364984776089,-0.023108909663047704,-0.0045562555406294955,184
log_precipitation,pm,72,-0.03258406721732582,-0.05382888644591123,-0.014816105542467681,184,-0.02067419841241398,-0.03451405118980277,-0.004507583572274226,184
log_precipitation,temperature,72,-0.06663578504101506,-0.09130301113825044,-0.035039717442829355,184,-0.03490600984949642,-0.06387791513831984,-0.010317135532074062,184
log_precipitation,pressure,72,0.02736864216571786,0.007588734903878091,0.045312290609786796,184,0.0377722617590133,0.015169409798694418,0.05407526170124903,184
log_precipitation,rh950,72,0.03869027594834897,0.02085607277164487,0.06174113317057141,184,-0.01399507097997791,-0.02638138866256493,0.007904516060119032,184
log_precipitation,wind_speed,72,-0.013356781194049192,-0.025288465858908392,-0.000771157120147389,184,-0.01137364791074928,-0.023740666552575965,0.0012275784030726172,184
